"","model.id","drug","time","volume","volume.normal"
"1","M5.1.F1","ERIBULIN",0,176.695562,0
"2","M5.1.F1","ERIBULIN",1,254.276568,0.43906595684616
"3","M5.1.F1","ERIBULIN",5,324.8774185,0.838628060731938
"4","M5.1.F1","ERIBULIN",16,171.9287,-0.026977825283467
"5","M5.1.F1","ERIBULIN",20,253.311354,0.433603374826132
"6","M5.1.F1","ERIBULIN",26,126.4072995,-0.284603993053317
"7","M5.1.F1","ERIBULIN",29,94.995456,-0.462377804372925
"8","M5.1.F1","ERIBULIN",34,86.180808,-0.512263879044115
"9","M5.1.F1","ERIBULIN",37,82.9437455,-0.530583877935768
"10","M5.1.F1","ERIBULIN",40,76.2822135,-0.568284496585149
"11","M5.1.F1","ERIBULIN",43,62.1859,-0.648061902086709
"12","M5.1.F1","ERIBULIN",47,39.138176,-0.778499383023553
"13","M5.1.F1","ERIBULIN",55,4,-0.977362193171552
"14","M5.1.F1","ERIBULIN",63,13.5,-0.923597401953989
"15","M5.1.F1","ERIBULIN",69,13.5,-0.923597401953989
"16","M5.1.F1","ERIBULIN",76,13.5,-0.923597401953989
"17","M5.1.F1","ERIBULIN",83,13.5,-0.923597401953989
"18","M5.1.F1","ERIBULIN",90,28.755648,-0.83725879883729
"19","M5.1.F1","ERIBULIN",104,82.883125,-0.530926956727979
"20","M5.1.F1","ERIBULIN",119,273.5262,0.548008319529836
"21","M5.1.F1","ERIBULIN",125,1008.430056,4.70716120193217
"22","M5.1.F2","WATER",0,147.482748,0
"23","M5.1.F2","WATER",2,205.889445,0.396023926812104
"24","M5.1.F2","WATER",5,211.30956,0.432774767662995
"25","M5.1.F2","WATER",8,227.785252,0.544487440659839
"26","M5.1.F2","WATER",12,258.632192,0.753643700753392
"27","M5.1.F2","WATER",15,313.537112,1.12592398942824
"28","M5.1.F2","WATER",19,338.183552,1.29303804401583
"29","M5.1.F2","WATER",22,439.61328,1.98077765678736
"30","M5.1.F2","WATER",26,526.60875,2.57064644605076
"31","M5.1.F2","WATER",29,590.49,3.00379032807281
"32","M5.1.F2","WATER",33,689.3448625,3.6740711835665
"33","M5.1.F2","WATER",36,753.032637,4.10590321384573
"34","M5.1.F2","WATER",40,927.8712,5.29138806119886
"35","M15.1.F2","CFI-400945",0,110.573512,0
"36","M15.1.F2","CFI-400945",2,119.6287425,0.0818933064186295
"37","M15.1.F2","CFI-400945",5,108.821718,-0.015842799675206
"38","M15.1.F2","CFI-400945",8,154.8366505,0.400305079393698
"39","M15.1.F2","CFI-400945",12,157.230171,0.421951497751107
"40","M15.1.F2","CFI-400945",15,158.681306,0.435075210417482
"41","M15.1.F2","CFI-400945",19,175.589144,0.587985592788262
"42","M15.1.F2","CFI-400945",22,235.125,1.12641342168819
"43","M15.1.F2","CFI-400945",26,328.0708435,1.96699306701952
"44","M15.1.F2","CFI-400945",29,376.4225,2.4042737106876
"45","M16.2.F2","CFI-400945",0,154.734624,0
"46","M16.2.F2","CFI-400945",2,182.382624,0.178680112345121
"47","M16.2.F2","CFI-400945",5,163.359765,0.0557415061802846
"48","M16.2.F2","CFI-400945",8,224.832464,0.453019745600054
"49","M16.2.F2","CFI-400945",12,250.1603125,0.616705466644621
"50","M16.2.F2","CFI-400945",15,298.4275035,0.928640764332099
"51","M16.2.F2","CFI-400945",19,409.186746,1.64444204808356
"52","M16.2.F2","CFI-400945",22,420.508424,1.71761040373226
"53","M16.2.F2","CFI-400945",26,426.635215,1.75720587914441
"54","M16.2.F2","CFI-400945",29,507.523492,2.27996074104268
"55","M25.1.F2","CFI-400945",0,178.783328,0
"56","M25.1.F2","CFI-400945",2,153.977952,-0.138745465125249
"57","M25.1.F2","CFI-400945",5,189.53803,0.0601549491236676
"58","M25.1.F2","CFI-400945",8,198.9191225,0.112626802091971
"59","M25.1.F2","CFI-400945",12,181.351584,0.0143651873400633
"60","M25.1.F2","CFI-400945",15,189.8015125,0.061628702313898
"61","M25.1.F2","CFI-400945",19,140.890827,-0.211946502080999
"62","M25.1.F2","CFI-400945",22,174.8525135,-0.0219864712441197
"63","M25.1.F2","CFI-400945",26,214.64352,0.200579060705258
"64","M25.1.F2","CFI-400945",29,186.2784,0.0419226562333597
"65","M25.1.F2","CFI-400945",33,267.682688,0.497246365164429
"66","M35.1.F2","CFI-400945",0,216.51095,0
"67","M35.1.F2","CFI-400945",2,186.6722235,-0.137816246707153
"68","M35.1.F2","CFI-400945",5,170.76474,-0.211288205053832
"69","M35.1.F2","CFI-400945",8,172.6658555,-0.202507515208815
"70","M35.1.F2","CFI-400945",12,129.2108935,-0.403213123862789
"71","M35.1.F2","CFI-400945",15,104.6448,-0.516676639218478
"72","M35.1.F2","CFI-400945",19,88.875,-0.589512678227129
"73","M35.1.F2","CFI-400945",22,122.629409,-0.43361105292827
"74","M35.1.F2","CFI-400945",26,77.12476,-0.643783559214903
"75","M35.1.F2","CFI-400945",29,97.34157,-0.550408097142431
"76","M35.1.F2","CFI-400945",43,192.503304,-0.110884211629943
"77","M35.1.F2","CFI-400945",47,281.983936,0.302400345109566
"78","M35.1.F2","CFI-400945",50,246.18176,0.137040690089808
"79","M35.1.F2","CFI-400945",54,206.362762,-0.0468714769391571
"80","M35.1.F2","CFI-400945",57,172.805611,-0.20186202591601
"81","M35.1.F2","CFI-400945",61,120.8682,-0.441745556056172
"82","M35.1.F2","CFI-400945",62,102.286382,-0.527569473968869
"83","M35.1.F2","CFI-400945",64,116.64618,-0.461245816897483
"84","M35.1.F2","CFI-400945",68,99.63648,-0.539808587048369
"85","M35.1.F2","CFI-400945",78,64.738116,-0.70099380193011
"86","M35.1.F2","CFI-400945",86,42.632,-0.80309540926221
"87","M35.1.F2","CFI-400945",92,10.9375,-0.949482924535688
"88","M35.1.F2","CFI-400945",96,59.70944,-0.724219768099489
"89","M35.1.F2","CFI-400945",106,112.2655905,-0.481478463329453
"90","M35.1.F2","CFI-400945",112,361.320512,0.668832509395021
"91","M35.1.F2","CFI-400945",117,338.92375,0.565388494207799
"92","M35.1.F2","CFI-400945",125,267.684196,0.236354078165562
"93","M35.1.F2","CFI-400945",131,289.492767,0.337081413203351
"94","M35.1.F2","CFI-400945",137,268.830563,0.241648808062594
"95","M35.1.F2","CFI-400945",153,228.9375,0.0573945567187248
"96","M35.1.F2","CFI-400945",160,332.7387,0.536821578770034
"97","M35.1.F2","CFI-400945",166,343.247472,0.585358486487635
"98","M35.1.F2","CFI-400945",174,320.7589,0.481490428082275
"99","M35.1.F2","CFI-400945",180,428.789105,0.980449972622632
"100","M35.1.F2","CFI-400945",188,610.7566375,1.82090415057529
"101","M45.1.F2","TAXOL",0,109.48608,0
"102","M45.1.F2","TAXOL",2,119.618538,0.0925456277181538
"103","M45.1.F2","TAXOL",5,81.178366,-0.258550803901281
"104","M45.1.F2","TAXOL",8,96.784056,-0.116014967382155
"105","M45.1.F2","TAXOL",12,92.409784,-0.155967735807146
"106","M45.1.F2","TAXOL",15,100.451688,-0.0825163527637486
"107","M45.1.F2","TAXOL",19,98.84736,-0.0971696127946129
"108","M45.1.F2","TAXOL",22,128.7563445,0.176006525213068
"109","M45.1.F2","TAXOL",26,132.943566,0.214250852711139
"110","M45.1.F2","TAXOL",29,144.486342,0.319677734375
"111","M45.1.F2","TAXOL",33,155.8800315,0.423742922387942
"112","M45.1.F2","TAXOL",36,141.827754,0.295395305046998
"113","M45.1.F2","TAXOL",40,170.9577,0.561456031670875
"114","M45.1.F2","TAXOL",43,167.267331,0.52774974681713
"115","M55.1.F2","BMN673",0,116.2336165,0
"116","M55.1.F2","BMN673",2,116.917182,0.00588096215693332
"117","M55.1.F2","BMN673",5,120.6009725,0.0375739491853461
"118","M55.1.F2","BMN673",8,104.652252,-0.0996386832719775
"119","M55.1.F2","BMN673",12,118.31832,0.0179354610376423
"120","M55.1.F2","BMN673",15,152.328195,0.310534762548664
"121","M55.1.F2","BMN673",19,122.877128145,0.0571565425308779
"122","M55.1.F2","BMN673",22,121.734136,0.0473229661575574
"123","M55.1.F2","BMN673",26,117.5835605,0.011614058313328
"124","M55.1.F2","BMN673",29,112.331256,-0.0335734240876864
"125","M55.1.F2","BMN673",33,96.8821875,-0.166487368996215
"126","M55.1.F2","BMN673",36,103.4703375,-0.109807122795667
"127","M55.1.F2","BMN673",40,91.715904,-0.210934781505314
"128","M55.1.F2","BMN673",43,100.3218625,-0.13689459623757
"129","M55.1.F2","BMN673",47,73.2116475,-0.370133617927994
"130","M55.1.F2","BMN673",50,48.723606,-0.5808131290486
"131","M55.1.F2","BMN673",54,41.271892,-0.644922929847924
"132","M55.1.F2","BMN673",62,91.766493,-0.210499545972572
"133","M55.1.F2","BMN673",69,125.538048,0.0800494020591711
"134","M55.1.F2","BMN673",78,109.478304,-0.0581184058744314
"135","M55.1.F2","BMN673",86,220.4099,0.896266386927744
"136","M55.1.F2","BMN673",89,178.74831,0.537836603406382
"137","M55.1.F2","BMN673",92,125.9126,0.0832718088918794
"138","M55.1.F2","BMN673",96,178.906955,0.539201483935588
"139","M55.1.F2","BMN673",100,188.762112,0.623988977405689
"140","M55.1.F2","BMN673",103,145.9260065,0.255454410643757
"141","M55.1.F2","BMN673",106,241.167036,1.07484756357039
"142","M55.1.F2","BMN673",110,174.549276,0.501710789494363
"143","M55.1.F2","BMN673",113,170.1,0.463432052808922
"144","M55.1.F2","BMN673",117,182.8116185,0.572794721568351
"145","M55.1.F2","BMN673",120,244.1099375,1.10016641356074
"146","M55.1.F2","BMN673",125,210.296736,0.809259165570229
"147","M55.1.F2","BMN673",131,167.6535695,0.442384523069537
"148","M55.1.F2","BMN673",137,210.043125,0.807077258066732
"149","M55.1.F2","BMN673",153,260.8068245,1.24381579403064
"150","M55.1.F2","BMN673",160,303.1698435,1.60828022588457
"151","M55.1.F2","BMN673",166,415.473138,2.57446623886129
"152","M55.1.F2","BMN673",174,422.747125,2.63704698975791
"153","M55.1.F2","BMN673",180,411.19912,2.5376953103752
"154","M55.1.F2","BMN673",188,512.70965,3.41102725217192
"155","M55.1.F2","BMN673",194,595.0963125,4.11982961917046
"156","M65.1.F2","ERIBULIN",0,299.6465485,0
"157","M65.1.F2","ERIBULIN",2,211.46995,-0.294268694037702
"158","M65.1.F2","ERIBULIN",5,179.4112,-0.401257244917006
"159","M65.1.F2","ERIBULIN",8,195.5287155,-0.347468821253584
"160","M65.1.F2","ERIBULIN",12,160.1275,-0.465612065943753
"161","M65.1.F2","ERIBULIN",15,154.4192,-0.484662176911409
"162","M65.1.F2","ERIBULIN",19,68.5729385,-0.771153918363922
"163","M65.1.F2","ERIBULIN",22,83.3765625,-0.721750299086125
"164","M65.1.F2","ERIBULIN",26,57.931848,-0.806666059429014
"165","M65.1.F2","ERIBULIN",43,136.547532,-0.544304672676715
"166","M65.1.F2","ERIBULIN",47,219.000078,-0.269138659876805
"167","M65.1.F2","ERIBULIN",50,201.38795,-0.327915001830899
"168","M65.1.F2","ERIBULIN",54,205.4942865,-0.314211067910899
"169","M65.1.F2","ERIBULIN",57,237.7529,-0.206555519527367
"170","M65.1.F2","ERIBULIN",61,344.828047,0.150782642837616
"171","M65.1.F2","ERIBULIN",64,545.953285,0.821990901390276
"172","M65.1.F2","ERIBULIN",68,793.6475145,1.64861223489114
"173","M75.1.F2","CARBOPLATIN",0,188.297402,0
"174","M75.1.F2","CARBOPLATIN",2,155.003758,-0.17681414425463
"175","M75.1.F2","CARBOPLATIN",5,174.9888,-0.0706786278442652
"176","M75.1.F2","CARBOPLATIN",8,207.691956,0.102999583605514
"177","M75.1.F2","CARBOPLATIN",12,170.628224,-0.0938365469322833
"178","M75.1.F2","CARBOPLATIN",15,161.05467,-0.144679277093797
"179","M75.1.F2","CARBOPLATIN",19,177.897708,-0.0552301512901384
"180","M75.1.F2","CARBOPLATIN",22,133.270731,-0.292232768033624
"181","M75.1.F2","CARBOPLATIN",26,108.5166,-0.423695713018919
"182","M75.1.F2","CARBOPLATIN",29,127.953945,-0.320468877207345
"183","M75.1.F2","CARBOPLATIN",33,116.796106,-0.379725345334292
"184","M75.1.F2","CARBOPLATIN",36,132.2578,-0.297612189041249
"185","M75.1.F2","CARBOPLATIN",40,135.205024,-0.281960225877147
"186","M75.1.F2","CARBOPLATIN",43,122.9470515,-0.347059225490535
"187","M75.1.F2","CARBOPLATIN",47,107.603168,-0.428546719938281
"188","M75.1.F2","CARBOPLATIN",54,74.480094,-0.604455009952819
"189","M75.1.F2","CARBOPLATIN",62,136.9678005,-0.272598564583488
"190","M75.1.F2","CARBOPLATIN",69,179.919522,-0.0444928071816944
"191","M75.1.F2","CARBOPLATIN",78,302.4271,0.606114034435802
"192","M75.1.F2","CARBOPLATIN",81,369.51552,0.962403708575862
"193","M75.1.F2","CARBOPLATIN",89,152.3712,-0.190794995673918
"194","M75.1.F2","CARBOPLATIN",96,104.907478,-0.442862849483181
"195","M75.1.F2","CARBOPLATIN",100,130.165889,-0.308721800633235
"196","M75.1.F2","CARBOPLATIN",103,96.95304,-0.48510686302512
"197","M75.1.F2","CARBOPLATIN",106,118.384038,-0.371292239071891
"198","M75.1.F2","CARBOPLATIN",117,115.82908,-0.384860976467429
"199","M75.1.F2","CARBOPLATIN",125,79.32341,-0.578733380506227
"200","M75.1.F2","CARBOPLATIN",131,76.979232,-0.5911827184955
"201","M75.1.F2","CARBOPLATIN",140,146.931759,-0.219682494610308
"202","M75.1.F2","CARBOPLATIN",147,185.5013685,-0.0148490285596186
"203","M75.1.F2","CARBOPLATIN",153,343.0671385,0.821943026595768
"204","M75.1.F2","CARBOPLATIN",160,481.6616805,1.55798367573866
"205","M75.1.F2","CARBOPLATIN",166,654.884982,2.47792893074542
"206","M75.1.F2","CARBOPLATIN",174,564.7218525,1.99909529553679
"207","M75.1.F2","CARBOPLATIN",180,553.732725,1.94073481162528
"208","M75.1.F2","CARBOPLATIN",188,678.606012,2.6039053369414
"209","M75.1.F2","CARBOPLATIN",194,577.14619,2.06507781769607
"210","M75.1.F2","CARBOPLATIN",202,441.431088,1.34432914799324
"211","M75.1.F2","CARBOPLATIN",208,317.9221045,0.688404094391063
"212","M75.1.F2","CARBOPLATIN",216,768.228032,3.0798652761019
"213","M85.1.F2","CX5461",0,119.681037,0
"214","M85.1.F2","CX5461",2,110.9140175,-0.0732532046827101
"215","M85.1.F2","CX5461",5,106.0872995,-0.113583052426259
"216","M85.1.F2","CX5461",8,125.210582,0.0462023486644755
"217","M85.1.F2","CX5461",12,131.244075,0.0966154562982271
"218","M85.1.F2","CX5461",15,134.898939,0.127153828053813
"219","M85.1.F2","CX5461",19,225.001852,0.880012553701386
"220","M85.1.F2","CX5461",22,278.43064,1.32643906653315
"221","M85.1.F2","CX5461",26,250.818216,1.0957222822192
"222","M85.1.F2","CX5461",29,261.659743,1.18630912263904
"223","M5.1.F3","WATER",0,201.7357225,0
"224","M5.1.F3","WATER",3,263.039546,0.303881844723856
"225","M5.1.F3","WATER",7,199.281294,-0.0121665536950205
"226","M5.1.F3","WATER",10,250.5591165,0.242016601695319
"227","M5.1.F3","WATER",13,237.346683,0.176522829267385
"228","M5.1.F3","WATER",16,256.2642475,0.270296823607926
"229","M5.1.F3","WATER",21,338.5312735,0.678092849916553
"230","M5.1.F3","WATER",24,291.4214175,0.444570222311519
"231","M5.1.F3","WATER",28,357.591318,0.772573114808658
"232","M5.1.F3","WATER",31,327.139776,0.621625421347972
"233","M5.1.F3","WATER",35,329.225148,0.631962569247001
"234","M5.1.F3","WATER",37,265.191949,0.314551263968631
"235","M5.1.F3","WATER",44,253.77525,0.257958912061298
"236","M5.1.F3","WATER",50,295.481196,0.46469446431333
"237","M5.1.F3","WATER",53,301.6214,0.49513133451117
"238","M5.1.F3","WATER",57,217.55304,0.0784061310708122
"239","M5.1.F3","WATER",60,224.4451385,0.112570127484487
"240","M5.1.F3","WATER",64,314.5428,0.559182459616194
"241","M5.1.F3","WATER",72,295.7119755,0.465838433745912
"242","M5.1.F3","WATER",77,259.566334,0.286665201300677
"243","M5.1.F3","WATER",87,539.415504,1.6738720208564
"244","M5.1.F3","WATER",91,271.5444,0.34604023836185
"245","M5.1.F3","WATER",98,296.50204,0.469754767899374
"246","M5.1.F3","WATER",107,305.709066,0.515393814300786
"247","M5.1.F3","WATER",112,588.266519,1.91602553930427
"248","M5.1.F3","WATER",121,699.7309375,2.46855246472275
"249","M5.1.F3","WATER",130,750.01626,2.71781581717636
"250","M5.1.F3","WATER",136,938.5210875,3.65223053145682
"251","M5.1.F3","WATER",142,925.638656,3.58837257243818
"252","M5.1.F3","WATER",149,1282.5405285,5.35752811949307
"253","M5.1.F3","WATER",155,1210.2944165,4.99940556635922
"254","M5.1.F3","WATER",158,1112.266404,4.51348264063644
"255","M5.1.F3","WATER",161,1110.8352,4.50638819061904
"256","M5.1.F3","WATER",170,1302.17625,5.45486200392694
"257","M5.1.F3","WATER",176,1272.105,5.30579941041429
"258","M5.1.F3","WATER",182,1291.661046,5.40273834496516
"259","M5.1.F3","WATER",190,1539.03,6.62894137402958
"260","M5.1.F3","WATER",199,1260.1070505,5.24632581123554
"261","M5.1.F3","WATER",205,1496.0269625,6.41577616477915
"262","M15.1.F3","CFI-400945",0,235.092936,0
"263","M15.1.F3","CFI-400945",3,432.574752,0.840015950117701
"264","M15.1.F3","CFI-400945",7,294.060956,0.250828548927561
"265","M15.1.F3","CFI-400945",10,341.1576,0.451160574216488
"266","M15.1.F3","CFI-400945",13,292.107303,0.24251841833308
"267","M15.1.F3","CFI-400945",16,308.5075,0.312278902331629
"268","M15.1.F3","CFI-400945",21,277.675424,0.18113044451493
"269","M15.1.F3","CFI-400945",24,286.0795665,0.216878615612678
"270","M15.1.F3","CFI-400945",28,263.267448,0.119844145380872
"271","M15.1.F3","CFI-400945",31,251.5355945,0.0699410998040366
"272","M15.1.F3","CFI-400945",35,167.039411,-0.289474988733817
"273","M15.1.F3","CFI-400945",37,231.539784,-0.0151138186474476
"274","M15.1.F3","CFI-400945",44,55.58625,-0.763556272911577
"275","M15.1.F3","CFI-400945",50,32,-0.863883617498401
"276","M15.1.F3","CFI-400945",53,32,-0.863883617498401
"277","M15.1.F3","CFI-400945",57,32,-0.863883617498401
"278","M15.1.F3","CFI-400945",60,32,-0.863883617498401
"279","M15.1.F3","CFI-400945",64,32,-0.863883617498401
"280","M15.1.F3","CFI-400945",72,32,-0.863883617498401
"281","M15.1.F3","CFI-400945",77,32,-0.863883617498401
"282","M15.1.F3","CFI-400945",87,13.5,-0.942575901132138
"283","M15.1.F3","CFI-400945",91,13.5,-0.942575901132138
"284","M15.1.F3","CFI-400945",98,13.5,-0.942575901132138
"285","M15.1.F3","CFI-400945",107,13.5,-0.942575901132138
"286","M15.1.F3","CFI-400945",112,13.5,-0.942575901132138
"287","M15.1.F3","CFI-400945",121,13.5,-0.942575901132138
"288","M15.1.F3","CFI-400945",130,73.3569935,-0.687965981674583
"289","M15.1.F3","CFI-400945",136,44.6427855,-0.810105797904536
"290","M15.1.F3","CFI-400945",142,72.9833195,-0.689555455209424
"291","M15.1.F3","CFI-400945",149,104.220686,-0.556683038745154
"292","M15.1.F3","CFI-400945",155,61.1949845,-0.73969875258183
"293","M15.1.F3","CFI-400945",158,57.36025,-0.756010320956645
"294","M15.1.F3","CFI-400945",161,85.667712,-0.635600654542849
"295","M5.1.F4","CFI-402257",0,143.053354,0
"296","M5.1.F4","CFI-402257",5,185.13752,0.294185105230039
"297","M5.1.F4","CFI-402257",8,147.4808625,0.0309500502868321
"298","M5.1.F4","CFI-402257",11,155.5811115,0.087574021508087
"299","M5.1.F4","CFI-402257",15,168.7289175,0.179482429331926
"300","M5.1.F4","CFI-402257",19,162.454968,0.135625020018755
"301","M5.1.F4","CFI-402257",22,202.5376875,0.415819215954909
"302","M5.1.F4","CFI-402257",27,163.95621,0.146119300355586
"303","M5.1.F4","CFI-402257",30,150.261226,0.050385900074737
"304","M5.1.F4","CFI-402257",33,178.577894,0.248330703242372
"305","M5.1.F4","CFI-402257",36,190.228356,0.329772079304061
"306","M5.1.F4","CFI-402257",40,178.1682975,0.245467460343502
"307","M5.1.F4","CFI-402257",43,220.776164,0.543313440941762
"308","M5.1.F4","CFI-402257",48,236.492178,0.653174646992198
"309","M15.1.F4","TAXOL + CFI-402257",0,141.559632,0
"310","M15.1.F4","TAXOL + CFI-402257",5,122.83567,-0.132269077952958
"311","M15.1.F4","TAXOL + CFI-402257",8,110.7,-0.217997401971206
"312","M15.1.F4","TAXOL + CFI-402257",11,92.4075,-0.34721856298694
"313","M15.1.F4","TAXOL + CFI-402257",15,54.77706,-0.613046041261254
"314","M15.1.F4","TAXOL + CFI-402257",19,38.447016,-0.728404097574936
"315","M15.1.F4","TAXOL + CFI-402257",22,35.736066,-0.747554684233709
"316","M15.1.F4","TAXOL + CFI-402257",27,0.5,-0.996467919611433
"317","M15.1.F4","TAXOL + CFI-402257",33,0.5,-0.996467919611433
"318","M15.1.F4","TAXOL + CFI-402257",40,0.5,-0.996467919611433
"319","M15.1.F4","TAXOL + CFI-402257",48,0.5,-0.996467919611433
"320","M15.1.F4","TAXOL + CFI-402257",54,0,-1
"321","M15.1.F4","TAXOL + CFI-402257",64,0,-1
"322","M15.1.F4","TAXOL + CFI-402257",69,0,-1
"323","M15.1.F4","TAXOL + CFI-402257",75,0.5,-0.996467919611433
"324","M15.1.F4","TAXOL + CFI-402257",90,0.5,-0.996467919611433
"325","M15.1.F4","TAXOL + CFI-402257",104,0.5,-0.996467919611433
"326","M15.1.F4","TAXOL + CFI-402257",117,152.9819265,0.0806889247917796
"327","M15.1.F4","TAXOL + CFI-402257",126,164.4827535,0.16193261578979
"328","M15.1.F4","TAXOL + CFI-402257",132,184.174848,0.301040737376316
"329","M15.1.F4","TAXOL + CFI-402257",138,107.959288,-0.237358232183028
"330","M15.1.F4","TAXOL + CFI-402257",142,97.235884,-0.313110082117196
"331","M15.1.F4","TAXOL + CFI-402257",145,32,-0.773946855131695
"332","M15.1.F4","TAXOL + CFI-402257",152,0.5,-0.996467919611433
"333","M15.1.F4","TAXOL + CFI-402257",161,0,-1
"334","M15.1.F4","TAXOL + CFI-402257",175,0.5,-0.996467919611433
"335","M15.1.F4","TAXOL + CFI-402257",187,0.5,-0.996467919611433
"336","M15.1.F4","TAXOL + CFI-402257",201,0.5,-0.996467919611433
"337","M15.1.F4","TAXOL + CFI-402257",215,0,-1
"338","M15.1.F4","TAXOL + CFI-402257",230,32,-0.773946855131695
"339","M15.1.F4","TAXOL + CFI-402257",236,106.9156,-0.244731012016194
"340","M15.1.F4","TAXOL + CFI-402257",244,221.9216625,0.56769030382899
"341","M15.1.F4","TAXOL + CFI-402257",250,224.510256,0.585976544499635
"342","M25.1.F4","TAXOL",0,158.121966,0
"343","M25.1.F4","TAXOL",5,167.957792,0.0622040457048202
"344","M25.1.F4","TAXOL",8,152.6947435,-0.0343230142989748
"345","M25.1.F4","TAXOL",11,121.72842,-0.230161228832685
"346","M25.1.F4","TAXOL",15,80.765524,-0.489220087233168
"347","M25.1.F4","TAXOL",19,42.312192,-0.732407880635635
"348","M25.1.F4","TAXOL",22,32,-0.797624575449561
"349","M25.1.F4","TAXOL",27,32,-0.797624575449561
"350","M25.1.F4","TAXOL",33,4,-0.974703071931195
"351","M25.1.F4","TAXOL",40,4,-0.974703071931195
"352","M25.1.F4","TAXOL",48,4,-0.974703071931195
"353","M25.1.F4","TAXOL",54,0.5,-0.996837883991399
"354","M25.1.F4","TAXOL",64,0.5,-0.996837883991399
"355","M25.1.F4","TAXOL",69,0.5,-0.996837883991399
"356","M25.1.F4","TAXOL",75,4,-0.974703071931195
"357","M25.1.F4","TAXOL",90,4,-0.974703071931195
"358","M25.1.F4","TAXOL",104,4,-0.974703071931195
"359","M25.1.F4","TAXOL",117,4,-0.974703071931195
"360","M25.1.F4","TAXOL",138,13.5,-0.914622867767784
"361","M25.1.F4","TAXOL",145,13.5,-0.914622867767784
"362","M25.1.F4","TAXOL",160,20.9408,-0.867565522174193
"363","M25.1.F4","TAXOL",173,32,-0.797624575449561
"364","M25.1.F4","TAXOL",187,44.64,-0.717686282752138
"365","M25.1.F4","TAXOL",201,92.858136,-0.412743603251176
"366","M25.1.F4","TAXOL",209,57.4869305,-0.63643931356128
"367","M25.1.F4","TAXOL",215,111.537824,-0.294608922330247
"368","M25.1.F4","TAXOL",223,67.626,-0.572317485604751
"369","M25.1.F4","TAXOL",230,70.1092,-0.556613152659637
"370","M25.1.F4","TAXOL",236,89.2375,-0.435641345365008
"371","M25.1.F4","TAXOL",244,159.13289,0.00639331792775722
"372","M25.1.F4","TAXOL",250,131.882256,-0.165946014104074
"373","M25.1.F4","TAXOL",260,114.2781185,-0.277278664116787
"374","M25.1.F4","TAXOL",264,119.5752195,-0.243778568374238
"375","M25.1.F4","TAXOL",274,123.942168,-0.21616097285307
"376","M25.1.F4","TAXOL",281,135.7722,-0.141345105714155
"377","M25.1.F4","TAXOL",288,122.8793,-0.222882796688728
"378","M5.1.F7","WATER",0,218.4148945,0
"379","M5.1.F7","WATER",3,202.584375,-0.0724791206947657
"380","M5.1.F7","WATER",12,231.676956,0.060719583846879
"381","M5.1.F7","WATER",18,244.9926,0.121684492080278
"382","M5.1.F7","WATER",24,221.04785,0.0120548349325142
"383","M5.1.F7","WATER",28,291.28368,0.333625532575573
"384","M5.1.F7","WATER",31,413.648896,0.893867618080414
"385","M5.1.F7","WATER",35,418.375175,0.915506613950268
"386","M5.1.F7","WATER",38,499.893112,1.28873178793216
"387","M5.1.F7","WATER",41,481.1784,1.20304755818748
"388","M5.1.F7","WATER",45,505.976383,1.31658369342572
"389","M5.1.F7","WATER",52,548.355902,1.51061587743504
"390","M5.1.F7","WATER",60,610.687836,1.79599904300483
"391","M5.1.F7","WATER",66,594.9792315,1.72407810310757
"392","M5.1.F7","WATER",73,546.3165625,1.50127887912882
"393","M5.1.F7","WATER",88,837.124044,2.8327241643312
"394","M5.1.F7","WATER",96,1040.14625,3.76224962762327
"395","M5.1.F7","WATER",101,1153.51,4.28127902009906
"396","M15.1.F7","CFI-402257",0,178.844022,0
"397","M15.1.F7","CFI-402257",3,151.00688,-0.155650391266642
"398","M15.1.F7","CFI-402257",12,149.1168,-0.166218706488272
"399","M15.1.F7","CFI-402257",18,157.5428125,-0.119104956720331
"400","M15.1.F7","CFI-402257",24,180.660896,0.0101589864714629
"401","M15.1.F7","CFI-402257",28,210.035952,0.174408569272726
"402","M15.1.F7","CFI-402257",31,421.7666625,1.3582933205338
"403","M25.1.F7","CFI-400945",0,120.109833,0
"404","M25.1.F7","CFI-400945",3,149.478372,0.24451402742355
"405","M25.1.F7","CFI-400945",12,137.499725,0.144783250177361
"406","M25.1.F7","CFI-400945",16,130.8490105,0.0894113098966676
"407","M25.1.F7","CFI-400945",24,147.453552,0.22765595719378
"408","M25.1.F7","CFI-400945",28,184.70893,0.537833542737504
"409","M25.1.F7","CFI-400945",31,148.428191,0.235770521802324
"410","M25.1.F7","CFI-400945",35,181.7465985,0.513170020809204
"411","M25.1.F7","CFI-400945",38,141.6062825,0.17897326940751
"412","M25.1.F7","CFI-400945",41,123.6390705,0.0293834185915487
"413","M25.1.F7","CFI-400945",45,125.03296,0.0409885425450555
"414","M25.1.F7","CFI-400945",52,83.853628,-0.301858757892037
"415","M25.1.F7","CFI-400945",55,67.00884,-0.442103628601332
"416","M25.1.F7","CFI-400945",60,32,-0.733577183476727
"417","M25.1.F7","CFI-400945",62,78.740108,-0.344432457915415
"418","M25.1.F7","CFI-400945",66,91.580544,-0.237526672774576
"419","M25.1.F7","CFI-400945",73,69.25635,-0.42339150533995
"420","M25.1.F7","CFI-400945",81,48.05568,-0.599902199514339
"421","M25.1.F7","CFI-400945",88,122.3932305,0.0190109122872563
