"","model.id","drug.join.name","time","volume","volume.normal"
"1","X.0991.abne","abraxane",0,251.3,1
"2","X.0991.abne","abraxane",2,272.9,1.08561236623068
"3","X.0991.abne","abraxane",6,1051,4.1696393182719
"4","X.0991.abne","abraxane",9,1225.3,4.86048355132778
"5","X.0991.abne","abraxane",12,997.2,3.95640110978993
"6","X.0991.biib","binimetinib",0,209.4,1
"7","X.0991.biib","binimetinib",3,193.9,0.926330798479088
"8","X.0991.biib","binimetinib",11,288,1.37357414448669
"9","X.0991.biib","binimetinib",13,193.2,0.923003802281369
"10","X.0991.biib","binimetinib",18,174.4,0.833650190114068
"11","X.0991.biib","binimetinib",21,219.6,1.04847908745247
"12","X.0991.biib","binimetinib",25,231.2,1.10361216730038
"13","X.0991.biib","binimetinib",28,212,1.01235741444867
"14","X.0991.biib","binimetinib",31,154.9,0.740969581749049
"15","X.0991.biib","binimetinib",35,197.1,0.941539923954373
"16","X.0991.biib","binimetinib",39,166.1,0.794201520912547
"17","X.0991.biib","binimetinib",41,160.8,0.769011406844107
"18","X.0991.biib","binimetinib",46,166.2,0.79467680608365
"19","X.0991.biib","binimetinib",53,137.3,0.657319391634981
"20","X.0991.biib","binimetinib",60,161.2,0.770912547528517
"21","X.0991.biib","binimetinib",63,152.1,0.727661596958175
"22","X.0991.biib","binimetinib",68,117.6,0.563688212927757
"23","X.0991.biib","binimetinib",70,117.6,0.563688212927757
"24","X.0991.biib","binimetinib",74,130.8,0.626425855513308
"25","X.0991.biib","binimetinib",77,194.3,0.928231939163498
"26","X.0991.biib","binimetinib",81,139.2,0.666349809885932
"27","X.0991.biib","binimetinib",84,173.7,0.83032319391635
"28","X.0991.biib","binimetinib",87,192.5,0.91967680608365
"29","X.0991.biib","binimetinib",90,111.7,0.5356463878327
"30","X.0991.biib","binimetinib",95,153.5,0.734315589353612
"31","X.0991.biib","binimetinib",101,163.9,0.783745247148289
"32","X.0991.biib","binimetinib",104,184.3,0.880703422053232
"33","X.0991.biib","binimetinib",109,132.6,0.634980988593156
"34","X.0991.biib","binimetinib",112,173.6,0.829847908745247
"35","X.0991.biib","binimetinib",116,156.9,0.750475285171103
"36","X.0991.biib","binimetinib",119,163.2,0.78041825095057
"37","X.0991.bipk","binimetinib-3.5mpk",0,195.4,1
"38","X.0991.bipk","binimetinib-3.5mpk",3,146.6,0.75152749490835
"39","X.0991.bipk","binimetinib-3.5mpk",7,148,0.758655804480652
"40","X.0991.bipk","binimetinib-3.5mpk",11,206.6,1.05702647657841
"41","X.0991.bipk","binimetinib-3.5mpk",15,206.5,1.05651731160896
"42","X.0991.bipk","binimetinib-3.5mpk",17,200.6,1.02647657841141
"43","X.0991.bipk","binimetinib-3.5mpk",21,174,0.891038696537678
"44","X.0991.bipk","binimetinib-3.5mpk",25,173.9,0.890529531568228
"45","X.0991.bipk","binimetinib-3.5mpk",29,188.4,0.964358452138493
"46","X.0991.bipk","binimetinib-3.5mpk",32,196.5,1.00560081466395
"47","X.0991.bipk","binimetinib-3.5mpk",36,200,1.0234215885947
"48","X.0991.bipk","binimetinib-3.5mpk",39,209.9,1.07382892057026
"49","X.0991.bipk","binimetinib-3.5mpk",43,148.8,0.762729124236253
"50","X.0991.bipk","binimetinib-3.5mpk",46,207.9,1.06364562118126
"51","X.0991.bipk","binimetinib-3.5mpk",51,201.2,1.02953156822811
"52","X.0991.bipk","binimetinib-3.5mpk",56,225.9,1.15529531568228
"53","X.0991.bipk","binimetinib-3.5mpk",59,228,1.16598778004073
"54","X.0991.bipk","binimetinib-3.5mpk",63,212.2,1.08553971486762
"55","X.0991.bipk","binimetinib-3.5mpk",66,245.8,1.25661914460285
"56","X.0991.bipk","binimetinib-3.5mpk",70,161.1,0.825356415478615
"57","X.0991.bipk","binimetinib-3.5mpk",73,209.5,1.07179226069246
"58","X.0991.bipk","binimetinib-3.5mpk",78,148.1,0.759164969450102
"59","X.0991.bipk","binimetinib-3.5mpk",81,285.3,1.45773930753564
"60","X.0991.bipk","binimetinib-3.5mpk",86,258.7,1.32230142566191
"61","X.0991.bipk","binimetinib-3.5mpk",88,207.7,1.06262729124236
"62","X.0991.bipk","binimetinib-3.5mpk",92,267.7,1.36812627291242
"63","X.0991.bipk","binimetinib-3.5mpk",95,266,1.35947046843177
"64","X.0991.bipk","binimetinib-3.5mpk",99,371,1.89409368635438
"65","X.0991.bipk","binimetinib-3.5mpk",101,299.3,1.52902240325866
"66","X.0991.bipk","binimetinib-3.5mpk",106,335.4,1.71283095723014
"67","X.0991.bipk","binimetinib-3.5mpk",109,303.2,1.54887983706721
"68","X.0991.bipk","binimetinib-3.5mpk",113,316,1.61405295315682
"69","X.0991.BK20.biib","BKM120 + binimetinib",0,243.8,1
"70","X.0991.BK20.biib","BKM120 + binimetinib",4,204.6,0.839869281045752
"71","X.0991.BK20.biib","BKM120 + binimetinib",7,214.9,0.881944444444444
"72","X.0991.BK20.biib","BKM120 + binimetinib",11,200.3,0.822303921568627
"73","X.0991.BK20.biib","BKM120 + binimetinib",14,217.7,0.893382352941176
"74","X.0991.BK20.biib","BKM120 + binimetinib",18,182.8,0.750816993464052
"75","X.0991.BK20.biib","BKM120 + binimetinib",25,136.1,0.560049019607843
"76","X.0991.BK20.biib","BKM120 + binimetinib",28,174.1,0.715277777777778
"77","X.0991.BK20.biib","BKM120 + binimetinib",32,192.2,0.78921568627451
"78","X.0991.BK20.biib","BKM120 + binimetinib",35,135.4,0.55718954248366
"79","X.0991.BK20.biib","BKM120 + binimetinib",39,133.7,0.550245098039216
"80","X.0991.BK20.biib","BKM120 + binimetinib",42,156.5,0.643382352941176
"81","X.0991.BK20.biib","BKM120 + binimetinib",46,182.9,0.751225490196078
"82","X.0991.BK20.biib","BKM120 + binimetinib",48,126,0.518790849673203
"83","X.0991.BK20.biib","BKM120 + binimetinib",54,127.3,0.524101307189543
