"","model.id","drug.join.name","time","volume","volume.normal"
"1","X.1004.BG98","BGJ398",0,199.7,1
"2","X.1004.BG98","BGJ398",2,181.9,0.911310413552566
"3","X.1004.BG98","BGJ398",5,172.7,0.865470852017937
"4","X.1004.BG98","BGJ398",9,129.6,0.650722471350274
"5","X.1004.BG98","BGJ398",12,91.3,0.4598903836572
"6","X.1004.BG98","BGJ398",16,117.1,0.588440458395615
"7","X.1004.BG98","BGJ398",19,122.7,0.616342800199303
"8","X.1004.BG98","BGJ398",23,134.4,0.674638764324863
"9","X.1004.BG98","BGJ398",26,143.3,0.71898355754858
"10","X.1004.biib","binimetinib",0,250.8,1
"11","X.1004.biib","binimetinib",3,320.4,1.27640984908658
"12","X.1004.biib","binimetinib",7,402.3,1.60166799046863
"13","X.1004.biib","binimetinib",11,382.6,1.52343129467832
"14","X.1004.biib","binimetinib",18,384,1.52899126290707
"15","X.1004.biib","binimetinib",22,445.9,1.7748212867355
"16","X.1004.biib","binimetinib",26,460.2,1.83161239078634
"17","X.1004.biib","binimetinib",30,546.8,2.17553613979349
"18","X.1004.biib","binimetinib",32,554.3,2.20532168387609
"19","X.1004.biib","binimetinib",35,617.9,2.45790309769658
"20","X.1004.BK20","BKM120",0,271.1,1
"21","X.1004.BK20","BKM120",4,402.7,1.48364571848585
"22","X.1004.BK20","BKM120",11,332.3,1.22491730981257
"23","X.1004.BK20","BKM120",15,549.7,2.02388827636898
"24","X.1004.BK20","BKM120",18,444.2,1.6361631753032
"25","X.1004.BK20","BKM120",22,446.1,1.64314590224182
"26","X.1004.BK20","BKM120",25,613.6,2.25872840867328
"27","X.1004.BK20","BKM120",27,813.4,2.99301727306137
"28","X.1004.BY19","BYL719",0,203.4,1
"29","X.1004.BY19","BYL719",7,214.7,1.05528375733855
"30","X.1004.BY19","BYL719",11,248.8,1.22211350293542
"31","X.1004.BY19","BYL719",14,260.4,1.27886497064579
"32","X.1004.BY19","BYL719",18,244.1,1.19911937377691
"33","X.1004.BY19","BYL719",21,264.4,1.29843444227006
"34","X.1004.BY19","BYL719",25,288.6,1.41682974559687
"35","X.1004.BY19","BYL719",28,350.9,1.72162426614481
"36","X.1004.BY19","BYL719",32,396.2,1.94324853228963
"37","X.1004.BY19","BYL719",35,492.7,2.41536203522505
"38","X.1004.BY19","BYL719",39,716.1,3.50831702544031
"39","X.1004.BY19","BYL719",42,882,4.31996086105675
