"","model.id","biobase.id","mDataType"
"12307","M15.1.F462","66817","cnv"
"12310","M5.1.F464","48602","cnv"
"12311","M5.1.F465","48041","cnv"
"12312","M5.1.F466",NA,"cnv"
"12313","M5.1.F467",NA,"cnv"
"12314","M15.1.F467",NA,"cnv"
"12315","M25.1.F467",NA,"cnv"
"12316","M35.1.F467",NA,"cnv"
"12317","M45.1.F467",NA,"cnv"
"12318","M5.1.F468",NA,"cnv"
"12319","M5.1.F469","73230","cnv"
"12320","M15.1.F469","73230","cnv"
"12321","M5.1.F470","73230","cnv"
"12322","M5.1.F471","70620","cnv"
"12323","M5.1.F472","48602","cnv"
"12324","M5.1.F473",NA,"cnv"
"12325","M15.1.F473",NA,"cnv"
"12326","M25.1.F473",NA,"cnv"
"12327","M5.1.F474",NA,"cnv"
"12328","M5.1.F475",NA,"cnv"
"12329","M15.1.F475",NA,"cnv"
"12330","M5.1.F476",NA,"cnv"
"12331","M5.1.F477",NA,"cnv"
"12332","M6.2.F477",NA,"cnv"
"12333","M15.1.F477",NA,"cnv"
"12334","M16.2.F477",NA,"cnv"
"12335","M5.1.F478","73263","cnv"
"12336","M5.1.F479","70620","cnv"
"12337","M15.1.F479","70620","cnv"
"12348","M5.1.F482","48602","cnv"
"12349","M15.1.F482","48602","cnv"
"12350","M25.1.F482","48602","cnv"
"12355","M5.1.F484","70620","cnv"
"12356","M15.1.F484","70620","cnv"
"12361","M5.1.F487",NA,"cnv"
"12362","M6.2.F487",NA,"cnv"
"12363","M15.1.F487",NA,"cnv"
"12364","M25.1.F487",NA,"cnv"
"12365","M35.1.F487",NA,"cnv"
"12366","M45.1.F487",NA,"cnv"
"12367","M55.1.F487",NA,"cnv"
"12368","M5.1.F488",NA,"cnv"
"12369","M5.1.F489",NA,"cnv"
"12370","M5.1.F490",NA,"cnv"
"12371","M6.2.F490",NA,"cnv"
"12372","M15.1.F490",NA,"cnv"
"12373","M5.1.F491",NA,"cnv"
"12374","M5.1.F492","69196","cnv"
"12375","M5.1.F493",NA,"cnv"
"12376","M5.1.F494","48041","cnv"
"12377","M5.1.F495","48602","cnv"
"12378","M15.1.F495","48602","cnv"
"12379","M5.1.F496",NA,"cnv"
"12380","M15.1.F496",NA,"cnv"
"12381","M25.1.F496",NA,"cnv"
"12382","M35.1.F496",NA,"cnv"
"12383","M45.1.F496",NA,"cnv"
"12384","M55.1.F496",NA,"cnv"
"12385","M5.1.F497",NA,"cnv"
"12386","M15.1.F497",NA,"cnv"
"12387","M5.1.F498",NA,"cnv"
"12388","M15.1.F498",NA,"cnv"
"12389","M16.2.F498",NA,"cnv"
"12390","M5.1.F499",NA,"cnv"
"12391","M5.1.F500",NA,"cnv"
"12392","M15.1.F500",NA,"cnv"
"12393","M16.2.F500",NA,"cnv"
"12394","M25.1.F500",NA,"cnv"
"12395","M26.2.F500",NA,"cnv"
"12396","M5.1.F501",NA,"cnv"
"12397","M15.1.F501",NA,"cnv"
"12398","M5.1.F502",NA,"cnv"
"12399","M5.1.F503",NA,"cnv"
"12400","M15.1.F503",NA,"cnv"
"12401","M5.1.F504","73263","cnv"
"12402","M15.1.F504","73263","cnv"
"12403","M5.1.F505","73263","cnv"
"12404","M15.1.F505","73263","cnv"
"12405","M5.1.F506",NA,"cnv"
"12406","M15.1.F506",NA,"cnv"
"12407","M5.1.F507","73230","cnv"
"12412","M5.1.F509",NA,"cnv"
"12413","M15.1.F509",NA,"cnv"
"12414","M16.2.F509",NA,"cnv"
"12415","M25.1.F509",NA,"cnv"
"12416","M26.2.F509",NA,"cnv"
"12418","M5.1.F511","48602","cnv"
"12427","M5.1.F513","48602","cnv"
"12428","M15.1.F513","48602","cnv"
"12429","M25.1.F513","48602","cnv"
"12430","M5.1.F514","73263","cnv"
"12431","M15.1.F514","73263","cnv"
"12432","M25.1.F514","73263","cnv"
"12433","M5.1.F515","47904","cnv"
"12434","M15.1.F515","47904","cnv"
"12436","M5.1.F517",NA,"cnv"
"12437","M5.1.F518","48602","cnv"
"12438","M15.1.F518","48602","cnv"
"12439","M25.1.F518","48602","cnv"
"12440","M5.1.F519","69196","cnv"
"12442","M5.1.F521",NA,"cnv"
"12443","M15.1.F521",NA,"cnv"
"12444","M25.1.F521",NA,"cnv"
"12445","M5.1.F522",NA,"cnv"
"12446","M15.1.F522",NA,"cnv"
"12447","M5.1.F523",NA,"cnv"
"12448","M6.2.F523",NA,"cnv"
"12449","M7.3.F523",NA,"cnv"
"12450","M8.4.F523",NA,"cnv"
"12451","M15.1.F523",NA,"cnv"
"12452","M16.2.F523",NA,"cnv"
"12453","M17.3.F523",NA,"cnv"
"12454","M18.4.F523",NA,"cnv"
"12455","M5.1.F524","241417","cnv"
"12456","M15.1.F524","241417","cnv"
"12457","M5.1.F525","241417","cnv"
"12459","M5.1.F527","73230","cnv"
"12460","M5.1.F528","71335","cnv"
"12461","M15.1.F528","71335","cnv"
"12462","M16.2.F528","71335","cnv"
"12463","M25.1.F528","71335","cnv"
"12464","M35.1.F528","71335","cnv"
"12465","M36.2.F528","71335","cnv"
"12466","M5.1.F529","69196","cnv"
"12467","M15.1.F529","69196","cnv"
"12468","M5.1.F530","47904","cnv"
"12469","M5.1.F531",NA,"cnv"
"12470","M15.1.F531",NA,"cnv"
"12471","M25.1.F531",NA,"cnv"
"12472","M5.1.F532",NA,"cnv"
"12473","M15.1.F532",NA,"cnv"
"12474","M25.1.F532",NA,"cnv"
"12475","M5.1.F533",NA,"cnv"
"12476","M15.1.F533",NA,"cnv"
"12477","M5.1.F534",NA,"cnv"
"12478","M15.1.F534",NA,"cnv"
"12479","M5.1.F535",NA,"cnv"
"12480","M15.1.F535",NA,"cnv"
"12481","M25.1.F535",NA,"cnv"
"12482","M5.1.F536","241417","cnv"
"12483","M5.1.F537",NA,"cnv"
"12484","M5.1.F538","73263","cnv"
"12485","M15.1.F538","73263","cnv"
"12486","M5.1.F539","48602","cnv"
"12487","M15.1.F539","48602","cnv"
"12488","M25.1.F539","48602","cnv"
"12489","M5.1.F540",NA,"cnv"
"12490","M15.1.F540",NA,"cnv"
"12493","M5.1.F542",NA,"cnv"
"12494","M5.1.F543","73471","cnv"
"12495","M5.1.F544","73263","cnv"
"12496","M15.1.F544","73263","cnv"
"12497","M25.1.F544","73263","cnv"
"12498","M5.1.F545",NA,"cnv"
"12499","M5.1.F546",NA,"cnv"
"12500","M5.1.F547",NA,"cnv"
"12501","M15.1.F547",NA,"cnv"
"12502","M25.1.F547",NA,"cnv"
"12503","M5.1.F548","73230","cnv"
"12504","M5.1.F549","71335","cnv"
"12505","M15.1.F549","71335","cnv"
"12508","M5.1.F552",NA,"cnv"
"12509","M5.1.F553",NA,"cnv"
"12510","M15.1.F553",NA,"cnv"
"12511","M5.1.F554",NA,"cnv"
"12512","M6.2.F554",NA,"cnv"
"12513","M7.3.F554",NA,"cnv"
"12514","M15.1.F554",NA,"cnv"
"12515","M25.1.F554",NA,"cnv"
"12516","M35.1.F554",NA,"cnv"
"12517","M36.2.F554",NA,"cnv"
"12518","M45.1.F554",NA,"cnv"
"12519","M46.2.F554",NA,"cnv"
"12520","M5.1.F555","73471","cnv"
"12521","M15.1.F555","73471","cnv"
"12522","M16.2.F555","73471","cnv"
"12523","M5.1.F556",NA,"cnv"
"12524","M5.1.F557","48602","cnv"
"12525","M15.1.F557","48602","cnv"
"12526","M5.1.F558","48602","cnv"
"12527","M15.1.F558","48602","cnv"
"12528","M5.1.F559","71335","cnv"
"12529","M5.1.F560","73230","cnv"
"12530","M15.1.F560","73230","cnv"
"12531","M16.2.F560","73230","cnv"
"12532","M5.1.F561","66817","cnv"
"12534","M5.1.F563","47904","cnv"
"12535","M5.1.F564",NA,"cnv"
"12536","M5.1.F565",NA,"cnv"
"12537","M5.1.F566",NA,"cnv"
"12538","M5.1.F567",NA,"cnv"
"12542","M5.1.F569",NA,"cnv"
"12543","M15.1.F569",NA,"cnv"
"12544","M5.1.F570","73230","cnv"
"12545","M15.1.F570","73230","cnv"
"12546","M5.1.F571","70620","cnv"
"12551","M5.1.F574",NA,"cnv"
"12552","M5.1.F575","48602","cnv"
"12553","M15.1.F575","48602","cnv"
"12554","M5.1.F576","48602","cnv"
"12559","M5.1.F578","70620","cnv"
"12560","M5.1.F579","47904","cnv"
"12561","M15.1.F579","47904","cnv"
"12562","M5.1.F580","47904","cnv"
"12563","M5.1.F581",NA,"cnv"
"12578","M5.1.F583",NA,"cnv"
"12579","M15.1.F583",NA,"cnv"
"12580","M5.1.F584","73471","cnv"
"12581","M6.2.F584","73471","cnv"
"12582","M15.1.F584","73471","cnv"
"12583","M25.1.F584","73471","cnv"
"12584","M26.2.F584","73471","cnv"
"12585","M35.1.F584","73471","cnv"
"12586","M45.1.F584","73471","cnv"
"12587","M46.2.F584","73471","cnv"
"12588","M5.1.F585",NA,"cnv"
"12589","M15.1.F585",NA,"cnv"
"12590","M16.2.F585",NA,"cnv"
"12591","M25.1.F585",NA,"cnv"
"12592","M35.1.F585",NA,"cnv"
"12593","M45.1.F585",NA,"cnv"
"12594","M5.1.F586",NA,"cnv"
"12595","M15.1.F586",NA,"cnv"
"12596","M5.1.F587",NA,"cnv"
"12597","M5.1.F588",NA,"cnv"
"12598","M15.1.F588",NA,"cnv"
"12599","M5.1.F589","71335","cnv"
"12600","M15.1.F589","71335","cnv"
"12601","M5.1.F590","73471","cnv"
"12602","M6.2.F590","73471","cnv"
"12603","M15.1.F590","73471","cnv"
"12604","M16.2.F590","73471","cnv"
"12608","M5.1.F592",NA,"cnv"
"12609","M15.1.F592",NA,"cnv"
"12610","M25.1.F592",NA,"cnv"
"12613","M5.1.F594","241417","cnv"
"12614","M15.1.F594","241417","cnv"
"12615","M5.1.F595",NA,"cnv"
"12616","M15.1.F595",NA,"cnv"
"12617","M25.1.F595",NA,"cnv"
"12618","M5.1.F596",NA,"cnv"
"12619","M15.1.F596",NA,"cnv"
"12620","M25.1.F596",NA,"cnv"
"12621","M5.1.F597",NA,"cnv"
"12622","M15.1.F597",NA,"cnv"
"12623","M5.1.F598",NA,"cnv"
"12624","M15.1.F598",NA,"cnv"
"12625","M5.1.F599",NA,"cnv"
"12626","M5.1.F600",NA,"cnv"
"12627","M5.1.F601","241417","cnv"
"12637","M5.1.F604",NA,"cnv"
"12638","M15.1.F604",NA,"cnv"
"12639","M5.1.F605",NA,"cnv"
"12640","M15.1.F605",NA,"cnv"
"12641","M25.1.00.F605",NA,"cnv"
"12642","M35.1.F605",NA,"cnv"
"12643","M5.1.F606",NA,"cnv"
"12644","M5.1.F607",NA,"cnv"
"12645","M15.1.F607",NA,"cnv"
"12646","M5.1.F608",NA,"cnv"
"12647","M15.1.F608",NA,"cnv"
"12648","M16.2.F608",NA,"cnv"
"12649","M5.0.F609",NA,"cnv"
"12650","M5.1.F610",NA,"cnv"
"12651","M15.1.F610",NA,"cnv"
"12652","M16.2.F610",NA,"cnv"
"12653","M17.3.F610",NA,"cnv"
"12654","M25.1.F610",NA,"cnv"
"12655","M26.2.F610",NA,"cnv"
"12656","M5.1.F611","73471","cnv"
"12657","M5.1.F612",NA,"cnv"
"12658","M5.1.F613","73263","cnv"
"12659","M15.1.F613","73263","cnv"
