"","batch.id","response_type","value"
"554","REF002BL.CARBOPLATIN","abc","7.8624"
"555","REF002BL.CARBOPLATIN","TGI","-1.7374"
"556","REF002BL.TAXOL + CFI-402257","angle","115.1728"
"557","REF002BL.TAXOL + CFI-402257","abc","197.9822"
"558","REF002BL.TAXOL + CFI-402257","TGI","-25.5332"
"559","REF002BL.TAXOL","angle","136.9930"
"560","REF002BL.TAXOL","abc","219.8402"
"561","REF002BL.TAXOL","TGI","-19.1718"
"562","47904.CFI-402257","angle","-0.1068"
"563","47904.CFI-402257","abc","4.5365"
"564","47904.CFI-402257","TGI","2.0625"
"565","47904.BMN673","angle","48.8195"
"566","47904.BMN673","abc","146.6013"
"567","47904.BMN673","TGI","-141.4062"
"568","47904.CFI-400945","angle","146.8496"
"569","47904.CFI-400945","abc","256.9471"
"570","47904.CFI-400945","TGI","30.3727"
"571","47904.TAXOL","angle","54.9243"
"572","47904.TAXOL","abc","204.6863"
"573","47904.TAXOL","TGI","10.3697"
"574","47904.ERIBULIN","angle","155.3679"
"575","47904.ERIBULIN","abc","270.8730"
"576","47904.ERIBULIN","TGI","-95.3823"
"577","47904.CARBOPLATIN","angle","155.3433"
"578","47904.CARBOPLATIN","abc","286.0838"
"579","47904.CARBOPLATIN","TGI","-43627.0506"
"580","47904.CX5461","angle","137.7945"
"581","47904.CX5461","abc","254.9685"
"582","47904.CX5461","TGI","19.7327"
"583","REF023.CFI-400945","angle","142.5169"
"584","REF023.CFI-400945","abc","256.7632"
"585","REF023.CFI-400945","TGI","3.7883"
"586","REF023.CARBOPLATIN","angle","87.2708"
"587","REF023.CARBOPLATIN","abc","145.4123"
"588","REF023.CARBOPLATIN","TGI","5.4395"
"589","REF023.TAXOL","angle","159.0412"
"590","REF023.TAXOL","abc","258.8718"
"591","REF023.TAXOL","TGI","-1.5144"
"592","REF023.BMN673","angle","141.1440"
"593","REF023.BMN673","abc","213.1834"
"594","REF023.BMN673","TGI","5.9531"
"595","REF023.CX5461","angle","81.6718"
"596","REF023.CX5461","abc","235.0664"
"597","REF023.CX5461","TGI","2.5559"
"598","REF023.CFI-402257","angle","8.7556"
"599","REF023.CFI-402257","abc","134.9520"
"600","REF023.CFI-402257","TGI","2.4579"
"601","REF023.TAXOL + CFI-402257","angle","129.9451"
"602","REF023.TAXOL + CFI-402257","abc","174.2579"
"603","REF023.TAXOL + CFI-402257","TGI","10.6300"
"604","REF023.ERIBULILN LD","angle","NA"
"605","REF023.ERIBULILN LD","abc","NA"
"606","REF023.ERIBULILN LD","TGI","NA"
"607","REF023.CFI-400945+ABT263","angle","NA"
"608","REF023.CFI-400945+ABT263","abc","NA"
"609","REF023.CFI-400945+ABT263","TGI","NA"
"610","REF023.ABT263","angle","NA"
"611","REF023.ABT263","abc","NA"
"612","REF023.ABT263","TGI","NA"
"613","REF013.CFI-400945+ABT263","angle","NA"
"614","REF013.CFI-400945+ABT263","abc","NA"
"615","REF013.CFI-400945+ABT263","TGI","NA"
"616","REF013.TAXOL + CFI-402257","angle","46.3449"
"617","REF013.TAXOL + CFI-402257","abc","1368.2967"
"618","REF013.TAXOL + CFI-402257","TGI","6.5417"
"619","REF013.CFI-402257","angle","164.1061"
"620","REF013.CFI-402257","abc","1233.4959"
"621","REF013.CFI-402257","TGI","10.8745"
"622","REF013.TAXOL","angle","52.7830"
"623","REF013.TAXOL","abc","1270.4302"
"624","REF013.TAXOL","TGI","7.0272"
"625","REF013.ERIBULIN","angle","169.1626"
"626","REF013.ERIBULIN","abc","1502.0342"
"627","REF013.ERIBULIN","TGI","9.1722"
"628","REF013.CX5461","angle","-0.3077"
"629","REF013.CX5461","abc","155.1198"
"630","REF013.CX5461","TGI","-0.0574"
"631","65465.CFI-402257","angle","8.6359"
"632","65465.CFI-402257","abc","34.6026"
"633","65465.CFI-402257","TGI","-3.1319"
"634","65465.CDX-011","angle","162.9224"
"635","65465.CDX-011","abc","341.2065"
"636","65465.CDX-011","TGI","-7.4858"
"637","65465.EVEROLIMUS","angle","17.7422"
"638","65465.EVEROLIMUS","abc","15.9720"
"639","65465.EVEROLIMUS","TGI","-0.2591"
"640","65465.ERIBULIN","angle","151.0033"
"641","65465.ERIBULIN","abc","298.2854"
"642","65465.ERIBULIN","TGI","-17.2816"
"643","65465.TAXOL","angle","165.2501"
"644","65465.TAXOL","abc","141.8185"
"645","65465.TAXOL","TGI","-1.1225"
"646","65465.TAXOL + CFI-402257","angle","163.9028"
"647","65465.TAXOL + CFI-402257","abc","362.8268"
"648","65465.TAXOL + CFI-402257","TGI","-7.1012"
"649","65465.CARBOPLATIN","angle","1.0481"
"650","65465.CARBOPLATIN","abc","67.8867"
"651","65465.CARBOPLATIN","TGI","2.5960"
"652","65465.CFI-400945","angle","118.1093"
"653","65465.CFI-400945","abc","266.4694"
"654","65465.CFI-400945","TGI","34.6189"
"655","REF022BXBL.ERIBULIN","angle","99.7218"
"656","REF022BXBL.ERIBULIN","abc","201.6665"
"657","REF022BXBL.ERIBULIN","TGI","27.8175"
"658","REF022BXBL.CFI-400945","angle","21.2735"
"659","REF022BXBL.CFI-400945","abc","164.5965"
"660","REF022BXBL.CFI-400945","TGI","46.6066"
"661","REF022BXBL.BMN673","angle","3.2001"
"662","REF022BXBL.BMN673","abc","56.3500"
"663","REF022BXBL.BMN673","TGI","6.9785"
"664","REF022BXBL.CFI-402257","angle","2.7167"
"665","REF022BXBL.CFI-402257","abc","93.8786"
"666","REF022BXBL.CFI-402257","TGI","4.6587"
"667","REF022BXBL.TAXOL + CFI-402257","angle","154.3649"
"668","REF022BXBL.TAXOL + CFI-402257","abc","303.1955"
"669","REF022BXBL.TAXOL + CFI-402257","TGI","26.6256"
"670","REF022BXBL.CARBOPLATIN","angle","1.4991"
"671","REF022BXBL.CARBOPLATIN","abc","23.4277"
"672","REF022BXBL.CARBOPLATIN","TGI","23.2156"
"673","REF022BXBL.TAXOL","angle","1.6825"
"674","REF022BXBL.TAXOL","abc","74.4873"
"675","REF022BXBL.TAXOL","TGI","1.3281"
"676","REF022BXBL.UNKNOWN","angle","NA"
"677","REF022BXBL.UNKNOWN","abc","NA"
"678","REF022BXBL.UNKNOWN","TGI","NA"
"679","REF022BXBL.CX5461","angle","3.1808"
"680","REF022BXBL.CX5461","abc","-0.5452"
"681","REF022BXBL.CX5461","TGI","-0.3263"
"682","73230.CARBOPLATIN","angle","4.7911"
"683","73230.CARBOPLATIN","abc","283.7636"
"684","73230.CARBOPLATIN","TGI","-49.1162"
"685","73230.BMN673","angle","41.1695"
"686","73230.BMN673","abc","450.0328"
"687","73230.BMN673","TGI","-64.1134"
"688","73230.CFI-400945","angle","5.3896"
"689","73230.CFI-400945","abc","335.0364"
"690","73230.CFI-400945","TGI","-52.6041"
"691","73230.CFI-402257","angle","-1.2278"
"692","73230.CFI-402257","abc","-248.6909"
"693","73230.CFI-402257","TGI","31.1989"
"694","73230.CDX-011","angle","-0.9014"
"695","73230.CDX-011","abc","-135.3322"
"696","73230.CDX-011","TGI","11.1457"
"697","73230.CX5461","angle","19.5720"
"698","73230.CX5461","abc","472.3263"
"699","73230.CX5461","TGI","54.3073"
"700","73230.TAXOL","angle","167.1939"
"701","73230.TAXOL","abc","506.6582"
"702","73230.TAXOL","TGI","-7.4792"
"703","73230.ERIBULIN","angle","143.4460"
"704","73230.ERIBULIN","abc","548.7181"
"705","73230.ERIBULIN","TGI","-77.0346"
"706","73230.TAXOL + CFI-402257","angle","8.2678"
"707","73230.TAXOL + CFI-402257","abc","241.2858"
"708","73230.TAXOL + CFI-402257","TGI","196.0201"
"709","REF009BL.CFI-400945","angle","30.2440"
"710","REF009BL.CFI-400945","abc","104.5033"
"711","REF009BL.CFI-400945","TGI","-29.8232"
"712","REF009BL.CX5461","angle","105.7092"
"713","REF009BL.CX5461","abc","197.1430"
"714","REF009BL.CX5461","TGI","13.8941"
"715","REF009BL.CFI-402257","angle","63.0568"
"716","REF009BL.CFI-402257","abc","157.8090"
"717","REF009BL.CFI-402257","TGI","-94.8540"
"718","REF009BL.ABT263","angle","NA"
"719","REF009BL.ABT263","abc","NA"
"720","REF009BL.ABT263","TGI","NA"
"721","REF009BL.TAXOL","angle","147.3254"
"722","REF009BL.TAXOL","abc","234.4250"
"723","REF009BL.TAXOL","TGI","32.7572"
"724","REF009BL.CARBOPLATIN","angle","118.5573"
"725","REF009BL.CARBOPLATIN","abc","230.5724"
"726","REF009BL.CARBOPLATIN","TGI","7.7692"
"727","REF009BL.ERIBULIN","angle","150.9233"
"728","REF009BL.ERIBULIN","abc","200.9935"
"729","REF009BL.ERIBULIN","TGI","-12.6485"
"730","REF009BL.CDX-011","angle","19.8118"
"731","REF009BL.CDX-011","abc","86.8450"
"732","REF009BL.CDX-011","TGI","-16.8188"
"733","REF019.CFI-400945+ABT263","angle","NA"
"734","REF019.CFI-400945+ABT263","abc","NA"
"735","REF019.CFI-400945+ABT263","TGI","NA"
"736","REF019.TAXOL + CFI-402257","angle","-1.0456"
"737","REF019.TAXOL + CFI-402257","abc","-294.7663"
"738","REF019.TAXOL + CFI-402257","TGI","2.0904"
"739","REF019.CARBOPLATIN","angle","121.0326"
"740","REF019.CARBOPLATIN","abc","484.9088"
"741","REF019.CARBOPLATIN","TGI","14.7086"
"742","REF019.CDX-011","angle","37.9008"
"743","REF019.CDX-011","abc","426.4191"
"744","REF019.CDX-011","TGI","41.2299"
"745","REF019.ERIBULIN","angle","142.3132"
"746","REF019.ERIBULIN","abc","514.0936"
"747","REF019.ERIBULIN","TGI","23.4077"
"748","REF019.CFI-402257","angle","6.7198"
"749","REF019.CFI-402257","abc","341.0983"
"750","REF019.CFI-402257","TGI","22.9943"
"751","REF019.CFI-400945","angle","16.4194"
"752","REF019.CFI-400945","abc","442.9461"
"753","REF019.CFI-400945","TGI","8.5917"
"754","REF019.ABT263","angle","NA"
"755","REF019.ABT263","abc","NA"
"756","REF019.ABT263","TGI","NA"
"757","REF019.CX5461","angle","46.5356"
"758","REF019.CX5461","abc","481.5369"
"759","REF019.CX5461","TGI","11.2280"
"760","44205.CDX-011","angle","-5.3159"
"761","44205.CDX-011","abc","-79.2752"
"762","44205.CDX-011","TGI","4.5769"
"763","44205.CARBOPLATIN","angle","10.9216"
"764","44205.CARBOPLATIN","abc","73.9968"
"765","44205.CARBOPLATIN","TGI","11.0176"
"766","44205.CFI-402257","angle","18.1518"
"767","44205.CFI-402257","abc","97.2894"
"768","44205.CFI-402257","TGI","21.3004"
"769","44205.CFI-400945","angle","113.7714"
"770","44205.CFI-400945","abc","185.0409"
"771","44205.CFI-400945","TGI","8.4893"
"772","44205.BMN673","angle","1.4535"
"773","44205.BMN673","abc","-39.4695"
"774","44205.BMN673","TGI","-1.3523"
"775","44205.TAXOL + CFI-402257","angle","145.0614"
"776","44205.TAXOL + CFI-402257","abc","50.8505"
"777","44205.TAXOL + CFI-402257","TGI","-1.9553"
"778","44205.CX5461","angle","43.5244"
"779","44205.CX5461","abc","205.5047"
"780","44205.CX5461","TGI","4.0054"
"781","44205.ERIBULIN","angle","108.1566"
"782","44205.ERIBULIN","abc","151.5014"
"783","44205.ERIBULIN","TGI","67.7377"
"784","44205.TAXOL","angle","126.6483"
"785","44205.TAXOL","abc","133.4189"
"786","44205.TAXOL","TGI","7.8792"
"787","48041.CX5461","angle","1.3811"
"788","48041.CX5461","abc","-106.8955"
"789","48041.CX5461","TGI","0.6541"
"790","48041.CFI-400945","angle","25.6747"
"791","48041.CFI-400945","abc","-37.9002"
"792","48041.CFI-400945","TGI","-2.3765"
"793","48041.CFI-402257","angle","94.6462"
"794","48041.CFI-402257","abc","159.9327"
"795","48041.CFI-402257","TGI","-251.7121"
"796","48041.TAXOL","angle","133.2533"
"797","48041.TAXOL","abc","127.6039"
"798","48041.TAXOL","TGI","-8.4376"
"799","48041.CARBOPLATIN","angle","31.8263"
"800","48041.CARBOPLATIN","abc","120.0199"
"801","48041.CARBOPLATIN","TGI","37.6992"
"802","REF005.ERIBULIN","angle","2.8797"
"803","REF005.ERIBULIN","abc","212.3170"
"804","REF005.ERIBULIN","TGI","-139.5629"
"805","REF005.CARBOPLATIN","angle","0.1519"
"806","REF005.CARBOPLATIN","abc","-64.0059"
"807","REF005.CARBOPLATIN","TGI","-2.5573"
"808","REF005.CFI-400945","angle","26.5695"
"809","REF005.CFI-400945","abc","529.1797"
"810","REF005.CFI-400945","TGI","46.0259"
"811","REF005.ABT263","angle","NA"
"812","REF005.ABT263","abc","NA"
"813","REF005.ABT263","TGI","NA"
"814","REF005.CX5461","angle","-0.4466"
"815","REF005.CX5461","abc","-86.7617"
"816","REF005.CX5461","TGI","-1.3101"
"817","REF005.CFI-402257","angle","10.9922"
"818","REF005.CFI-402257","abc","298.5131"
"819","REF005.CFI-402257","TGI","65.1567"
"820","INSB014ST.BMN673","angle","0.8215"
"821","INSB014ST.BMN673","abc","286.3399"
"822","INSB014ST.BMN673","TGI","14.3430"
"823","INSB014ST.UNC0642","angle","NA"
"824","INSB014ST.UNC0642","abc","NA"
"825","INSB014ST.UNC0642","TGI","NA"
"826","INSB014ST.TAXOL + CFI-402257","angle","2.3197"
"827","INSB014ST.TAXOL + CFI-402257","abc","511.9855"
"828","INSB014ST.TAXOL + CFI-402257","TGI","8.7514"
"829","INSB014ST.TAXOL","angle","1.5729"
"830","INSB014ST.TAXOL","abc","458.2310"
"831","INSB014ST.TAXOL","TGI","7.4549"
"832","INSB014ST.ERIBULIN","angle","0.6208"
"833","INSB014ST.ERIBULIN","abc","205.3942"
"834","INSB014ST.ERIBULIN","TGI","-11.7634"
"835","INSB014ST.EVEROLIMUS","angle","1.6005"
"836","INSB014ST.EVEROLIMUS","abc","482.6094"
"837","INSB014ST.EVEROLIMUS","TGI","-2.3006"
"838","INSB014ST.CFI-402257","angle","0.5348"
"839","INSB014ST.CFI-402257","abc","289.5354"
"840","INSB014ST.CFI-402257","TGI","6.5927"
"841","INSB014ST.CX5461","angle","0.5103"
"842","INSB014ST.CX5461","abc","225.8479"
"843","INSB014ST.CX5461","TGI","-2.7319"
"844","INSB014ST.CFI-400945","angle","5.7137"
"845","INSB014ST.CFI-400945","abc","567.6968"
"846","INSB014ST.CFI-400945","TGI","13.1184"
"847","REF006BL.BMN673","angle","6.9792"
"848","REF006BL.BMN673","abc","193.0658"
"849","REF006BL.BMN673","TGI","3.4034"
"850","REF006BL.CFI-400945","angle","68.0671"
"851","REF006BL.CFI-400945","abc","166.4015"
"852","REF006BL.CFI-400945","TGI","-12.3593"
"853","REF006BL.CFI-402257","angle","4.4258"
"854","REF006BL.CFI-402257","abc","154.4791"
"855","REF006BL.CFI-402257","TGI","3.5196"
"856","REF006BL.TAXOL","angle","37.0241"
"857","REF006BL.TAXOL","abc","226.0425"
"858","REF006BL.TAXOL","TGI","30.7698"
"859","REF006BL.ERIBULIN","angle","-0.4137"
"860","REF006BL.ERIBULIN","abc","-106.3010"
"861","REF006BL.ERIBULIN","TGI","1.4195"
"862","REF006BL.CX5461","angle","11.3479"
"863","REF006BL.CX5461","abc","172.3411"
"864","REF006BL.CX5461","TGI","6.4249"
"865","REF006BL.CARBOPLATIN","angle","8.5337"
"866","REF006BL.CARBOPLATIN","abc","197.8019"
"867","REF006BL.CARBOPLATIN","TGI","3.3239"
"868","REF006BL.TAXOL + CFI-402257","angle","143.1042"
"869","REF006BL.TAXOL + CFI-402257","abc","320.2464"
"870","REF006BL.TAXOL + CFI-402257","TGI","11.5755"
"871","REF006BL.CDX-011","angle","152.1522"
"872","REF006BL.CDX-011","abc","355.7188"
"873","REF006BL.CDX-011","TGI","9.5543"
"874","REF004BL.CFI-400945","angle","1.4026"
"875","REF004BL.CFI-400945","abc","430.2657"
"876","REF004BL.CFI-400945","TGI","4.6016"
"877","REF004BL.BMN673","angle","0.4191"
"878","REF004BL.BMN673","abc","316.9355"
"879","REF004BL.BMN673","TGI","3.0755"
"880","REF004BL.CFI-402257","angle","2.6046"
"881","REF004BL.CFI-402257","abc","332.6121"
"882","REF004BL.CFI-402257","TGI","16.5992"
"883","REF004BL.TAXOL + CFI-402257","angle","0.6973"
"884","REF004BL.TAXOL + CFI-402257","abc","243.8761"
"885","REF004BL.TAXOL + CFI-402257","TGI","7.2021"
"886","REF004BL.TAXOL","angle","2.4136"
"887","REF004BL.TAXOL","abc","359.3996"
"888","REF004BL.TAXOL","TGI","12.5310"
"889","REF004BL.CDX-011","angle","0.2610"
"890","REF004BL.CDX-011","abc","142.3803"
"891","REF004BL.CDX-011","TGI","14.4730"
"892","REF004BL.CARBOPLATIN","angle","0.8925"
"893","REF004BL.CARBOPLATIN","abc","301.7611"
"894","REF004BL.CARBOPLATIN","TGI","7.0740"
"895","REF004BL.ERIBULIN","angle","1.2346"
"896","REF004BL.ERIBULIN","abc","327.2393"
"897","REF004BL.ERIBULIN","TGI","9.2227"
"898","REF007BL.BMN673","angle","-1.2558"
"899","REF007BL.BMN673","abc","-113.3616"
"900","REF007BL.BMN673","TGI","-4.1241"
"901","REF007BL.TAXOL + CFI-402257","angle","6.0675"
"902","REF007BL.TAXOL + CFI-402257","abc","204.9281"
"903","REF007BL.TAXOL + CFI-402257","TGI","-31.3374"
"904","REF007BL.TAXOL","angle","162.5421"
"905","REF007BL.TAXOL","abc","380.9417"
"906","REF007BL.TAXOL","TGI","-17.0193"
"907","REF007BL.ERIBULIN","angle","165.9524"
"908","REF007BL.ERIBULIN","abc","304.6909"
"909","REF007BL.ERIBULIN","TGI","-11.2905"
"910","REF007BL.CX5461","angle","61.7407"
"911","REF007BL.CX5461","abc","-104.1463"
"912","REF007BL.CX5461","TGI","-1.2140"
"913","REF007BL.CDX-011","angle","151.9774"
"914","REF007BL.CDX-011","abc","339.9050"
"915","REF007BL.CDX-011","TGI","-12.9760"
"916","REF007BL.CARBOPLATIN","angle","6.9888"
"917","REF007BL.CARBOPLATIN","abc","77.5941"
"918","REF007BL.CARBOPLATIN","TGI","119.1979"
"919","REF001BL.CFI-402257","angle","32.1744"
"920","REF001BL.CFI-402257","abc","109.2955"
"921","REF001BL.CFI-402257","TGI","-26.9697"
"922","REF001BL.CFI-400945","angle","2.6418"
"923","REF001BL.CFI-400945","abc","-129.8203"
"924","REF001BL.CFI-400945","TGI","1.8559"
"925","REF001BL.TAXOL","angle","15.1304"
"926","REF001BL.TAXOL","abc","-52.9263"
"927","REF001BL.TAXOL","TGI","-0.4614"
"928","REF001BL.TAXOL + CFI-402257","angle","76.8177"
"929","REF001BL.TAXOL + CFI-402257","abc","92.9685"
"930","REF001BL.TAXOL + CFI-402257","TGI","-20.9373"
"931","REF001BL.CDX-011","angle","120.2669"
"932","REF001BL.CDX-011","abc","124.9680"
"933","REF001BL.CDX-011","TGI","-191.3369"
"934","REF001BL.BMN673","angle","-4.5596"
"935","REF001BL.BMN673","abc","-122.5444"
"936","REF001BL.BMN673","TGI","7.9170"
