id,batch_id,response_type,value
2326,776,angle,18.2083
2327,776,abc,649.7378
2328,776,TGI,10.4159
2329,777,angle,10.9460
2330,777,abc,618.4008
2331,777,TGI,10.2078
2332,778,angle,32.8947
2333,778,abc,681.9020
2334,778,TGI,12.5020
2335,779,angle,172.1495
2336,779,abc,311.4143
2337,779,TGI,2.8290
2338,780,angle,162.6858
2339,780,abc,825.4889
2340,780,TGI,11.5272
2341,781,angle,3.5330
2342,781,abc,524.1051
2343,781,TGI,7.8966
2344,782,angle,1.5856
2345,782,abc,379.6578
2346,782,TGI,89.1328
2347,783,angle,4.6562
2348,783,abc,502.6225
2349,783,TGI,34.0340
2350,784,angle,0.5203
2351,784,abc,167.6900
2352,784,TGI,-69.4458
2353,785,angle,3.9172
2354,785,abc,482.8284
2355,785,TGI,41.4256
2356,786,angle,2.9758
2357,786,abc,455.9372
2358,786,TGI,53.3056
2359,787,angle,1.5428
2360,787,abc,159.4000
2361,787,TGI,-4.5603
2362,788,angle,0.0647
2363,788,abc,-38.7200
2364,788,TGI,-1.0426
2365,789,angle,0.6241
2366,789,abc,330.7919
2367,789,TGI,14.9492
2368,790,angle,-0.0289
2369,790,abc,19.9325
2370,790,TGI,-16.9421
2371,791,angle,-0.0220
2372,791,abc,-46.2500
2373,791,TGI,3.7266
2374,792,angle,1.5251
2375,792,abc,280.8225
2376,792,TGI,-19.6092
2377,793,angle,0.2939
2378,793,abc,32.9350
2379,793,TGI,-6.0608
2380,794,angle,0.1094
2381,794,abc,14.4475
2382,794,TGI,0.0481
2383,795,angle,1.2827
2384,795,abc,350.5947
2385,795,TGI,-42.8398
2386,796,angle,0.9437
2387,796,abc,260.7725
2388,796,TGI,-23.6170
2389,797,angle,0.8527
2390,797,abc,226.1392
2391,797,TGI,-19.4065
2392,798,angle,1.7276
2393,798,abc,315.2901
2394,798,TGI,-32.7251
2395,799,angle,2.3755
2396,799,abc,349.7033
2397,799,TGI,-12.8652
2398,800,angle,0.4371
2399,800,abc,206.6450
2400,800,TGI,17.6667
2401,801,angle,0.9001
2402,801,abc,333.0078
2403,801,TGI,45.9005
2404,802,angle,1.6176
2405,802,abc,406.7864
2406,802,TGI,34.9443
2407,803,angle,13.2406
2408,803,abc,182.1517
2409,803,TGI,-16.1111
2410,804,angle,1.9239
2411,804,abc,62.9412
2412,804,TGI,58.9091
2413,805,angle,13.3184
2414,805,abc,274.7346
2415,805,TGI,-56.1124
2416,806,angle,-2.5069
2417,806,abc,-501.2819
2418,806,TGI,46.7714
2419,807,angle,-2.6092
2420,807,abc,-495.8192
2421,807,TGI,13.8814
2422,808,angle,161.7400
2423,808,abc,353.5809
2424,808,TGI,-26.5558
2425,809,angle,-2.5660
2426,809,abc,-472.7089
2427,809,TGI,10.8821
2428,810,angle,10.1072
2429,810,abc,217.9122
2430,810,TGI,-18.9132
2431,811,angle,-1.1081
2432,811,abc,-239.2152
2433,811,TGI,6.0753
2434,812,angle,0.5023
2435,812,abc,-50.4036
2436,812,TGI,-2.3189
2437,813,angle,-3.1048
2438,813,abc,-451.9437
2439,813,TGI,29.8561
2440,814,angle,0.4246
2441,814,abc,-94.3881
2442,814,TGI,-4.1212
2443,815,angle,1.5774
2444,815,abc,2.9929
2445,815,TGI,-5.8297
2446,816,angle,18.1309
2447,816,abc,243.4903
2448,816,TGI,-21.8633
2449,817,angle,-0.7276
2450,817,abc,-81.4163
2451,817,TGI,-271.5455
2452,818,angle,-1.7898
2453,818,abc,-282.6038
2454,818,TGI,7.1994
2455,819,angle,2.4784
2456,819,abc,148.7069
2457,819,TGI,22.7365
2458,820,angle,1.6168
2459,820,abc,64.4126
2460,820,TGI,50.7312
2461,821,angle,-0.7493
2462,821,abc,-155.4162
2463,821,TGI,2.3756
2464,822,angle,-6.2958
2465,822,abc,-544.0965
2466,822,TGI,20.6509
2467,823,angle,-4.4038
2468,823,abc,-375.5386
2469,823,TGI,-235.6389
2470,824,angle,1.7686
2471,824,abc,528.5000
2472,824,TGI,15.5408
2473,825,angle,171.3728
2474,825,abc,746.3595
2475,825,TGI,23.2196
2476,826,angle,176.9245
2477,826,abc,836.3470
2478,826,TGI,105.8485
2479,827,angle,173.8339
2480,827,abc,858.3470
2481,827,TGI,10.1744
2482,828,angle,164.8860
2483,828,abc,792.1137
2484,828,TGI,11.7696
2485,829,angle,152.1173
2486,829,abc,760.7387
2487,829,TGI,14.5692
2488,830,angle,3.4682
2489,830,abc,609.8220
2490,830,TGI,27.2347
2491,831,angle,1.4884
2492,831,abc,580.1893
2493,831,TGI,6.8523
2494,832,angle,0.7576
2495,832,abc,462.4714
2496,832,TGI,8.9271
2497,833,angle,8.3695
2498,833,abc,755.6500
2499,833,TGI,8.0691
2500,834,angle,3.2889
2501,834,abc,594.4470
2502,834,TGI,76.6667
2503,835,angle,1.1237
2504,835,abc,509.3750
2505,835,TGI,11.8571
2506,836,angle,158.8862
2507,836,abc,806.8755
2508,836,TGI,10.7406
2509,837,angle,79.1589
2510,837,abc,595.6643
2511,837,TGI,-20.3948
2512,838,angle,0.7898
2513,838,abc,468.9571
2514,838,TGI,10.7608
2515,839,angle,176.0053
2516,839,abc,761.8179
2517,839,TGI,-37.8266
2518,840,angle,171.3958
2519,840,abc,808.2429
2520,840,TGI,11.9436
2521,841,angle,169.9711
2522,841,abc,883.1548
2523,841,TGI,7.4241
2524,842,angle,1.9802
2525,842,abc,625.2786
2526,842,TGI,8.0157
2527,843,angle,1.0996
2528,843,abc,442.0792
2529,843,TGI,10.8341
2530,844,angle,23.0449
2531,844,abc,703.2393
2532,844,TGI,28.3307
2533,845,angle,23.5502
2534,845,abc,461.5967
2535,845,TGI,814.5000
2536,846,angle,4.9710
2537,846,abc,325.9478
2538,846,TGI,-64.8673
2539,847,angle,54.1816
2540,847,abc,560.6717
2541,847,TGI,30.1639
2542,848,angle,5.7984
2543,848,abc,316.1022
2544,848,TGI,11.7556
2545,849,angle,1.4731
2546,849,abc,163.7203
2547,849,TGI,19.8069
2548,850,angle,166.7426
2549,850,abc,640.6883
2550,850,TGI,25.6045
2551,851,angle,1.7769
2552,851,abc,316.9250
2553,851,TGI,7.7824
2554,852,angle,4.4389
2555,852,abc,378.7287
2556,852,TGI,-824.3636
2557,853,angle,26.1593
2558,853,abc,537.5267
2559,853,TGI,23.8928
2560,854,angle,161.2396
2561,854,abc,571.4430
2562,854,TGI,169.4324
2563,855,angle,-0.8599
2564,855,abc,-222.7576
2565,855,TGI,-12.0421
2566,856,angle,-0.1179
2567,856,abc,-26.1018
2568,856,TGI,15.0149
2569,857,angle,0.9740
2570,857,abc,153.3976
2571,857,TGI,3.4252
2572,858,angle,2.2135
2573,858,abc,116.5681
2574,858,TGI,-14.8943
2575,859,angle,161.4724
2576,859,abc,592.9196
2577,859,TGI,63.9646
2578,860,angle,-0.7832
2579,860,abc,-303.4774
2580,860,TGI,-92.7143
2581,861,angle,5.3431
2582,861,abc,258.0435
2583,861,TGI,49.1842
2584,862,angle,1.5143
2585,862,abc,145.4268
2586,862,TGI,9.0671
2587,863,angle,-0.9123
2588,863,abc,-27.8842
2589,863,TGI,-18.4210
2590,864,angle,-1.8340
2591,864,abc,-496.4864
2592,864,TGI,-32.5504
2593,865,angle,-58.9274
2594,865,abc,-317.5433
2595,865,TGI,8.1502
2596,866,angle,-30.3101
2597,866,abc,-173.9065
2598,866,TGI,-9.4417
2599,867,angle,1.6411
2600,867,abc,48.0204
2601,867,TGI,0.1259
2602,868,angle,-148.2093
2603,868,abc,-78.0178
2604,868,TGI,-3.5146
2605,869,angle,-30.1615
2606,869,abc,-209.8825
2607,869,TGI,-18.3511
2608,870,angle,12.9641
2609,870,abc,125.5927
2610,870,TGI,2.5247
2611,871,angle,13.1128
2612,871,abc,95.6427
2613,871,TGI,2.4094
2614,872,angle,-30.3930
2615,872,abc,-225.3943
2616,872,TGI,-18.6928
2617,873,angle,-135.5760
2618,873,abc,-93.0467
2619,873,TGI,6.4746
2620,874,angle,-145.1868
2621,874,abc,-121.1471
2622,874,TGI,-9.9462
2623,875,angle,-149.5635
2624,875,abc,-107.3862
2625,875,TGI,-1.8705
2626,876,angle,11.7970
2627,876,abc,131.3881
2628,876,TGI,1.6619
2629,877,angle,-148.0812
2630,877,abc,-191.9441
2631,877,TGI,92.0000
2632,878,angle,-118.1728
2633,878,abc,-49.8091
2634,878,TGI,-2.1250
2635,879,angle,-158.2983
2636,879,abc,-140.9018
2637,879,TGI,-9.4396
2638,880,angle,17.2578
2639,880,abc,193.4487
2640,880,TGI,67.5600
2641,881,angle,-152.0015
2642,881,abc,-273.9441
2643,881,TGI,-1.3921
2644,882,angle,-26.7597
2645,882,abc,-241.8068
2646,882,TGI,-24.3112
2647,883,angle,-125.3894
2648,883,abc,-312.9204
2649,883,TGI,-19.3333
2650,884,angle,14.3267
2651,884,abc,170.3388
2652,884,TGI,2.3297
2653,885,angle,NA
2654,885,abc,NA
2655,885,TGI,NA
2656,886,angle,NA
2657,886,abc,NA
2658,886,TGI,NA
2659,887,angle,NA
2660,887,abc,NA
2661,887,TGI,NA
2662,888,angle,NA
2663,888,abc,NA
2664,888,TGI,NA
2665,889,angle,NA
2666,889,abc,NA
2667,889,TGI,NA
2668,890,angle,NA
2669,890,abc,NA
2670,890,TGI,NA
2671,891,angle,NA
2672,891,abc,NA
2673,891,TGI,NA
2674,892,angle,NA
2675,892,abc,NA
2676,892,TGI,NA
2677,893,angle,NA
2678,893,abc,NA
2679,893,TGI,NA
2680,894,angle,NA
2681,894,abc,NA
2682,894,TGI,NA
2683,895,angle,NA
2684,895,abc,NA
2685,895,TGI,NA
2686,896,angle,NA
2687,896,abc,NA
2688,896,TGI,NA
2689,897,angle,NA
2690,897,abc,NA
2691,897,TGI,NA
2692,898,angle,NA
2693,898,abc,NA
2694,898,TGI,NA
2695,899,angle,NA
2696,899,abc,NA
2697,899,TGI,NA
2698,900,angle,NA
2699,900,abc,NA
2700,900,TGI,NA
2701,901,angle,NA
2702,901,abc,NA
2703,901,TGI,NA
2704,902,angle,NA
2705,902,abc,NA
2706,902,TGI,NA
2707,903,angle,NA
2708,903,abc,NA
2709,903,TGI,NA
2710,904,angle,-10.3946
2711,904,abc,-216.4022
2712,904,TGI,-8.3529
2713,905,angle,154.4996
2714,905,abc,284.5231
2715,905,TGI,12.2269
2716,906,angle,110.1687
2717,906,abc,123.3017
2718,906,TGI,-52.5091
2719,907,angle,19.8994
2720,907,abc,110.1602
2721,907,TGI,2.3224
2722,908,angle,143.6227
2723,908,abc,245.4408
2724,908,TGI,8.2581
2725,909,angle,68.6601
2726,909,abc,48.3663
2727,909,TGI,37.5918
2728,910,angle,-5.3986
2729,910,abc,-78.7691
2730,910,TGI,2.9855
2731,911,angle,59.4075
2732,911,abc,138.5016
2733,911,TGI,3.1841
2734,912,angle,-7.7372
2735,912,abc,-179.1913
2736,912,TGI,3.2757
2737,913,angle,-11.9124
2738,913,abc,-622.5685
2739,913,TGI,-82.6269
2740,914,angle,19.3775
2741,914,abc,129.1139
2742,914,TGI,1.5508
2743,915,angle,8.4113
2744,915,abc,40.6892
2745,915,TGI,15.2474
2746,916,angle,-8.8566
2747,916,abc,-91.7317
2748,916,TGI,-9.4722
2749,917,angle,124.0968
2750,917,abc,119.3028
2751,917,TGI,6.3639
2752,918,angle,78.3323
2753,918,abc,150.1975
2754,918,TGI,6.4617
2755,919,angle,-5.2274
2756,919,abc,-51.9617
2757,919,TGI,-14.9130
2758,920,angle,143.6232
2759,920,abc,256.4123
2760,920,TGI,6.0869
2761,921,angle,3.9749
2762,921,abc,41.9737
2763,921,TGI,2.5101
2764,922,angle,NA
2765,922,abc,NA
2766,922,TGI,NA
2767,923,angle,NA
2768,923,abc,NA
2769,923,TGI,NA
2770,924,angle,NA
2771,924,abc,NA
2772,924,TGI,NA
2773,925,angle,NA
2774,925,abc,NA
2775,925,TGI,NA
2776,926,angle,NA
2777,926,abc,NA
2778,926,TGI,NA
2779,927,angle,NA
2780,927,abc,NA
2781,927,TGI,NA
2782,928,angle,NA
2783,928,abc,NA
2784,928,TGI,NA
2785,929,angle,NA
2786,929,abc,NA
2787,929,TGI,NA
2788,930,angle,NA
2789,930,abc,NA
2790,930,TGI,NA
2791,931,angle,NA
2792,931,abc,NA
2793,931,TGI,NA
2794,932,angle,NA
2795,932,abc,NA
2796,932,TGI,NA
2797,933,angle,NA
2798,933,abc,NA
2799,933,TGI,NA
2800,934,angle,NA
2801,934,abc,NA
2802,934,TGI,NA
2803,935,angle,NA
2804,935,abc,NA
2805,935,TGI,NA
2806,936,angle,NA
2807,936,abc,NA
2808,936,TGI,NA
2809,937,angle,NA
2810,937,abc,NA
2811,937,TGI,NA
2812,938,angle,NA
2813,938,abc,NA
2814,938,TGI,NA
2815,939,angle,NA
2816,939,abc,NA
2817,939,TGI,NA
2818,940,angle,NA
2819,940,abc,NA
2820,940,TGI,NA
2821,941,angle,NA
2822,941,abc,NA
2823,941,TGI,NA
2824,942,angle,130.1570
2825,942,abc,195.2107
2826,942,TGI,-2.3847
2827,943,angle,-1.3430
2828,943,abc,-7.5429
2829,943,TGI,10.4015
2830,944,angle,162.9211
2831,944,abc,309.7850
2832,944,TGI,-13.5758
2833,945,angle,164.9785
2834,945,abc,318.4510
2835,945,TGI,-9.9013
2836,946,angle,158.8535
2837,946,abc,239.8843
2838,946,TGI,-4.8394
2839,947,angle,166.9228
2840,947,abc,339.6829
2841,947,TGI,-7.1198
2842,948,angle,151.8145
2843,948,abc,225.0510
2844,948,TGI,-3.5726
2845,949,angle,158.8216
2846,949,abc,255.8397
2847,949,TGI,-4.4007
2848,950,angle,-1.1541
2849,950,abc,-96.1054
2850,950,TGI,0.7541
2851,951,angle,166.6522
2852,951,abc,314.1247
2853,951,TGI,-6.6792
2854,952,angle,60.2759
2855,952,abc,193.2853
2856,952,TGI,-2.2000
2857,953,angle,152.5432
2858,953,abc,216.8100
2859,953,TGI,-3.0388
2860,954,angle,3.7441
2861,954,abc,46.3667
2862,954,TGI,0.6540
2863,955,angle,149.4348
2864,955,abc,209.7607
2865,955,TGI,-6.0817
2866,956,angle,-1.2120
2867,956,abc,-76.9196
2868,956,TGI,2.3003
2869,957,angle,145.7205
2870,957,abc,216.8454
2871,957,TGI,-8.5544
2872,958,angle,1.1471
2873,958,abc,49.6955
2874,958,TGI,2.2539
2875,959,angle,1.8166
2876,959,abc,79.2908
2877,959,TGI,5.4897
2878,960,angle,18.4577
2879,960,abc,134.7771
2880,960,TGI,-0.9934
2881,961,angle,156.5578
2882,961,abc,253.1075
2883,961,TGI,-4.1758
2884,962,angle,140.8787
2885,962,abc,204.9015
2886,962,TGI,-3.6972
2887,963,angle,NA
2888,963,abc,NA
2889,963,TGI,NA
2890,964,angle,NA
2891,964,abc,NA
2892,964,TGI,NA
2893,965,angle,-5.1156
2894,965,abc,-188.6108
2895,965,TGI,-69.5000
2896,966,angle,-7.7283
2897,966,abc,-92.2024
2898,966,TGI,-5.1915
2899,967,angle,-6.4053
2900,967,abc,-286.5000
2901,967,TGI,-12.2664
2902,968,angle,13.1864
2903,968,abc,175.6362
2904,968,TGI,5.6347
2905,969,angle,20.0275
2906,969,abc,287.0149
2907,969,TGI,12.9325
2908,970,angle,103.7071
2909,970,abc,342.2555
2910,970,TGI,15.6198
2911,971,angle,2.5822
2912,971,abc,33.6468
2913,971,TGI,11.4239
2914,972,angle,-1.6033
2915,972,abc,-12.1613
2916,972,TGI,-2.8734
2917,973,angle,-4.9882
2918,973,abc,-286.1671
2919,973,TGI,18.0697
2920,974,angle,1.9186
2921,974,abc,84.4501
2922,974,TGI,2.8151
2923,975,angle,-2.5928
2924,975,abc,-146.2861
2925,975,TGI,47.9184
2926,976,angle,-3.7701
2927,976,abc,-268.4673
2928,976,TGI,60.2113
2929,977,angle,-6.8428
2930,977,abc,-427.6595
2931,977,TGI,-39.7127
2932,978,angle,13.1204
2933,978,abc,140.7980
2934,978,TGI,6.0921
2935,979,angle,10.3694
2936,979,abc,164.6736
2937,979,TGI,49.7582
2938,980,angle,-3.9785
2939,980,abc,-66.9486
2940,980,TGI,-8.6230
2941,981,angle,-6.8022
2942,981,abc,-444.9238
2943,981,TGI,-45.3623
2944,982,angle,1.7689
2945,982,abc,17.8384
2946,982,TGI,-0.7000
2947,983,angle,62.5454
2948,983,abc,268.1724
2949,983,TGI,12.3909
2950,984,angle,-5.3735
2951,984,abc,-174.6437
2952,984,TGI,-9.1649
2953,985,angle,NA
2954,985,abc,NA
2955,985,TGI,NA
2956,986,angle,NA
2957,986,abc,NA
2958,986,TGI,NA
2959,987,angle,NA
2960,987,abc,NA
2961,987,TGI,NA
2962,988,angle,NA
2963,988,abc,NA
2964,988,TGI,NA
2965,989,angle,NA
2966,989,abc,NA
2967,989,TGI,NA
2968,990,angle,NA
2969,990,abc,NA
2970,990,TGI,NA
2971,991,angle,NA
2972,991,abc,NA
2973,991,TGI,NA
2974,992,angle,NA
2975,992,abc,NA
2976,992,TGI,NA
2977,993,angle,NA
2978,993,abc,NA
2979,993,TGI,NA
2980,994,angle,NA
2981,994,abc,NA
2982,994,TGI,NA
2983,995,angle,NA
2984,995,abc,NA
2985,995,TGI,NA
2986,996,angle,NA
2987,996,abc,NA
2988,996,TGI,NA
2989,997,angle,NA
2990,997,abc,NA
2991,997,TGI,NA
2992,998,angle,NA
2993,998,abc,NA
2994,998,TGI,NA
2995,999,angle,NA
2996,999,abc,NA
2997,999,TGI,NA
2998,1000,angle,NA
2999,1000,abc,NA
3000,1000,TGI,NA
3001,1001,angle,NA
3002,1001,abc,NA
3003,1001,TGI,NA
3004,1002,angle,NA
3005,1002,abc,NA
3006,1002,TGI,NA
3007,1003,angle,NA
3008,1003,abc,NA
3009,1003,TGI,NA
3010,1004,angle,1.3955
3011,1004,abc,362.3286
3012,1004,TGI,28.3912
3013,1005,angle,11.9543
3014,1005,abc,572.4000
3015,1005,TGI,68.7621
3016,1006,angle,113.4534
3017,1006,abc,668.5482
3018,1006,TGI,28.7977
3019,1007,angle,12.3376
3020,1007,abc,596.7732
3021,1007,TGI,29.3297
3022,1008,angle,157.2375
3023,1008,abc,652.5911
3024,1008,TGI,112.1847
3025,1009,angle,9.1684
3026,1009,abc,578.1411
3027,1009,TGI,43.4896
3028,1010,angle,1.5250
3029,1010,abc,376.9964
3030,1010,TGI,24.8239
3031,1011,angle,143.1850
3032,1011,abc,684.6911
3033,1011,TGI,28.6216
3034,1012,angle,2.7558
3035,1012,abc,393.8286
3036,1012,TGI,-582.7273
3037,1013,angle,7.3002
3038,1013,abc,573.8054
3039,1013,TGI,29.1949
3040,1014,angle,3.1523
3041,1014,abc,458.0054
3042,1014,TGI,105.5586
3043,1015,angle,14.0419
3044,1015,abc,617.0411
3045,1015,TGI,29.2962
3046,1016,angle,2.3429
3047,1016,abc,436.6917
3048,1016,TGI,29.5217
3049,1017,angle,14.6895
3050,1017,abc,578.0195
3051,1017,TGI,88.8474
3052,1018,angle,8.1989
3053,1018,abc,585.7214
3054,1018,TGI,29.7123
3055,1019,angle,3.2944
3056,1019,abc,496.5843
3057,1019,TGI,28.1510
3058,1020,angle,3.1696
3059,1020,abc,492.8250
3060,1020,TGI,33.2028
3061,1021,angle,7.0099
3062,1021,abc,560.1661
3063,1021,TGI,31.7641
3064,1022,angle,3.8774
3065,1022,abc,496.5157
3066,1022,TGI,27.5192
3067,1023,angle,0.7340
3068,1023,abc,288.9536
3069,1023,TGI,14.7819
3070,1024,angle,2.1342
3071,1024,abc,409.6102
3072,1024,TGI,83.8451
3073,1025,angle,-0.0912
3074,1025,abc,-1.4479
3075,1025,TGI,-0.1955
3076,1026,angle,9.7385
3077,1026,abc,425.4443
3078,1026,TGI,18.1563
3079,1027,angle,0.2082
3080,1027,abc,-5.4552
3081,1027,TGI,-4.3956
3082,1028,angle,3.0161
3083,1028,abc,353.9546
3084,1028,TGI,9.2127
3085,1029,angle,169.6469
3086,1029,abc,626.9147
3087,1029,TGI,17.8235
3088,1030,angle,4.6645
3089,1030,abc,374.9110
3090,1030,TGI,14.0107
3091,1031,angle,-0.3452
3092,1031,abc,-89.8845
3093,1031,TGI,-6.4685
3094,1032,angle,2.6543
3095,1032,abc,239.7564
3096,1032,TGI,-134.1455
3097,1033,angle,168.4851
3098,1033,abc,564.9971
3099,1033,TGI,41.4138
3100,1034,angle,29.1385
3101,1034,abc,475.2163
3102,1034,TGI,14.5446
3103,1035,angle,0.5427
3104,1035,abc,164.6722
3105,1035,TGI,1.9248
3106,1036,angle,-0.5011
3107,1036,abc,-12.6837
3108,1036,TGI,-0.5674
3109,1037,angle,160.8815
3110,1037,abc,509.2321
3111,1037,TGI,20.9445
3112,1038,angle,152.5275
3113,1038,abc,560.6338
3114,1038,TGI,16.4009
3115,1039,angle,0.3353
3116,1039,abc,97.6783
3117,1039,TGI,3.5087
3118,1040,angle,NA
3119,1040,abc,NA
3120,1040,TGI,NA
3121,1041,angle,NA
3122,1041,abc,NA
3123,1041,TGI,NA
3124,1042,angle,NA
3125,1042,abc,NA
3126,1042,TGI,NA
3127,1043,angle,NA
3128,1043,abc,NA
3129,1043,TGI,NA
3130,1044,angle,NA
3131,1044,abc,NA
3132,1044,TGI,NA
3133,1045,angle,NA
3134,1045,abc,NA
3135,1045,TGI,NA
3136,1046,angle,NA
3137,1046,abc,NA
3138,1046,TGI,NA
3139,1047,angle,NA
3140,1047,abc,NA
3141,1047,TGI,NA
3142,1048,angle,NA
3143,1048,abc,NA
3144,1048,TGI,NA
3145,1049,angle,NA
3146,1049,abc,NA
3147,1049,TGI,NA
3148,1050,angle,NA
3149,1050,abc,NA
3150,1050,TGI,NA
3151,1051,angle,NA
3152,1051,abc,NA
3153,1051,TGI,NA
3154,1052,angle,NA
3155,1052,abc,NA
3156,1052,TGI,NA
3157,1053,angle,NA
3158,1053,abc,NA
3159,1053,TGI,NA
3160,1054,angle,NA
3161,1054,abc,NA
3162,1054,TGI,NA
3163,1055,angle,NA
3164,1055,abc,NA
3165,1055,TGI,NA
3166,1056,angle,NA
3167,1056,abc,NA
3168,1056,TGI,NA
3169,1057,angle,NA
3170,1057,abc,NA
3171,1057,TGI,NA
3172,1058,angle,NA
3173,1058,abc,NA
3174,1058,TGI,NA
3175,1059,angle,139.0904
3176,1059,abc,556.6283
3177,1059,TGI,-1657.6667
3178,1060,angle,-1.0040
3179,1060,abc,-111.5883
3180,1060,TGI,14.3587
3181,1061,angle,-1.4821
3182,1061,abc,-158.6967
3183,1061,TGI,39.7922
3184,1062,angle,13.9448
3185,1062,abc,107.3507
3186,1062,TGI,17.0148
3187,1063,angle,-0.0571
3188,1063,abc,-38.0625
3189,1063,TGI,1.2779
3190,1064,angle,1.9940
3191,1064,abc,46.9875
3192,1064,TGI,-6.5760
3193,1065,angle,0.9934
3194,1065,abc,-48.2119
3195,1065,TGI,-2.7989
3196,1066,angle,0.4971
3197,1066,abc,13.4337
3198,1066,TGI,-6.8508
3199,1067,angle,5.2508
3200,1067,abc,314.9574
3201,1067,TGI,102.1848
3202,1068,angle,160.0408
3203,1068,abc,569.1718
3204,1068,TGI,446.4000
3205,1069,angle,129.2924
3206,1069,abc,511.4250
3207,1069,TGI,-51.1695
3208,1070,angle,-0.2443
3209,1070,abc,-139.9077
3210,1070,TGI,39.5888
3211,1071,angle,-2.2972
3212,1071,abc,-666.1362
3213,1071,TGI,64.8292
3214,1072,angle,-0.6486
3215,1072,abc,-222.9162
3216,1072,TGI,97.6957
3217,1073,angle,0.2682
3218,1073,abc,70.8437
3219,1073,TGI,-25.8000
3220,1074,angle,-1.4629
3221,1074,abc,-231.8294
3222,1074,TGI,166.5500
3223,1075,angle,0.3593
3224,1075,abc,-18.3424
3225,1075,TGI,-25.5928
3226,1076,angle,1.0911
3227,1076,abc,167.4933
3228,1076,TGI,-77.4583
3229,1077,angle,2.0941
3230,1077,abc,65.5644
3231,1077,TGI,-26.1865
3232,1078,angle,-0.8132
3233,1078,abc,-354.7405
3234,1078,TGI,7.3857
3235,1079,angle,1.7887
3236,1079,abc,95.3583
3237,1079,TGI,1694.2500
3238,1080,angle,2.4640
3239,1080,abc,216.3635
3240,1080,TGI,-90.4000
3241,1081,angle,1.5151
3242,1081,abc,-23.3299
3243,1081,TGI,-6.6245
3244,1082,angle,160.1477
3245,1082,abc,494.9473
3246,1082,TGI,-67.5471
3247,1083,angle,-0.9481
3248,1083,abc,-129.9812
3249,1083,TGI,8.6768
3250,1084,angle,0.0297
3251,1084,abc,-103.0790
3252,1084,TGI,1.5579
3253,1085,angle,-1.2239
3254,1085,abc,-305.4894
3255,1085,TGI,15.8721
3256,1086,angle,-1.3668
3257,1086,abc,-155.6217
3258,1086,TGI,23.8101
3259,1087,angle,2.3755
3260,1087,abc,110.7926
3261,1087,TGI,-13.6898
3262,1088,angle,-1.3551
3263,1088,abc,-182.4860
3264,1088,TGI,16.9576
3265,1089,angle,8.0782
3266,1089,abc,332.5257
3267,1089,TGI,-45.3846
3268,1090,angle,5.8068
3269,1090,abc,315.5905
3270,1090,TGI,-218.9143
3271,1091,angle,164.3981
3272,1091,abc,516.8162
3273,1091,TGI,-186.4154
3274,1092,angle,3.1072
3275,1092,abc,44.6411
3276,1092,TGI,-1.6955
3277,1093,angle,172.7204
3278,1093,abc,121.4737
3279,1093,TGI,-2.6985
3280,1094,angle,1.7713
3281,1094,abc,59.0351
3282,1094,TGI,-8.6062
3283,1095,angle,2.2297
3284,1095,abc,103.1013
3285,1095,TGI,-10.5000
3286,1096,angle,-1.4235
3287,1096,abc,-263.7074
3288,1096,TGI,7.0326
3289,1097,angle,13.1653
3290,1097,abc,209.0854
3291,1097,TGI,-83.9000
3292,1098,angle,4.9902
3293,1098,abc,165.5909
3294,1098,TGI,-20.6573
3295,1099,angle,3.7384
3296,1099,abc,145.6757
3297,1099,TGI,-13.7811
3298,1100,angle,-0.2262
3299,1100,abc,-88.9634
3300,1100,TGI,8.1759
3301,1101,angle,7.1691
3302,1101,abc,244.8145
3303,1101,TGI,10.6349
3304,1102,angle,33.4655
3305,1102,abc,272.7511
3306,1102,TGI,8.3660
3307,1103,angle,172.6659
3308,1103,abc,165.0500
3309,1103,TGI,7.3382
3310,1104,angle,169.6939
3311,1104,abc,476.1301
3312,1104,TGI,13.5229
3313,1105,angle,171.8643
3314,1105,abc,169.1333
3315,1105,TGI,4.8197
3316,1106,angle,169.3379
3317,1106,abc,478.0581
3318,1106,TGI,13.8691
3319,1107,angle,167.8846
3320,1107,abc,448.0871
3321,1107,TGI,14.8149
3322,1108,angle,6.0201
3323,1108,abc,184.2521
3324,1108,TGI,5.7252
3325,1109,angle,-1.2182
3326,1109,abc,-131.5750
3327,1109,TGI,10.0567
3328,1110,angle,11.9885
3329,1110,abc,189.1646
3330,1110,TGI,10.8304
3331,1111,angle,-1.6052
3332,1111,abc,-111.4750
3333,1111,TGI,-5.7716
3334,1112,angle,1.8503
3335,1112,abc,184.3290
3336,1112,TGI,6.1479
3337,1113,angle,0.1008
3338,1113,abc,44.2578
3339,1113,TGI,-5.6618
3340,1114,angle,42.6590
3341,1114,abc,243.3546
3342,1114,TGI,41.5655
3343,1115,angle,165.3680
3344,1115,abc,402.7694
3345,1115,TGI,18.6950
3346,1116,angle,0.4430
3347,1116,abc,65.3494
3348,1116,TGI,-1.0112
3349,1117,angle,2.5313
3350,1117,abc,167.5806
3351,1117,TGI,7.9337
3352,1118,angle,-1.3320
3353,1118,abc,-97.0417
3354,1118,TGI,-5.5868
3355,1119,angle,-1.8859
3356,1119,abc,-223.2042
3357,1119,TGI,-48.1368
3358,1120,angle,146.5555
3359,1120,abc,603.3906
3360,1120,TGI,-88.8807
3361,1121,angle,24.6326
3362,1121,abc,543.4913
