id,batch_id,response_type,value
7072,2358,angle,2.3115
7073,2358,abc,171.3619
7074,2358,TGI,152.4583
7075,2359,angle,0.9002
7076,2359,abc,116.7079
7077,2359,TGI,31.4224
7078,2360,angle,-3.2802
7079,2360,abc,-608.9237
7080,2360,TGI,573.2593
7081,2361,angle,-1.0088
7082,2361,abc,-366.5667
7083,2361,TGI,8.2455
7084,2362,angle,-1.1419
7085,2362,abc,-348.6778
7086,2362,TGI,-503.4545
7087,2363,angle,-0.9830
7088,2363,abc,-295.9736
7089,2363,TGI,10.6263
7090,2364,angle,-2.8282
7091,2364,abc,-792.3571
7092,2364,TGI,-289.6897
7093,2365,angle,-1.1850
7094,2365,abc,-262.2306
7095,2365,TGI,-35.3969
7096,2366,angle,4.4354
7097,2366,abc,328.4149
7098,2366,TGI,315.7000
7099,2367,angle,8.1492
7100,2367,abc,250.8293
7101,2367,TGI,19.0254
7102,2368,angle,4.2387
7103,2368,abc,296.6595
7104,2368,TGI,-85.7000
7105,2369,angle,1.7434
7106,2369,abc,210.2284
7107,2369,TGI,-6955.0000
7108,2370,angle,170.2156
7109,2370,abc,211.7030
7110,2370,TGI,-6.8222
7111,2371,angle,6.1650
7112,2371,abc,334.9399
7113,2371,TGI,113.5634
7114,2372,angle,65.1066
7115,2372,abc,451.4311
7116,2372,TGI,-215.7377
7117,2373,angle,2.8184
7118,2373,abc,151.4870
7119,2373,TGI,-22.4818
7120,2374,angle,33.2504
7121,2374,abc,424.2408
7122,2374,TGI,-40.2466
7123,2375,angle,4.7872
7124,2375,abc,262.6674
7125,2375,TGI,14.8012
7126,2376,angle,9.3268
7127,2376,abc,144.5649
7128,2376,TGI,85.0238
7129,2377,angle,161.7867
7130,2377,abc,513.9522
7131,2377,TGI,304.6600
7132,2378,angle,9.5090
7133,2378,abc,90.7554
7134,2378,TGI,-3.5614
7135,2379,angle,-0.4883
7136,2379,abc,-144.7101
7137,2379,TGI,7.5248
7138,2380,angle,-0.7390
7139,2380,abc,-87.7426
7140,2380,TGI,384.0625
7141,2381,angle,11.3923
7142,2381,abc,435.1836
7143,2381,TGI,93.9098
7144,2382,angle,138.8589
7145,2382,abc,435.2508
7146,2382,TGI,-25.9316
7147,2383,angle,-0.0144
7148,2383,abc,-24.9640
7149,2383,TGI,3.6753
7150,2384,angle,49.8800
7151,2384,abc,328.2864
7152,2384,TGI,36.3665
7153,2385,angle,0.8855
7154,2385,abc,83.2411
7155,2385,TGI,6.4307
7156,2386,angle,9.8065
7157,2386,abc,65.7262
7158,2386,TGI,-93.7500
7159,2387,angle,100.7960
7160,2387,abc,284.6224
7161,2387,TGI,-111.3333
7162,2388,angle,1.6674
7163,2388,abc,64.4858
7164,2388,TGI,-84.8298
7165,2389,angle,2.5781
7166,2389,abc,84.5358
7167,2389,TGI,930.6667
7168,2390,angle,89.0711
7169,2390,abc,303.1023
7170,2390,TGI,43.8021
7171,2391,angle,-0.2059
7172,2391,abc,18.0683
7173,2391,TGI,-9.3517
7174,2392,angle,98.6621
7175,2392,abc,266.8126
7176,2392,TGI,34.6485
7177,2393,angle,156.0132
7178,2393,abc,359.2739
7179,2393,TGI,52.5922
7180,2394,angle,-2.2071
7181,2394,abc,-111.6054
7182,2394,TGI,10.3533
7183,2395,angle,145.3276
7184,2395,abc,352.5860
7185,2395,TGI,32.3582
7186,2396,angle,5.3424
7187,2396,abc,166.7456
7188,2396,TGI,51.9643
7189,2397,angle,4.7442
7190,2397,abc,158.7489
7191,2397,TGI,31.7120
7192,2398,angle,141.3635
7193,2398,abc,311.2376
7194,2398,TGI,-597.6667
7195,2399,angle,2.2014
7196,2399,abc,67.3911
7197,2399,TGI,19.3776
7198,2400,angle,-1.6651
7199,2400,abc,-110.9507
7200,2400,TGI,-21.4437
7201,2401,angle,NA
7202,2401,abc,NA
7203,2401,TGI,NA
7204,2402,angle,NA
7205,2402,abc,NA
7206,2402,TGI,NA
7207,2403,angle,NA
7208,2403,abc,NA
7209,2403,TGI,NA
7210,2404,angle,NA
7211,2404,abc,NA
7212,2404,TGI,NA
7213,2405,angle,NA
7214,2405,abc,NA
7215,2405,TGI,NA
7216,2406,angle,NA
7217,2406,abc,NA
7218,2406,TGI,NA
7219,2407,angle,NA
7220,2407,abc,NA
7221,2407,TGI,NA
7222,2408,angle,NA
7223,2408,abc,NA
7224,2408,TGI,NA
7225,2409,angle,NA
7226,2409,abc,NA
7227,2409,TGI,NA
7228,2410,angle,NA
7229,2410,abc,NA
7230,2410,TGI,NA
7231,2411,angle,NA
7232,2411,abc,NA
7233,2411,TGI,NA
7234,2412,angle,NA
7235,2412,abc,NA
7236,2412,TGI,NA
7237,2413,angle,NA
7238,2413,abc,NA
7239,2413,TGI,NA
7240,2414,angle,27.4916
7241,2414,abc,341.8920
7242,2414,TGI,51.9620
7243,2415,angle,19.9395
7244,2415,abc,318.6717
7245,2415,TGI,252.5071
7246,2416,angle,4.5792
7247,2416,abc,219.8352
7248,2416,TGI,-65.4163
7249,2417,angle,164.9709
7250,2417,abc,296.2103
7251,2417,TGI,49.1364
7252,2418,angle,19.3307
7253,2418,abc,318.2924
7254,2418,TGI,-151.8886
7255,2419,angle,25.5455
7256,2419,abc,337.3833
7257,2419,TGI,99.4297
7258,2420,angle,1.8194
7259,2420,abc,151.0459
7260,2420,TGI,-158.4921
7261,2421,angle,149.3774
7262,2421,abc,366.9727
7263,2421,TGI,92.9220
7264,2422,angle,12.6646
7265,2422,abc,304.4499
7266,2422,TGI,55.4405
7267,2423,angle,6.0133
7268,2423,abc,251.5823
7269,2423,TGI,460.1278
7270,2424,angle,34.3987
7271,2424,abc,327.4741
7272,2424,TGI,191.7301
7273,2425,angle,145.0972
7274,2425,abc,378.4505
7275,2425,TGI,46.7642
7276,2426,angle,40.3484
7277,2426,abc,347.8131
7278,2426,TGI,56.8129
7279,2427,angle,9.6434
7280,2427,abc,302.6129
7281,2427,TGI,36.9201
7282,2428,angle,3.0589
7283,2428,abc,245.8227
7284,2428,TGI,21.9801
7285,2429,angle,1.1338
7286,2429,abc,90.9146
7287,2429,TGI,-17.5429
7288,2430,angle,-6.5365
7289,2430,abc,-236.5112
7290,2430,TGI,39.8182
7291,2431,angle,91.6069
7292,2431,abc,138.6716
7293,2431,TGI,-13.5034
7294,2432,angle,128.0798
7295,2432,abc,270.8449
7296,2432,TGI,16.1129
7297,2433,angle,9.7303
7298,2433,abc,181.7034
7299,2433,TGI,5.1699
7300,2434,angle,151.8530
7301,2434,abc,257.3410
7302,2434,TGI,489.2000
7303,2435,angle,25.9634
7304,2435,abc,204.9068
7305,2435,TGI,10.5657
7306,2436,angle,11.0401
7307,2436,abc,148.3711
7308,2436,TGI,13.6318
7309,2437,angle,48.4002
7310,2437,abc,198.3053
7311,2437,TGI,7.2807
7312,2438,angle,4.9199
7313,2438,abc,60.1824
7314,2438,TGI,18.2971
7315,2439,angle,129.2670
7316,2439,abc,206.6703
7317,2439,TGI,-16.4094
7318,2440,angle,1.1168
7319,2440,abc,4.5259
7320,2440,TGI,94.6000
7321,2441,angle,-2.9100
7322,2441,abc,-68.8112
7323,2441,TGI,-11.2567
7324,2442,angle,9.3941
7325,2442,abc,136.8987
7326,2442,TGI,12.9886
7327,2443,angle,127.1569
7328,2443,abc,218.2464
7329,2443,TGI,90.4000
7330,2444,angle,30.0022
7331,2444,abc,141.0429
7332,2444,TGI,480.5000
7333,2445,angle,-4.0378
7334,2445,abc,-215.2898
7335,2445,TGI,-19.8146
7336,2446,angle,48.6868
7337,2446,abc,221.0019
7338,2446,TGI,16.7558
7339,2447,angle,154.4652
7340,2447,abc,67.8857
7341,2447,TGI,-2.2733
7342,2448,angle,1.8432
7343,2448,abc,333.2277
7344,2448,TGI,15.7054
7345,2449,angle,0.3831
7346,2449,abc,218.6986
7347,2449,TGI,5.5437
7348,2450,angle,121.0550
7349,2450,abc,499.9441
7350,2450,TGI,10.3413
7351,2451,angle,1.5826
7352,2451,abc,359.6122
7353,2451,TGI,8.6505
7354,2452,angle,174.9238
7355,2452,abc,559.1941
7356,2452,TGI,13.7040
7357,2453,angle,162.7971
7358,2453,abc,589.9850
7359,2453,TGI,6.3469
7360,2454,angle,0.2269
7361,2454,abc,245.0395
7362,2454,TGI,3.8357
7363,2455,angle,4.9180
7364,2455,abc,457.2259
7365,2455,TGI,8.1100
7366,2456,angle,0.5806
7367,2456,abc,238.2077
7368,2456,TGI,7.8415
7369,2457,angle,0.6722
7370,2457,abc,335.4395
7371,2457,TGI,4.8981
7372,2458,angle,1.0845
7373,2458,abc,135.0692
7374,2458,TGI,-18.3384
7375,2459,angle,171.9444
7376,2459,abc,483.2308
7377,2459,TGI,20.2988
7378,2460,angle,2.5056
7379,2460,abc,369.5027
7380,2460,TGI,13.5312
7381,2461,angle,149.4582
7382,2461,abc,543.5067
7383,2461,TGI,7.3785
7384,2462,angle,170.0955
7385,2462,abc,443.3000
7386,2462,TGI,607.8824
7387,2463,angle,167.5502
7388,2463,abc,529.1692
7389,2463,TGI,11.0495
7390,2464,angle,-0.2087
7391,2464,abc,50.1350
7392,2464,TGI,0.6630
7393,2465,angle,1.3616
7394,2465,abc,360.3192
7395,2465,TGI,5.5135
7396,2466,angle,1.8939
7397,2466,abc,393.7527
7398,2466,TGI,7.5772
7399,2467,angle,0.9127
7400,2467,abc,387.6259
7401,2467,TGI,4.8200
7402,2468,angle,12.5294
7403,2468,abc,487.5477
7404,2468,TGI,9.1004
7405,2469,angle,2.0914
7406,2469,abc,157.7571
7407,2469,TGI,-275.0625
7408,2470,angle,51.1214
7409,2470,abc,397.3054
7410,2470,TGI,-79.8837
7411,2471,angle,2.5235
7412,2471,abc,152.6223
7413,2471,TGI,-23.2968
7414,2472,angle,10.1631
7415,2472,abc,308.9571
7416,2472,TGI,-20.3295
7417,2473,angle,45.1682
7418,2473,abc,367.0696
7419,2473,TGI,-24.5436
7420,2474,angle,-1.7516
7421,2474,abc,-91.1929
7422,2474,TGI,-2.2056
7423,2475,angle,1.5388
7424,2475,abc,57.5080
7425,2475,TGI,-5.2612
7426,2476,angle,2.6023
7427,2476,abc,173.8616
7428,2476,TGI,-8.4029
7429,2477,angle,-0.0364
7430,2477,abc,-20.5384
7431,2477,TGI,0.0157
7432,2478,angle,4.1995
7433,2478,abc,232.4134
7434,2478,TGI,-125.9375
7435,2479,angle,39.6618
7436,2479,abc,405.6598
7437,2479,TGI,-63.7550
7438,2480,angle,87.7591
7439,2480,abc,437.3232
7440,2480,TGI,-69.5946
7441,2481,angle,2.7718
7442,2481,abc,5.2111
7443,2481,TGI,-8.2605
7444,2482,angle,91.2304
7445,2482,abc,415.4749
7446,2482,TGI,-24.5201
7447,2483,angle,19.5448
7448,2483,abc,385.1953
7449,2483,TGI,-53.8827
7450,2484,angle,6.0550
7451,2484,abc,282.1161
7452,2484,TGI,-63.2813
7453,2485,angle,1.4598
7454,2485,abc,83.4179
7455,2485,TGI,-5.2906
7456,2486,angle,2.1872
7457,2486,abc,133.2687
7458,2486,TGI,-9.2157
7459,2487,angle,10.3380
7460,2487,abc,322.7625
7461,2487,TGI,176.9184
7462,2488,angle,-0.4472
7463,2488,abc,-108.8080
7464,2488,TGI,2.6370
7465,2489,angle,-1.0970
7466,2489,abc,-253.6051
7467,2489,TGI,6.5157
7468,2490,angle,11.0057
7469,2490,abc,205.7329
7470,2490,TGI,136.0351
7471,2491,angle,26.9047
7472,2491,abc,232.1357
7473,2491,TGI,-140.9667
7474,2492,angle,8.8614
7475,2492,abc,213.2043
7476,2492,TGI,61.7143
7477,2493,angle,1.2891
7478,2493,abc,-5.8668
7479,2493,TGI,22.7500
7480,2494,angle,2.1350
7481,2494,abc,117.0004
7482,2494,TGI,30.8325
7483,2495,angle,24.8763
7484,2495,abc,216.8386
7485,2495,TGI,-81.0000
7486,2496,angle,7.3145
7487,2496,abc,155.3098
7488,2496,TGI,-64.8246
7489,2497,angle,0.1264
7490,2497,abc,-13.9956
7491,2497,TGI,17.6901
7492,2498,angle,5.1837
7493,2498,abc,137.7900
7494,2498,TGI,-110.0159
7495,2499,angle,4.8331
7496,2499,abc,164.5597
7497,2499,TGI,95.1728
7498,2500,angle,25.6054
7499,2500,abc,236.2571
7500,2500,TGI,83.6038
7501,2501,angle,4.2481
7502,2501,abc,139.9910
7503,2501,TGI,-178.0263
7504,2502,angle,70.1605
7505,2502,abc,265.3939
7506,2502,TGI,-3075.6667
7507,2503,angle,3.4034
7508,2503,abc,71.6517
7509,2503,TGI,4.4839
7510,2504,angle,-3.0675
7511,2504,abc,-223.1214
7512,2504,TGI,95.0484
7513,2505,angle,7.9385
7514,2505,abc,85.8707
7515,2505,TGI,21.6957
7516,2506,angle,17.7056
7517,2506,abc,211.0714
7518,2506,TGI,152.8909
7519,2507,angle,25.3725
7520,2507,abc,228.9352
7521,2507,TGI,-237.0383
7522,2508,angle,-0.2231
7523,2508,abc,-20.6186
7524,2508,TGI,287.3333
7525,2509,angle,-2.3654
7526,2509,abc,-184.3293
7527,2509,TGI,56.5798
7528,2510,angle,12.4389
7529,2510,abc,259.3942
7530,2510,TGI,-58.6271
7531,2511,angle,-0.3683
7532,2511,abc,-84.4036
7533,2511,TGI,14.7108
7534,2512,angle,6.4168
7535,2512,abc,192.8174
7536,2512,TGI,56.6977
7537,2513,angle,-0.0577
7538,2513,abc,-10.2357
7539,2513,TGI,1.7488
7540,2514,angle,4.2548
7541,2514,abc,219.4732
7542,2514,TGI,50.7257
7543,2515,angle,1.8230
7544,2515,abc,154.2768
7545,2515,TGI,-47.0385
7546,2516,angle,19.3301
7547,2516,abc,355.7754
7548,2516,TGI,19.3185
7549,2517,angle,170.4467
7550,2517,abc,163.1260
7551,2517,TGI,-22.0187
7552,2518,angle,1.4898
7553,2518,abc,145.4232
7554,2518,TGI,26.6515
7555,2519,angle,0.5073
7556,2519,abc,-36.2919
7557,2519,TGI,-3.2017
7558,2520,angle,4.5950
7559,2520,abc,217.7706
7560,2520,TGI,-18.1661
7561,2521,angle,5.0366
7562,2521,abc,82.9083
7563,2521,TGI,6.9061
7564,2522,angle,8.1840
7565,2522,abc,276.9804
7566,2522,TGI,42.0208
7567,2523,angle,27.9632
7568,2523,abc,334.6146
7569,2523,TGI,66.8716
7570,2524,angle,13.3835
7571,2524,abc,287.0911
7572,2524,TGI,170.1026
7573,2525,angle,-1.1253
7574,2525,abc,-183.9646
7575,2525,TGI,-37.5084
7576,2526,angle,21.1898
7577,2526,abc,308.4479
7578,2526,TGI,108.3182
7579,2527,angle,3.2962
7580,2527,abc,199.8143
7581,2527,TGI,-164.1154
7582,2528,angle,-1.2408
7583,2528,abc,-406.3196
7584,2528,TGI,39.1600
7585,2529,angle,-0.3424
7586,2529,abc,-70.1071
7587,2529,TGI,5.7802
7588,2530,angle,-150.3925
7589,2530,abc,-333.9992
7590,2530,TGI,-19.5616
7591,2531,angle,-18.3338
7592,2531,abc,-7.2136
7593,2531,TGI,0.0691
7594,2532,angle,9.5543
7595,2532,abc,60.3564
7596,2532,TGI,4.7535
7597,2533,angle,-18.5645
7598,2533,abc,-50.0651
7599,2533,TGI,3.0429
7600,2534,angle,5.2831
7601,2534,abc,56.2194
7602,2534,TGI,0.4000
7603,2535,angle,3.4703
7604,2535,abc,65.8160
7605,2535,TGI,0.1982
7606,2536,angle,-147.5787
7607,2536,abc,-243.1016
7608,2536,TGI,-18.5747
7609,2537,angle,-122.1703
7610,2537,abc,-63.7247
7611,2537,TGI,-2.2252
7612,2538,angle,-96.3379
7613,2538,abc,-20.8331
7614,2538,TGI,-2.6481
7615,2539,angle,-148.4739
7616,2539,abc,-285.8544
7617,2539,TGI,-20.4036
7618,2540,angle,11.9303
7619,2540,abc,88.5400
7620,2540,TGI,3.1805
7621,2541,angle,-144.0917
7622,2541,abc,-218.8035
7623,2541,TGI,-6.5035
7624,2542,angle,-162.5449
7625,2542,abc,-324.9693
7626,2542,TGI,-42.3379
7627,2543,angle,-148.3352
7628,2543,abc,-283.9125
7629,2543,TGI,-12.7952
7630,2544,angle,-134.1443
7631,2544,abc,-114.6421
7632,2544,TGI,-5.4439
7633,2545,angle,-150.1087
7634,2545,abc,-255.2082
7635,2545,TGI,-15.3926
7636,2546,angle,-134.2671
7637,2546,abc,-132.9474
7638,2546,TGI,-26.6569
7639,2547,angle,-168.7182
7640,2547,abc,-135.5937
7641,2547,TGI,-4.3251
7642,2548,angle,3.5867
7643,2548,abc,208.3086
7644,2548,TGI,13.1710
7645,2549,angle,9.3928
7646,2549,abc,208.3227
7647,2549,TGI,79.2468
7648,2550,angle,34.0537
7649,2550,abc,236.7470
7650,2550,TGI,-35.4433
7651,2551,angle,15.6065
7652,2551,abc,291.0371
7653,2551,TGI,19.3465
7654,2552,angle,81.3659
7655,2552,abc,307.1517
7656,2552,TGI,43.5739
7657,2553,angle,0.2521
7658,2553,abc,-10.5492
7659,2553,TGI,-109.7000
7660,2554,angle,3.2368
7661,2554,abc,144.5409
7662,2554,TGI,16.5705
7663,2555,angle,17.3087
7664,2555,abc,297.7113
7665,2555,TGI,16.8929
7666,2556,angle,6.3623
7667,2556,abc,210.4788
7668,2556,TGI,94.3158
7669,2557,angle,-2.5023
7670,2557,abc,-385.6086
7671,2557,TGI,44.1093
7672,2558,angle,158.9727
7673,2558,abc,311.9275
7674,2558,TGI,-19.1620
7675,2559,angle,0.1730
7676,2559,abc,5.6879
7677,2559,TGI,2.5098
7678,2560,angle,4.6831
7679,2560,abc,58.6054
7680,2560,TGI,-10.9730
7681,2561,angle,30.3575
7682,2561,abc,164.1483
7683,2561,TGI,-78.9804
7684,2562,angle,3.4313
7685,2562,abc,91.5780
7686,2562,TGI,26.1190
7687,2563,angle,0.5753
7688,2563,abc,21.2098
7689,2563,TGI,-67.0000
7690,2564,angle,2.9878
7691,2564,abc,78.2054
7692,2564,TGI,3.6648
7693,2565,angle,50.2226
7694,2565,abc,172.8244
7695,2565,TGI,-192.0000
7696,2566,angle,-3.9163
7697,2566,abc,-111.5809
7698,2566,TGI,34.2384
7699,2567,angle,28.4250
7700,2567,abc,180.0610
7701,2567,TGI,31.8872
7702,2568,angle,33.7925
7703,2568,abc,177.1615
7704,2568,TGI,33.3478
7705,2569,angle,7.4422
7706,2569,abc,104.0432
7707,2569,TGI,567.2500
7708,2570,angle,-5.7596
7709,2570,abc,-252.2932
7710,2570,TGI,-801.2308
7711,2571,angle,5.2769
7712,2571,abc,67.1675
7713,2571,TGI,-11.8205
7714,2572,angle,-2.7664
7715,2572,abc,-94.6110
7716,2572,TGI,-61.3889
7717,2573,angle,43.4362
7718,2573,abc,192.9136
7719,2573,TGI,79.6038
7720,2574,angle,30.8041
7721,2574,abc,174.1126
7722,2574,TGI,150.4074
7723,2575,angle,25.7901
7724,2575,abc,144.6602
7725,2575,TGI,-39.5000
7726,2576,angle,-3.1958
7727,2576,abc,-60.3141
7728,2576,TGI,-17.9153
7729,2577,angle,11.1677
7730,2577,abc,158.2562
7731,2577,TGI,14.9695
7732,2578,angle,57.1445
7733,2578,abc,201.8638
7734,2578,TGI,50.9189
7735,2579,angle,-4.9381
7736,2579,abc,-206.1587
7737,2579,TGI,-56.2174
7738,2580,angle,0.4136
7739,2580,abc,42.0180
7740,2580,TGI,22.5455
7741,2581,angle,4.0764
7742,2581,abc,95.0600
7743,2581,TGI,11.3768
7744,2582,angle,3.6314
7745,2582,abc,67.4226
7746,2582,TGI,-2.7529
7747,2583,angle,8.4699
7748,2583,abc,132.5915
7749,2583,TGI,0.3041
7750,2584,angle,-1.0781
7751,2584,abc,-35.3440
7752,2584,TGI,15.7753
7753,2585,angle,118.8246
7754,2585,abc,263.1004
7755,2585,TGI,38.0202
7756,2586,angle,24.8480
7757,2586,abc,160.8263
7758,2586,TGI,136.6538
7759,2587,angle,7.6948
7760,2587,abc,130.7893
7761,2587,TGI,18.8286
7762,2588,angle,8.5277
7763,2588,abc,115.1093
7764,2588,TGI,-9.3000
7765,2589,angle,2.4270
7766,2589,abc,51.9210
7767,2589,TGI,-355.5000
7768,2590,angle,34.2314
7769,2590,abc,161.9219
7770,2590,TGI,-52.6494
7771,2591,angle,1.8245
7772,2591,abc,59.9000
7773,2591,TGI,5.9091
7774,2592,angle,-2.6027
7775,2592,abc,-107.6439
7776,2592,TGI,-66.4545
7777,2593,angle,3.5733
7778,2593,abc,97.0584
7779,2593,TGI,-4.0893
7780,2594,angle,1.3925
7781,2594,abc,47.3560
7782,2594,TGI,15.2264
7783,2595,angle,35.0716
7784,2595,abc,191.6633
7785,2595,TGI,37.1209
7786,2596,angle,-1.2370
7787,2596,abc,-30.7338
7788,2596,TGI,-12.5455
7789,2597,angle,2.8452
7790,2597,abc,37.4850
7791,2597,TGI,-1.5833
7792,2598,angle,63.4930
7793,2598,abc,236.3547
7794,2598,TGI,155.9333
7795,2599,angle,0.1827
7796,2599,abc,9.0181
7797,2599,TGI,23.7317
7798,2600,angle,-0.4230
7799,2600,abc,21.3088
7800,2600,TGI,-9.8083
7801,2601,angle,6.1614
7802,2601,abc,312.8835
7803,2601,TGI,58.2313
7804,2602,angle,2.3548
7805,2602,abc,166.2835
7806,2602,TGI,-7.4628
7807,2603,angle,3.2101
7808,2603,abc,221.5222
7809,2603,TGI,-44.6594
7810,2604,angle,13.7780
7811,2604,abc,330.8694
7812,2604,TGI,76.5784
7813,2605,angle,173.3243
7814,2605,abc,268.3469
7815,2605,TGI,-4.0010
7816,2606,angle,115.5087
7817,2606,abc,318.6389
7818,2606,TGI,-16.3840
7819,2607,angle,1.3750
7820,2607,abc,223.4989
7821,2607,TGI,68.4884
7822,2608,angle,11.3994
7823,2608,abc,306.8472
7824,2608,TGI,-286.4074
7825,2609,angle,2.2845
7826,2609,abc,157.8500
7827,2609,TGI,-13.3476
7828,2610,angle,0.6773
7829,2610,abc,180.8643
7830,2610,TGI,170.0000
7831,2611,angle,0.3970
7832,2611,abc,-108.9502
7833,2611,TGI,-0.8393
7834,2612,angle,156.3471
7835,2612,abc,57.9616
7836,2612,TGI,-1.6699
7837,2613,angle,2.8316
7838,2613,abc,270.9822
7839,2613,TGI,25.9244
7840,2614,angle,29.5583
7841,2614,abc,368.2192
7842,2614,TGI,33.9220
7843,2615,angle,14.7310
7844,2615,abc,307.3194
7845,2615,TGI,-29.7108
7846,2616,angle,4.5355
7847,2616,abc,240.2763
7848,2616,TGI,-23.2483
7849,2617,angle,0.4255
7850,2617,abc,109.5861
7851,2617,TGI,14.1321
7852,2618,angle,0.2296
7853,2618,abc,66.5528
7854,2618,TGI,-3.9178
7855,2619,angle,3.5974
7856,2619,abc,207.6440
7857,2619,TGI,-13.6571
7858,2620,angle,17.2665
7859,2620,abc,335.4111
7860,2620,TGI,174.6304
7861,2621,angle,1.5142
7862,2621,abc,231.5643
7863,2621,TGI,-986.8333
7864,2622,angle,NA
7865,2622,abc,NA
7866,2622,TGI,NA
7867,2623,angle,0.6217
7868,2623,abc,314.0050
7869,2623,TGI,-23.6374
7870,2624,angle,0.9371
7871,2624,abc,328.4300
7872,2624,TGI,-33.2791
7873,2625,angle,1.9298
7874,2625,abc,473.9100
7875,2625,TGI,-160.0000
7876,2626,angle,3.3136
7877,2626,abc,456.2400
7878,2626,TGI,-19.3436
7879,2627,angle,3.3896
7880,2627,abc,360.1907
7881,2627,TGI,-8.1357
7882,2628,angle,13.4131
7883,2628,abc,588.3750
7884,2628,TGI,892.6316
7885,2629,angle,1.9989
7886,2629,abc,530.4400
7887,2629,TGI,43.6936
7888,2630,angle,6.2828
7889,2630,abc,608.5150
7890,2630,TGI,34.4343
7891,2631,angle,2.7628
7892,2631,abc,523.0350
7893,2631,TGI,224.8551
7894,2632,angle,0.4917
7895,2632,abc,193.0800
7896,2632,TGI,-8.4515
7897,2633,angle,3.7204
7898,2633,abc,579.3336
7899,2633,TGI,51.3465
7900,2634,angle,53.5112
7901,2634,abc,542.9764
7902,2634,TGI,-26.0737
7903,2635,angle,7.9321
7904,2635,abc,630.7250
7905,2635,TGI,27.7049
7906,2636,angle,NA
7907,2636,abc,NA
7908,2636,TGI,NA
7909,2637,angle,1.8664
7910,2637,abc,564.1050
7911,2637,TGI,24.7948
7912,2638,angle,2.8754
7913,2638,abc,608.7400
7914,2638,TGI,25.4126
7915,2639,angle,0.5559
7916,2639,abc,446.3850
7917,2639,TGI,12.7636
7918,2640,angle,18.4315
7919,2640,abc,655.9900
7920,2640,TGI,25.9679
7921,2641,angle,5.9427
7922,2641,abc,610.0300
7923,2641,TGI,42.0145
7924,2642,angle,0.7719
7925,2642,abc,405.8200
7926,2642,TGI,77.3861
7927,2643,angle,1.2349
7928,2643,abc,501.6700
7929,2643,TGI,22.7575
7930,2644,angle,1.3341
7931,2644,abc,43.7210
7932,2644,TGI,-5.8659
7933,2645,angle,7.8731
7934,2645,abc,194.9295
7935,2645,TGI,-603.7778
7936,2646,angle,14.1049
7937,2646,abc,223.1475
7938,2646,TGI,-68.3902
7939,2647,angle,77.7294
7940,2647,abc,241.3232
7941,2647,TGI,42.4340
7942,2648,angle,139.1553
7943,2648,abc,323.4553
7944,2648,TGI,76.8182
7945,2649,angle,72.9114
7946,2649,abc,287.6636
7947,2649,TGI,87.6400
7948,2650,angle,1.3536
7949,2650,abc,94.7896
7950,2650,TGI,-60.7705
7951,2651,angle,1.3583
7952,2651,abc,106.8110
7953,2651,TGI,-21.3759
7954,2652,angle,4.2591
7955,2652,abc,163.6798
7956,2652,TGI,-46.0494
7957,2653,angle,10.7400
7958,2653,abc,215.1698
7959,2653,TGI,204.1852
7960,2654,angle,0.8757
7961,2654,abc,10.0273
7962,2654,TGI,-4.1563
7963,2655,angle,0.4602
7964,2655,abc,-9.7661
7965,2655,TGI,0.8098
7966,2656,angle,8.8402
7967,2656,abc,205.2744
7968,2656,TGI,236.0455
7969,2657,angle,79.7448
7970,2657,abc,265.1758
7971,2657,TGI,-85.2179
7972,2658,angle,150.7705
7973,2658,abc,331.3085
7974,2658,TGI,161.5000
7975,2659,angle,0.1225
7976,2659,abc,-27.8071
7977,2659,TGI,0.7193
7978,2660,angle,4.8906
7979,2660,abc,146.4727
7980,2660,TGI,-92.7551
7981,2661,angle,7.1912
7982,2661,abc,183.2009
7983,2661,TGI,-49.4857
7984,2662,angle,1.5777
7985,2662,abc,116.1398
7986,2662,TGI,-20.7857
7987,2663,angle,-0.4036
7988,2663,abc,-26.5235
7989,2663,TGI,-3.7278
7990,2664,angle,-2.6201
7991,2664,abc,-308.1567
7992,2664,TGI,18.1673
7993,2665,angle,132.6290
7994,2665,abc,278.4090
7995,2665,TGI,-40.0798
7996,2666,angle,8.9594
7997,2666,abc,191.8288
7998,2666,TGI,-278.7037
7999,2667,angle,11.7306
8000,2667,abc,211.0413
8001,2667,TGI,-14.1481
8002,2668,angle,80.6087
8003,2668,abc,290.2234
8004,2668,TGI,-54.0719
8005,2669,angle,17.4711
8006,2669,abc,244.4092
8007,2669,TGI,-38.8227
8008,2670,angle,2.6015
8009,2670,abc,96.7054
8010,2670,TGI,-10.7054
8011,2671,angle,10.4174
8012,2671,abc,237.9177
8013,2671,TGI,-85.3000
8014,2672,angle,65.3219
8015,2672,abc,300.3926
8016,2672,TGI,-47.8960
8017,2673,angle,0.3256
8018,2673,abc,-12.2897
8019,2673,TGI,-13.2759
8020,2674,angle,21.8714
8021,2674,abc,278.6406
8022,2674,TGI,-80.7500
8023,2675,angle,4.4664
8024,2675,abc,137.3426
8025,2675,TGI,-9.8691
8026,2676,angle,5.2030
8027,2676,abc,47.3813
8028,2676,TGI,-31.6176
8029,2677,angle,8.0400
8030,2677,abc,234.8392
8031,2677,TGI,447.0000
8032,2678,angle,7.0608
8033,2678,abc,165.2520
8034,2678,TGI,-38.0769
8035,2679,angle,21.6386
