model_id,drug,time,volume,volume_normal,patient_id
X.1655.biib,binimetinib,0,190.58,1,X-1655
X.1655.biib,binimetinib,3,136.86,0.719594947280509,X-1655
X.1655.biib,binimetinib,8,215.26,1.12882346800292,X-1655
X.1655.biib,binimetinib,11,177.67,0.932613007620837,X-1655
X.1655.biib,binimetinib,16,313.29,1.64051571145213,X-1655
X.1655.biib,binimetinib,19,433.25,2.26667710616975,X-1655
X.1655.biib,binimetinib,23,705.6,3.68827643804155,X-1655
X.1655.biib,binimetinib,26,764.68,3.99665935901451,X-1655
X.1655.biib,binimetinib,30,843.9,4.41016807599958,X-1655
X.1655.biib,binimetinib,32,811.44,4.24073494101681,X-1655
X.1655.BK20,BKM120,0,203.73,1,X-1655
X.1655.BK20,BKM120,3,286.65,1.4050212474967,X-1655
X.1655.BK20,BKM120,8,416.78,2.04063889024569,X-1655
X.1655.BK20,BKM120,11,289.86,1.4207004347189,X-1655
X.1655.BK20,BKM120,16,320,1.56791872221951,X-1655
X.1655.BK20,BKM120,19,311.65,1.5271332975138,X-1655
X.1655.BK20,BKM120,23,391.07,1.91505885800811,X-1655
X.1655.BK20,BKM120,26,489.27,2.39471499047526,X-1655
X.1655.BK20,BKM120,30,461.7,2.26004982171641,X-1655
X.1655.BK20,BKM120,32,558.4,2.73237923118253,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,0,204.8,1,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,3,217.59,1.06214771622935,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,8,374.06,1.82244897959184,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,11,405,1.97278911564626,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,15,525.12,2.55646258503401,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,18,554.47,2.69907677356657,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,22,1040.4,5.06025267249757,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,28,992.06,4.82536443148688,X-1655
X.1655.BK20.enib,BKM120 + encorafenib,30,1259.1,6.12293488824101,X-1655
X.1655.CG97,CGM097,0,192.08,1,X-1655
X.1655.CG97,CGM097,2,341.33,1.77299564947172,X-1655
X.1655.CG97,CGM097,6,554.06,2.87476693598508,X-1655
X.1655.CG97,CGM097,9,640,3.31986741247151,X-1655
X.1655.CG97,CGM097,14,813.56,4.21876942200124,X-1655
X.1655.CG97,CGM097,17,775.01,4.01911124922312,X-1655
X.1655.CG97,CGM097,22,878.94,4.55738553967267,X-1655
X.1655.CG97,CGM097,25,1229.2,6.37145224777294,X-1655
X.1655.CG97,CGM097,29,1720.6,8.91651129065672,X-1655
X.1655.CG97,CGM097,30,1720.6,8.91651129065672,X-1655
X.1655.CL57,CLR457,0,222.21,1,X-1655
X.1655.CL57,CLR457,3,215.47,0.969804220241029,X-1655
X.1655.CL57,CLR457,7,178.61,0.804668249630393,X-1655
X.1655.CL57,CLR457,10,226.69,1.02007078535908,X-1655
X.1655.CL57,CLR457,14,257.25,1.15698221405851,X-1655
X.1655.CL57,CLR457,20,369.82,1.66130549706554,X-1655
X.1655.CL57,CLR457,23,381.02,1.71148246046324,X-1655
X.1655.CL57,CLR457,27,384,1.72483311679584,X-1655
X.1655.CL57,CLR457,31,468.45,2.10317638098651,X-1655
X.1655.CL57,CLR457,34,495.53,2.22449711034452,X-1655
X.1655.dane,dacarbazine,0,191.1,1,X-1655
X.1655.dane,dacarbazine,3,353.01,1.84284226965122,X-1655
X.1655.dane,dacarbazine,7,240.94,1.25944820406039,X-1655
X.1655.dane,dacarbazine,10,242.47,1.2674128058303,X-1655
X.1655.dane,dacarbazine,14,284.75,1.48750650702759,X-1655
X.1655.dane,dacarbazine,20,702.3,3.66111400312337,X-1655
X.1655.dane,dacarbazine,23,601.13,3.13446121811556,X-1655
X.1655.dane,dacarbazine,27,787.18,4.10296720458095,X-1655
X.1655.enib,encorafenib,0,191.1,1,X-1655
X.1655.enib,encorafenib,2,221.78,1.15970848516398,X-1655
X.1655.enib,encorafenib,6,284.59,1.4866736074961,X-1655
X.1655.enib,encorafenib,9,366.91,1.91520041644977,X-1655
X.1655.enib,encorafenib,14,557.86,2.90921395106715,X-1655
X.1655.enib,encorafenib,17,639.03,3.33175429463821,X-1655
X.1655.enib,encorafenib,22,884.34,4.60874544508069,X-1655
X.1655.enib,encorafenib,25,1032.3,5.37896928682978,X-1655
X.1655.enib,encorafenib,29,1211.5,6.31181676210307,X-1655
X.1655.enib,encorafenib,32,1643.2,8.55908381051536,X-1655
X.1655.enib.biib,encorafenib + binimetinib,0,202.34,1,X-1655
X.1655.enib.biib,encorafenib + binimetinib,5,336,1.6573227107308,X-1655
X.1655.enib.biib,encorafenib + binimetinib,8,353.01,1.74097570571457,X-1655
X.1655.enib.biib,encorafenib + binimetinib,12,529.98,2.61129143306777,X-1655
X.1655.enib.biib,encorafenib + binimetinib,15,487.14,2.4006098160716,X-1655
X.1655.enib.biib,encorafenib + binimetinib,19,682.15,3.35964394610013,X-1655
X.1655.enib.biib,encorafenib + binimetinib,25,760,3.74250024589358,X-1655
X.1655.enib.biib,encorafenib + binimetinib,28,841.58,4.14370020655061,X-1655
X.1655.enib.biib,encorafenib + binimetinib,32,795.91,3.91910101308154,X-1655
X.1655.LD25,LDE225,0,204.16,1,X-1655
X.1655.LD25,LDE225,5,299.22,1.46334568141938,X-1655
X.1655.LD25,LDE225,8,321.41,1.57150516669916,X-1655
X.1655.LD25,LDE225,13,585.22,2.85737960616105,X-1655
X.1655.LD25,LDE225,16,577.6,2.82023786313121,X-1655
X.1655.LD25,LDE225,20,775.28,3.78377851433028,X-1655
X.1655.LD25,LDE225,23,819.79,4.00073113667382,X-1655
X.1655.LD25,LDE225,27,1065.7,5.19935659972704,X-1655
X.1655.LD25,LDE225,29,1148.7,5.60391889257165,X-1655
X.1655.LD78,LDK378,0,239.58,1,X-1655
X.1655.LD78,LDK378,3,387.2,1.61360046554161,X-1655
X.1655.LD78,LDK378,8,463.96,1.93266273173165,X-1655
X.1655.LD78,LDK378,11,521.42,2.17150220300939,X-1655
X.1655.LD78,LDK378,15,662.7,2.75874968825339,X-1655
X.1655.LD78,LDK378,18,691.2,2.87721340094771,X-1655
X.1655.LD78,LDK378,22,863.53,3.59352398370604,X-1655
X.1655.LD78,LDK378,24,1116.4,4.64460886191703,X-1655
X.1655.LD78,LDK378,28,1190.2,4.95136752847286,X-1655
X.1655.LD78,LDK378,30,1057.4,4.3993681935323,X-1655
X.1655.LE11,LEE011,0,200.93,1,X-1655
X.1655.LE11,LEE011,3,226.8,1.12811370276829,X-1655
X.1655.LE11,LEE011,8,228.22,1.13514584261873,X-1655
X.1655.LE11,LEE011,11,212.99,1.05972366661714,X-1655
X.1655.LE11,LEE011,16,264.06,1.31263309067499,X-1655
X.1655.LE11,LEE011,19,276.14,1.37245580151538,X-1655
X.1655.LE11,LEE011,23,277.44,1.37889367602635,X-1655
X.1655.LE11,LEE011,26,381.22,1.89283415044818,X-1655
X.1655.LE11,LEE011,30,376.88,1.87134155400386,X-1655
X.1655.LE11,LEE011,32,397.24,1.97216857326796,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,0,200.93,1,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,3,203.64,1.01342049224979,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,7,220.28,1.09582528599019,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,10,212.34,1.05650472936166,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,14,207,1.03005992175506,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,20,158.37,0.789233892933195,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,23,164.84,0.821274699153172,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,27,189.77,0.944733323428911,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,31,180,0.896350220373397,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,36,190.51,0.948397959689001,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,41,159.79,0.796266032783638,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,44,162,0.807210419452285,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,48,123.6,0.617045510820581,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,51,106.64,0.533056009508245,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,57,134.61,0.671569355717328,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,62,117.98,0.589214084088546,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,65,105.46,0.52721240033675,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,77,119.38,0.596147179715743,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,84,137.64,0.686574555539048,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,91,186.54,0.928737681374734,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,101,231.18,1.14980438765909,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,109,297.42,1.47783885504878,X-1655
X.1655.LE11.biib,LEE011 + binimetinib,115,178.61,0.889466646857822,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,0,204.09,1,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,3,299.48,1.46511287727339,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,8,456.3,2.22975279145741,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,11,503.12,2.45804281047345,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,15,483.52,2.36247501097079,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,18,507.05,2.47720512945536,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,22,662.6,3.23565264030426,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,28,687.49,3.35701399385636,X-1655
X.1655.LE11.enib,LEE011 + encorafenib,30,632.48,3.08879028719099,X-1655
X.1655.LG13,LGW813,0,198.45,1,X-1655
X.1655.LG13,LGW813,5,228.72,1.15176736024066,X-1655
X.1655.LG13,LGW813,8,257,1.29355728252695,X-1655
X.1655.LG13,LGW813,13,367.7,1.84858360491351,X-1655
X.1655.LG13,LGW813,16,437.06,2.19633993482076,X-1655
X.1655.LG13,LGW813,20,777.26,3.90203058410629,X-1655
X.1655.LG13,LGW813,23,1127.4,5.65755828528453,X-1655
X.1655.LG13,LGW813,27,1328.1,6.6638255201805,X-1655
X.1655.LG13,LGW813,29,1576.9,7.91125595387315,X-1655
X.1655.TA66,TAS266,0,189.71,1,X-1655
X.1655.TA66,TAS266,2,210.6,1.10953804205338,X-1655
X.1655.TA66,TAS266,6,289.41,1.52278328351948,X-1655
X.1655.TA66,TAS266,9,355.39,1.86875360494992,X-1655
X.1655.TA66,TAS266,14,575.23,3.02149861045567,X-1655
X.1655.TA66,TAS266,17,706.74,3.71107964972996,X-1655
X.1655.TA66,TAS266,22,1073.1,5.63211158303183,X-1655
X.1655.TA66,TAS266,25,1172.9,6.15541922290389,X-1655
X.1655.TA66,TAS266,29,1818.6,9.54118819149494,X-1655
X.1655.TA66,TAS266,30,1818.6,9.54118819149494,X-1655
X.1655.uned,untreated,0,198.2,1,X-1655
X.1655.uned,untreated,3,248.29,1.25145582329317,X-1655
X.1655.uned,untreated,5,314.41,1.58338353413655,X-1655
X.1655.uned,untreated,9,386.06,1.94307228915663,X-1655
X.1655.uned,untreated,12,400.21,2.01410642570281,X-1655
X.1655.uned,untreated,17,474.32,2.38614457831325,X-1655
X.1655.uned,untreated,20,483.68,2.43313253012048,X-1655
X.1655.uned,untreated,25,524.47,2.6379016064257,X-1655
X.1655.uned,untreated,28,704.89,3.54362449799197,X-1655
X.1655.uned,untreated,32,815,4.09638554216868,X-1655
X.1655.uned,untreated,33,815,4.09638554216868,X-1655
X.1655.WN74,WNT974,0,207.94,1,X-1655
X.1655.WN74,WNT974,3,335.41,1.61007944864554,X-1655
X.1655.WN74,WNT974,8,673.73,3.22930027759165,X-1655
X.1655.WN74,WNT974,11,684.99,3.28319134679812,X-1655
X.1655.WN74,WNT974,15,1092.7,5.23451708624486,X-1655
X.1655.WN74,WNT974,18,1610.5,7.71274049966498,X-1655
X.1906.biib,binimetinib,0,192.22,1,X-1906
X.1906.biib,binimetinib,3,169.02,0.879929613911603,X-1906
X.1906.biib,binimetinib,7,87.88,0.459993789462789,X-1906
X.1906.biib,binimetinib,11,0,0.00517544767622399,X-1906
X.1906.biib,binimetinib,16,0,0.00517544767622399,X-1906
X.1906.biib,binimetinib,21,46.58,0.246247800434738,X-1906
X.1906.biib,binimetinib,24,38.81,0.206034571990477,X-1906
X.1906.biib,binimetinib,28,53.02,0.27957768346962,X-1906
X.1906.biib,binimetinib,32,53.02,0.27957768346962,X-1906
X.1906.biib,binimetinib,43,102.6,0.536176379256806,X-1906
X.1906.biib,binimetinib,47,66.82,0.350998861401511,X-1906
X.1906.biib,binimetinib,51,44.1,0.233412690197702,X-1906
X.1906.biib,binimetinib,54,51.64,0.272435565676431,X-1906
X.1906.biib,binimetinib,61,53.66,0.282889969982403,X-1906
X.1906.biib,binimetinib,65,43.56,0.230617948452541,X-1906
X.1906.biib,binimetinib,72,58.75,0.309232998654384,X-1906
X.1906.biib,binimetinib,77,65,0.341579546630784,X-1906
X.1906.biib,binimetinib,80,0,0.00517544767622399,X-1906
X.1906.biib,binimetinib,85,0,0.00517544767622399,X-1906
X.1906.biib,binimetinib,88,86.02,0.450367456785012,X-1906
X.1906.biib,binimetinib,92,71.66,0.376048028154435,X-1906
X.1906.biib,binimetinib,95,45.39,0.240089017700031,X-1906
X.1906.biib,binimetinib,99,87.73,0.459217472311355,X-1906
X.1906.biib,binimetinib,105,99.09,0.51801055791326,X-1906
X.1906.biib,binimetinib,108,100.72,0.526446537625505,X-1906
X.1906.biib,binimetinib,112,81.12,0.425007763171514,X-1906
X.1906.biib,binimetinib,116,107.91,0.563658006417555,X-1906
X.1906.biib,binimetinib,121,102.34,0.534830762860988,X-1906
X.1906.biib,binimetinib,126,159.36,0.82993478935928,X-1906
X.1906.biib,binimetinib,129,137.22,0.71535037780768,X-1906
X.1906.biib,binimetinib,133,133.12,0.694131042335162,X-1906
X.1906.biib,binimetinib,142,188.65,0.98152365179588,X-1906
X.1906.biib,binimetinib,147,228.15,1.18595383500673,X-1906
X.1906.biib,binimetinib,156,214.24,1.11396335783045,X-1906
X.1906.biib,binimetinib,162,332.35,1.72523548286927,X-1906
X.1906.BK20,BKM120,0,200.55,1,X-1906
X.1906.BK20,BKM120,3,183.3,0.914413296948648,X-1906
X.1906.BK20,BKM120,7,203.35,1.01389233440834,X-1906
X.1906.BK20,BKM120,11,267.7,1.3331679483999,X-1906
X.1906.BK20,BKM120,16,237.14,1.18154304142893,X-1906
X.1906.BK20,BKM120,21,262.81,1.30890597866534,X-1906
X.1906.BK20,BKM120,24,245.48,1.22292235177375,X-1906
X.1906.BK20,BKM120,28,326.11,1.62297196725378,X-1906
X.1906.BK20,BKM120,32,312.67,1.55628876209377,X-1906
X.1906.BK20,BKM120,38,359.86,1.79042421235425,X-1906
X.1906.BK20,BKM120,43,373.97,1.86043165467626,X-1906
X.1906.BK20,BKM120,47,444.36,2.20967501860581,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,0,215.14,1,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,6,81.65,0.382391042842602,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,11,50.78,0.239566947348941,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,14,44.55,0.210743036920514,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,18,53.66,0.252891644304617,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,22,42.4,0.200795780512631,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,28,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,33,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,37,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,41,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,44,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,48,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,51,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,55,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,62,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,67,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,70,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,75,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,78,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,82,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,85,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,89,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,95,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,98,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,102,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,106,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,111,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,116,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,119,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,123,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,132,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,137,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,146,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,152,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,160,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,172,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,179,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,186,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,196,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,204,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,210,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,218,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,224,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,232,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,241,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,245,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,249,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,261,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,264,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,267,41.18,0.195151290830018,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,280,108.84,0.508189136670676,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,284,165.51,0.770380309058943,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,291,229.15,1.0648190987323,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,299,236.93,1.10081428703618,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,305,293.85,1.36416211714629,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,312,196.92,0.915702785231794,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,319,101.34,0.473489405015268,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,322,98.61,0.460858702692699,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,329,71.56,0.335708337188859,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,336,65.44,0.307393356158046,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,343,38.88,0.184510039789026,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,349,42.2,0.199870454335153,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,358,13.5,0.0670861478671232,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,364,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,371,0,0.0046266308873878,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,378,107.05,0.499907467382252,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,385,103.51,0.483529194040899,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,392,109.56,0.511520310909596,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,399,108.07,0.504626630887388,X-1906
X.1906.BK20.enib,BKM120 + encorafenib,401,119.33,0.556722494679375,X-1906
X.1906.CG97,CGM097,0,201.18,1,X-1906
X.1906.CG97,CGM097,3,245.69,1.2201503610644,X-1906
X.1906.CG97,CGM097,6,321.73,1.59625086556534,X-1906
X.1906.CG97,CGM097,10,396.9,1.96804827381541,X-1906
X.1906.CG97,CGM097,14,612.36,3.03373231773667,X-1906
X.1906.CG97,CGM097,19,828.48,4.10268077950341,X-1906
X.1906.CG97,CGM097,21,930.85,4.60901177168859,X-1906
X.1906.CL57,CLR457,0,190.46,1,X-1906
X.1906.CL57,CLR457,4,219.64,1.15240781364254,X-1906
X.1906.CL57,CLR457,8,266.45,1.39689752428706,X-1906
X.1906.CL57,CLR457,14,240.1,1.25927086597723,X-1906
X.1906.CL57,CLR457,19,259.2,1.35903060691528,X-1906
X.1906.CL57,CLR457,23,233.29,1.22370207876319,X-1906
X.1906.CL57,CLR457,27,198.2,1.0404261986838,X-1906
X.1906.CL57,CLR457,30,178.61,0.93810717643372,X-1906
X.1906.CL57,CLR457,34,240.1,1.25927086597723,X-1906
X.1906.CL57,CLR457,37,324.53,1.70025070510812,X-1906
X.1906.CL57,CLR457,41,316.37,1.6576308367283,X-1906
X.1906.CL57,CLR457,48,211.86,1.11177269403531,X-1906
X.1906.CL57,CLR457,53,261.79,1.37255823670741,X-1906
X.1906.CL57,CLR457,56,337.01,1.76543403321843,X-1906
X.1906.CL57,CLR457,61,454.85,2.38091507364463,X-1906
X.1906.CL57,CLR457,63,542.59,2.83918311918939,X-1906
X.1906.dane,dacarbazine,0,196,1,X-1906
X.1906.dane,dacarbazine,3,191.1,0.975126903553299,X-1906
X.1906.dane,dacarbazine,7,267.7,1.36395939086294,X-1906
X.1906.dane,dacarbazine,11,282.12,1.43715736040609,X-1906
X.1906.dane,dacarbazine,17,305.09,1.55375634517766,X-1906
X.1906.dane,dacarbazine,22,348.17,1.77243654822335,X-1906
X.1906.dane,dacarbazine,26,299.22,1.52395939086294,X-1906
X.1906.dane,dacarbazine,30,325.13,1.65548223350254,X-1906
X.1906.dane,dacarbazine,33,306.56,1.56121827411168,X-1906
X.1906.dane,dacarbazine,37,389.21,1.9807614213198,X-1906
X.1906.dane,dacarbazine,40,371.71,1.89192893401015,X-1906
X.1906.dane,dacarbazine,44,489.8,2.49137055837563,X-1906
X.1906.dane,dacarbazine,45,489.27,2.48868020304569,X-1906
X.1906.enib,encorafenib,0,196.01,1,X-1906
X.1906.enib,encorafenib,3,201.64,1.02857722958225,X-1906
X.1906.enib,encorafenib,7,80.19,0.412111060352266,X-1906
X.1906.enib,encorafenib,11,42.53,0.220953251104005,X-1906
X.1906.enib,encorafenib,16,18,0.0964418049845186,X-1906
X.1906.enib,encorafenib,21,25.92,0.136642810009644,X-1906
X.1906.enib,encorafenib,24,15.3,0.0827369169077712,X-1906
X.1906.enib,encorafenib,28,38.03,0.198111770976093,X-1906
X.1906.enib,encorafenib,32,43.45,0.225623064819045,X-1906
X.1906.enib,encorafenib,38,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,43,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,47,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,51,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,54,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,58,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,61,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,65,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,72,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,77,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,80,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,85,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,88,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,92,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,95,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,99,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,105,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,108,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,112,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,116,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,121,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,126,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,129,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,133,30.42,0.159484290137556,X-1906
X.1906.enib,encorafenib,142,64.51,0.332521191817674,X-1906
X.1906.enib,encorafenib,147,89.23,0.457997055987006,X-1906
X.1906.enib,encorafenib,156,66.25,0.341353230800467,X-1906
X.1906.enib,encorafenib,162,128.37,0.656667174255114,X-1906
X.1906.enib,encorafenib,170,118.35,0.605806811836963,X-1906
X.1906.enib,encorafenib,182,75.71,0.389371097913811,X-1906
X.1906.enib,encorafenib,189,63.63,0.328054413481549,X-1906
X.1906.enib,encorafenib,196,196.99,1.00497436678341,X-1906
X.1906.enib,encorafenib,206,336.82,1.71473529262474,X-1906
X.1906.enib,encorafenib,214,335.96,1.71037003197807,X-1906
X.1906.enib,encorafenib,220,432.45,2.20014212476524,X-1906
X.1906.enib,encorafenib,228,572.22,2.9095984975382,X-1906
X.1906.enib,encorafenib,234,733.82,3.72986142835389,X-1906
X.1906.enib,encorafenib,242,804.65,4.08938632556723,X-1906
X.1906.enib,encorafenib,251,896.63,4.55626617938176,X-1906
X.1906.enib,encorafenib,255,1461.2,7.42195827622963,X-1906
X.1906.enib,encorafenib,259,1479.7,7.51586213897772,X-1906
X.1906.enib,encorafenib,262,874.64,4.44464747982336,X-1906
X.1906.enib,encorafenib,266,556.61,2.8303639409167,X-1906
X.1906.enib,encorafenib,271,277.25,1.41236485457591,X-1906
X.1906.enib,encorafenib,274,192.82,0.983807928531547,X-1906
X.1906.enib,encorafenib,277,157.12,0.802598852850109,X-1906
X.1906.enib,encorafenib,290,62.43,0.321963352114106,X-1906
X.1906.enib,encorafenib,294,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,301,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,309,0,0.0050758844728694,X-1906
X.1906.enib,encorafenib,315,0,0.0050758844728694,X-1906
X.1906.enib.biib,encorafenib + binimetinib,0,207.83,1,X-1906
X.1906.enib.biib,encorafenib + binimetinib,3,109.8,0.530575108940286,X-1906
X.1906.enib.biib,encorafenib + binimetinib,7,83.11,0.402767801561078,X-1906
X.1906.enib.biib,encorafenib + binimetinib,11,0,0.00478858401570656,X-1906
X.1906.enib.biib,encorafenib + binimetinib,17,0,0.00478858401570656,X-1906
X.1906.enib.biib,encorafenib + binimetinib,22,0,0.00478858401570656,X-1906
