model_id,drug,time,volume,volume_normal,patient_id
X.1055.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,79,62.2,0.313647642679901,X-1055
X.1055.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,81,53.2,0.268982630272953,X-1055
X.1055.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,85,32.7,0.167245657568238,X-1055
X.1055.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,86,62.6,0.315632754342432,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,0,212.8,1,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,6,144.8,0.681945743685688,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,10,139,0.654817586529467,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,13,153.1,0.720767072029935,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,17,136.9,0.644995322731525,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,20,145.2,0.683816651075772,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,25,176.4,0.829747427502339,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,28,194.6,0.914873713751169,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,31,210.5,0.989242282507016,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,34,209.7,0.985500467726847,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,38,247.2,1.16089803554724,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,41,274,1.28624883068288,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,46,310.7,1.45790458372311,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,49,247.6,1.16276894293732,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,53,270.1,1.26800748362956,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,56,309.7,1.4532273152479,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,60,302.5,1.41955098222638,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,63,278.8,1.30869971936389,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,68,259.2,1.21702525724977,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,70,334.8,1.57062675397568,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,75,308.1,1.44574368568756,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,77,300.3,1.40926099158092,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,81,251.3,1.1800748362956,X-1055
X.1055.BY19.enib,BYL719 + encorafenib,88,304.8,1.43030869971936,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,0,229.6,1,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,3,202.7,0.883347788378144,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,7,166.4,0.725932350390286,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,10,137.7,0.601474414570685,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,14,164.1,0.715958369470945,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,18,211,0.919340849956635,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,24,202.3,0.881613183000867,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,28,201.2,0.876843018213356,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,31,132.1,0.577189939288812,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,35,169.6,0.7398091934085,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,38,159.1,0.694275802254987,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,43,149,0.650477016478751,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,46,182.6,0.796183868169991,X-1055
X.1055.BY19.LJ16,BYL719 + LJM716,49,197.1,0.859063313096271,X-1055
X.1055.ceab,cetuximab,0,213,1,X-1055
X.1055.ceab,cetuximab,4,209.4,0.983177570093458,X-1055
X.1055.ceab,cetuximab,8,218.7,1.02663551401869,X-1055
X.1055.ceab,cetuximab,11,236.4,1.10934579439252,X-1055
X.1055.ceab,cetuximab,14,211.5,0.992990654205608,X-1055
X.1055.ceab,cetuximab,18,148,0.696261682242991,X-1055
X.1055.ceab,cetuximab,21,142.9,0.672429906542056,X-1055
X.1055.ceab,cetuximab,25,116.7,0.55,X-1055
X.1055.ceab,cetuximab,28,126,0.593457943925234,X-1055
X.1055.ceab,cetuximab,32,124.4,0.585981308411215,X-1055
X.1055.ceab,cetuximab,35,124.8,0.58785046728972,X-1055
X.1055.ceab,cetuximab,41,96.1,0.453738317757009,X-1055
X.1055.ceab,cetuximab,48,69.2,0.32803738317757,X-1055
X.1055.ceab,cetuximab,53,109.8,0.517757009345794,X-1055
X.1055.ceab,cetuximab,56,82,0.38785046728972,X-1055
X.1055.ceab,cetuximab,60,88.2,0.416822429906542,X-1055
X.1055.ceab,cetuximab,63,101.1,0.477102803738318,X-1055
X.1055.ceab,cetuximab,67,101.4,0.478504672897196,X-1055
X.1055.ceab,cetuximab,71,98.7,0.46588785046729,X-1055
X.1055.ceab,cetuximab,77,136.2,0.641121495327103,X-1055
X.1055.ceab,cetuximab,81,137.4,0.646728971962617,X-1055
X.1055.ceab,cetuximab,84,88.1,0.416355140186916,X-1055
X.1055.ceab,cetuximab,88,70.9,0.335981308411215,X-1055
X.1055.ceab,cetuximab,91,88.8,0.419626168224299,X-1055
X.1055.ceab,cetuximab,96,85.6,0.404672897196262,X-1055
X.1055.ceab,cetuximab,99,99.7,0.470560747663551,X-1055
X.1055.ceab,cetuximab,102,88.7,0.419158878504673,X-1055
X.1055.ceab,cetuximab,103,92.6,0.437383177570093,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,0,233.9,1,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,1,269.1,1.14985100042571,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,5,205.6,0.879523201362282,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,8,180.9,0.774372073222648,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,12,175.6,0.751809280544913,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,16,206.9,0.885057471264368,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,22,184.5,0.789697743720732,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,26,194.1,0.83056619838229,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,29,156.7,0.67134951042997,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,33,180,0.770540655598127,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,36,145.1,0.621966794380587,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,41,172.8,0.739889314601958,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,44,177,0.75776926351639,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,47,207.8,0.888888888888889,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,50,208.4,0.891443167305236,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,54,223.8,0.957002979991486,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,57,243.4,1.04044274159217,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,62,283.8,1.21243082162622,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,65,273.5,1.16858237547893,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,69,339.5,1.44955300127714,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,72,327.5,1.39846743295019,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,76,343.9,1.46828437633035,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,79,283.8,1.21243082162622,X-1055
X.1055.ceab.enib,cetuximab + encorafenib,82,341.6,1.45849297573436,X-1055
X.1055.CG97,CGM097,0,222.4,1,X-1055
X.1055.CG97,CGM097,3,255.6,1.14861235452104,X-1055
X.1055.CG97,CGM097,9,227.4,1.02238137869293,X-1055
X.1055.CG97,CGM097,16,262.1,1.17770814682184,X-1055
X.1055.CG97,CGM097,21,273.5,1.22873769024172,X-1055
X.1055.CG97,CGM097,24,290.4,1.30438675022381,X-1055
X.1055.CG97,CGM097,28,366.9,1.6468218442256,X-1055
X.1055.CG97,CGM097,31,383.3,1.72023276633841,X-1055
X.1055.CG97,CGM097,35,381.6,1.71262309758281,X-1055
X.1055.CK20,CKX620,0,210.8,1,X-1055
X.1055.CK20,CKX620,3,212.9,1.00991501416431,X-1055
X.1055.CK20,CKX620,6,164.6,0.781869688385269,X-1055
X.1055.CK20,CKX620,10,169.9,0.806893295561851,X-1055
X.1055.CK20,CKX620,13,171.4,0.813975448536355,X-1055
X.1055.CK20,CKX620,19,154.8,0.735599622285175,X-1055
X.1055.CK20,CKX620,26,125.4,0.596789423984891,X-1055
X.1055.CK20,CKX620,31,111.1,0.529272898961284,X-1055
X.1055.CL57,CLR457,0,217.2,1,X-1055
X.1055.CL57,CLR457,3,203.5,0.937213565536205,X-1055
X.1055.CL57,CLR457,7,217.6,1.00183318056829,X-1055
X.1055.CL57,CLR457,10,233.7,1.0756186984418,X-1055
X.1055.CL57,CLR457,14,161.9,0.746562786434464,X-1055
X.1055.CL57,CLR457,18,162.5,0.749312557286893,X-1055
X.1055.CL57,CLR457,24,120.7,0.557745187901008,X-1055
X.1055.CL57,CLR457,28,129.9,0.599908340971586,X-1055
X.1055.CL57,CLR457,31,127.6,0.589367552703941,X-1055
X.1055.CL57,CLR457,35,154.4,0.712190650779102,X-1055
X.1055.CL57,CLR457,38,131.6,0.607699358386801,X-1055
X.1055.CL57,CLR457,43,180,0.829514207149404,X-1055
X.1055.CL57,CLR457,46,203.5,0.937213565536205,X-1055
X.1055.CL57,CLR457,49,178.1,0.820806599450046,X-1055
X.1055.CL57,CLR457,52,194.9,0.897800183318057,X-1055
X.1055.CL57,CLR457,56,179.8,0.828597616865261,X-1055
X.1055.CL57,CLR457,59,209.2,0.963336388634281,X-1055
X.1055.CL57,CLR457,64,206.5,0.95096241979835,X-1055
X.1055.CL57,CLR457,67,141,0.650779101741522,X-1055
X.1055.CL57,CLR457,71,154.2,0.711274060494959,X-1055
X.1055.CL57,CLR457,74,173.8,0.801099908340972,X-1055
X.1055.CL57,CLR457,78,177.2,0.816681943171402,X-1055
X.1055.CL57,CLR457,81,146.6,0.676443629697525,X-1055
X.1055.CL57,CLR457,86,119.6,0.552703941338222,X-1055
X.1055.CL57,CLR457,88,175.9,0.810724106324473,X-1055
X.1055.CL57,CLR457,93,172.3,0.794225481209899,X-1055
X.1055.enib,encorafenib,0,209.7,1,X-1055
X.1055.enib,encorafenib,3,237.6,1.13241575700047,X-1055
X.1055.enib,encorafenib,9,243.3,1.15946843853821,X-1055
X.1055.enib,encorafenib,16,323.8,1.54152823920266,X-1055
X.1055.enib,encorafenib,21,346.6,1.64973896535358,X-1055
X.1055.enib,encorafenib,24,320.7,1.52681537731372,X-1055
X.1055.enib,encorafenib,28,416.3,1.98054105363075,X-1055
X.1055.enib,encorafenib,31,512.3,2.43616516373991,X-1055
X.1055.enib,encorafenib,35,541.9,2.57664926435691,X-1055
X.1055.HD01,HDM201,0,232.6,1,X-1055
X.1055.HD01,HDM201,3,229,0.98458904109589,X-1055
X.1055.HD01,HDM201,7,279.5,1.20077054794521,X-1055
X.1055.HD01,HDM201,10,319.1,1.37029109589041,X-1055
X.1055.HD01,HDM201,14,322,1.38270547945205,X-1055
X.1055.HD01,HDM201,17,421.7,1.80950342465753,X-1055
X.1055.HD01,HDM201,23,424.4,1.82106164383562,X-1055
X.1055.HD01,HDM201,30,503.4,2.15924657534247,X-1055
X.1055.HD01,HDM201,35,644.4,2.76284246575342,X-1055
X.1055.LE11,LEE011,0,212.8,1,X-1055
X.1055.LE11,LEE011,3,283.1,1.3288119738073,X-1055
X.1055.LE11,LEE011,7,203.1,0.954630495790458,X-1055
X.1055.LE11,LEE011,10,176.5,0.83021515434986,X-1055
X.1055.LE11,LEE011,14,210.7,0.990177736202058,X-1055
X.1055.LE11,LEE011,17,212.4,0.998129092609916,X-1055
X.1055.LE11,LEE011,23,274.5,1.28858746492049,X-1055
X.1055.LE11,LEE011,30,237,1.11318989710009,X-1055
X.1055.LE11,LEE011,35,229.5,1.07811038353601,X-1055
X.1055.LE11,LEE011,38,218.5,1.0266604303087,X-1055
X.1055.LE11,LEE011,42,297.2,1.39476145930776,X-1055
X.1055.LE11,LEE011,45,315.9,1.4822263797942,X-1055
X.1055.LE11,LEE011,49,256.7,1.20533208606174,X-1055
X.1055.LE11,LEE011,53,250.6,1.17680074836296,X-1055
X.1055.LE11,LEE011,59,226.5,1.06407857811038,X-1055
X.1055.LE11,LEE011,63,253.6,1.19083255378859,X-1055
X.1055.LE11,LEE011,66,156.8,0.738072965388213,X-1055
X.1055.LE11,LEE011,70,152.9,0.719831618334892,X-1055
X.1055.LE11,LEE011,73,169.5,0.797474275023386,X-1055
X.1055.LE11,LEE011,78,406.8,1.90739008419083,X-1055
X.1055.LE11,LEE011,81,339.6,1.59307764265669,X-1055
X.1055.LE11,LEE011,84,276.6,1.29840972871843,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,0,211.06,1,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,3,143.31,0.680514948599453,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,6,147.95,0.70239554842969,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,10,129.53,0.615533339620862,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,12,140.21,0.665896444402528,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,20,107.38,0.511081769310572,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,24,182.85,0.866971611807979,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,27,141.33,0.671177968499481,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,31,207.36,0.982552107893992,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,34,151.21,0.717768556069037,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,38,166.08,0.787890219749128,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,41,152.11,0.722012637932661,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,45,210.64,0.998019428463642,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,49,229.17,1.08540035838914,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,52,231.99,1.09869848156182,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,55,212.46,1.00660190512119,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,60,228.27,1.08115627652551,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,63,244.67,1.15849287937376,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,67,383.94,1.81524096953692,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,70,298.27,1.41125153258512,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,74,220.2,1.04310100914835,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,77,300.42,1.42139017259266,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,81,556.74,2.63010468735264,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,84,489.66,2.31377911911723,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,88,643.06,3.03715929453928,X-1055
X.1055.LF27.biib,LFW527 + binimetinib,91,830.58,3.92143732905781,X-1055
X.1055.LJ49,LJC049,0,225.6,1,X-1055
X.1055.LJ49,LJC049,5,231.3,1.02515445719329,X-1055
X.1055.LJ49,LJC049,8,239.8,1.06266548984996,X-1055
X.1055.LJ49,LJC049,12,260.5,1.1540158870256,X-1055
X.1055.LJ49,LJC049,15,246.9,1.09399823477493,X-1055
X.1055.LJ49,LJC049,19,239.8,1.06266548984996,X-1055
X.1055.LJ49,LJC049,23,264.2,1.17034421888791,X-1055
X.1055.LJ49,LJC049,29,272.8,1.20829655781112,X-1055
X.1055.LJ49,LJC049,33,275.1,1.21844660194175,X-1055
X.1055.LJ49,LJC049,36,268.5,1.18932038834951,X-1055
X.1055.LJ49,LJC049,40,307.9,1.36319505736981,X-1055
X.1055.LJ49,LJC049,43,307.2,1.36010591350397,X-1055
X.1055.LJ49,LJC049,48,476.8,2.10856134157105,X-1055
X.1055.LJ49,LJC049,51,521.9,2.30759046778464,X-1055
X.1055.LJ49,LJC049,54,556.3,2.45939982347749,X-1055
X.1055.LJ49,LJC049,57,567.3,2.50794351279788,X-1055
X.1055.LJ49,LJC049,61,647.9,2.86363636363636,X-1055
X.1055.LJ49,LJC049,64,691.3,3.05516328331862,X-1055
X.1055.LJ49,LJC049,68,751,3.31862312444837,X-1055
X.1055.LK36,LKA136,0,228.5,1,X-1055
X.1055.LK36,LKA136,3,182.2,0.798257080610022,X-1055
X.1055.LK36,LKA136,7,198.5,0.869281045751634,X-1055
X.1055.LK36,LKA136,10,266.7,1.16644880174292,X-1055
X.1055.LK36,LKA136,14,198.6,0.869716775599129,X-1055
X.1055.LK36,LKA136,18,251.3,1.09934640522876,X-1055
X.1055.LK36,LKA136,24,331.2,1.44749455337691,X-1055
X.1055.LK36,LKA136,28,599.1,2.61481481481481,X-1055
X.1055.uned,untreated,0,229.1,1,X-1055
X.1055.uned,untreated,5,381.7,1.66318991742721,X-1055
X.1055.uned,untreated,9,526.1,2.29074315514994,X-1055
X.1055.uned,untreated,12,529.8,2.30682312038244,X-1055
X.1055.uned,untreated,16,561.5,2.44458930899609,X-1055
X.1055.uned,untreated,19,747.6,3.25336810082573,X-1055
X.1055.uned,untreated,22,857.1,3.72924815297697,X-1055
X.1055.uned,untreated,26,891.1,3.87700999565406,X-1055
X.1055.uned,untreated,29,988.2,4.29900043459366,X-1055
X.1055.uned,untreated,33,1127.2,4.90308561495002,X-1055
X.1119.5FFU,5FU,0,214.9,1,X-1119
X.1119.5FFU,5FU,2,226.5,1.05372857804539,X-1119
X.1119.5FFU,5FU,6,177.8,0.828161185734136,X-1119
X.1119.5FFU,5FU,10,175.6,0.817971283001389,X-1119
X.1119.5FFU,5FU,15,157.6,0.734599351551644,X-1119
X.1119.5FFU,5FU,20,150.4,0.701250578971746,X-1119
X.1119.5FFU,5FU,23,199.2,0.927281148679944,X-1119
X.1119.5FFU,5FU,27,154.8,0.721630384437239,X-1119
X.1119.5FFU,5FU,30,172.4,0.803149606299213,X-1119
X.1119.5FFU,5FU,35,174,0.810560444650301,X-1119
X.1119.5FFU,5FU,38,169,0.78740157480315,X-1119
X.1119.5FFU,5FU,41,157.5,0.734136174154701,X-1119
X.1119.5FFU,5FU,44,154,0.717924965261695,X-1119
X.1119.5FFU,5FU,48,146.8,0.684576192681797,X-1119
X.1119.5FFU,5FU,51,178.8,0.832792959703566,X-1119
X.1119.5FFU,5FU,56,159.9,0.745252431681334,X-1119
X.1119.5FFU,5FU,58,180.5,0.840666975451598,X-1119
X.1119.5FFU,5FU,62,142,0.662343677628532,X-1119
X.1119.5FFU,5FU,65,159.3,0.742473367299676,X-1119
X.1119.5FFU,5FU,70,101.5,0.474756831866605,X-1119
X.1119.5FFU,5FU,71,92.9,0.434923575729504,X-1119
X.1119.5FFU,5FU,73,103.9,0.485873089393238,X-1119
X.1119.5FFU,5FU,77,109.2,0.510421491431218,X-1119
X.1119.5FFU,5FU,80,100.6,0.470588235294118,X-1119
X.1119.5FFU,5FU,86,114.8,0.536359425660028,X-1119
X.1119.5FFU,5FU,90,104.2,0.487262621584067,X-1119
X.1119.biib,binimetinib,0,208,1,X-1119
X.1119.biib,binimetinib,4,303,1.45454545454545,X-1119
X.1119.biib,binimetinib,6,289.5,1.38995215311005,X-1119
X.1119.biib,binimetinib,10,333,1.59808612440191,X-1119
X.1119.biib,binimetinib,14,339.9,1.6311004784689,X-1119
X.1119.biib,binimetinib,19,452.3,2.1688995215311,X-1119
X.1119.biib,binimetinib,24,539.1,2.58421052631579,X-1119
X.1119.biib,binimetinib,27,529.3,2.53732057416268,X-1119
X.1119.BK20,BKM120,0,200.1,1,X-1119
X.1119.BK20,BKM120,2,201.8,1.00845350571855,X-1119
X.1119.BK20,BKM120,6,164.2,0.821481849825957,X-1119
X.1119.BK20,BKM120,10,243.7,1.21680755842864,X-1119
X.1119.BK20,BKM120,15,296.8,1.4808552958727,X-1119
X.1119.BK20,BKM120,20,421.9,2.10293386374938,X-1119
X.1119.BK20,BKM120,23,505.9,2.5206364992541,X-1119
X.1119.BK20.LJ49,BKM120 + LJC049,0,208.4,1,X-1119
X.1119.BK20.LJ49,BKM120 + LJC049,3,259.1,1.24212034383954,X-1119
X.1119.BK20.LJ49,BKM120 + LJC049,8,390.2,1.86819484240688,X-1119
X.1119.BK20.LJ49,BKM120 + LJC049,13,461.8,2.21012416427889,X-1119
X.1119.BK20.LJ49,BKM120 + LJC049,15,503.9,2.41117478510029,X-1119
X.1119.BY19,BYL719,0,225.6,1,X-1119
X.1119.BY19,BYL719,3,286.1,1.26699029126214,X-1119
X.1119.BY19,BYL719,8,374,1.65489849955869,X-1119
X.1119.BY19,BYL719,13,450.4,1.99205648720212,X-1119
X.1119.BY19,BYL719,16,552,2.44042365401589,X-1119
X.1119.BY19,BYL719,20,633.8,2.80141218005296,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,0,278.4,1,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,3,270.4,0.971367215461704,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,8,334.2,1.19971367215462,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,13,409.7,1.46993557623479,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,16,385.1,1.38188976377953,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,20,365.5,1.3117394416607,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,23,350.4,1.25769506084467,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,28,394.7,1.41624910522548,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,31,374.8,1.34502505368647,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,34,365.3,1.31102362204724,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,37,361.8,1.29849677881174,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,41,402.2,1.44309234073014,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,44,397.1,1.42483894058697,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,49,388.5,1.3940586972083,X-1119
X.1119.BY19.biib,BYL719 + binimetinib,51,369.3,1.32534001431639,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,0,247.3,1,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,2,245.1,0.991139750302054,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,7,282.7,1.1425694724124,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,11,399.2,1.61175996778091,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,14,447.6,1.80668546113572,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,21,657.1,2.65042287555377,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,24,756.4,3.05034232782924,X-1119
X.1119.BY19.ceab,BYL719 + cetuximab,28,963.6,3.8848167539267,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,0,268.1,1,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,3,406.8,1.51542177629134,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,6,407.3,1.51727982162765,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,13,570.4,2.12337421033073,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,17,878.9,3.26978818283166,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,20,999.3,3.71720549981419,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,27,1249.7,4.64771460423634,X-1119
X.1119.BY19.ceab.enib,BYL719 + cetuximab + encorafenib,28,1388.1,5.1620215533259,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,0,198,1,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,3,236.1,1.19145728643216,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,8,384.2,1.9356783919598,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,13,467.4,2.35376884422111,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,16,627.1,3.15628140703518,X-1119
X.1119.BY19.enib,BYL719 + encorafenib,20,683.8,3.44120603015075,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,0,203.9,1,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,3,178.2,0.874572962420693,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,8,239.2,1.17227916056613,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,13,334.4,1.63689604685212,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,16,473.1,2.31381161542216,X-1119
X.1119.BY19.LJ16,BYL719 + LJM716,20,652.1,3.18740849194729,X-1119
X.1119.ceab,cetuximab,0,214.1,1,X-1119
X.1119.ceab,cetuximab,3,289.4,1.35006973500697,X-1119
X.1119.ceab,cetuximab,6,312.7,1.45839144583914,X-1119
X.1119.ceab,cetuximab,10,420.2,1.9581589958159,X-1119
X.1119.ceab,cetuximab,13,485.9,2.26359832635983,X-1119
X.1119.ceab,cetuximab,17,542.2,2.52533705253371,X-1119
X.1119.ceab,cetuximab,20,731.9,3.40725244072524,X-1119
X.1119.ceab,cetuximab,25,899.3,4.18549511854951,X-1119
X.1119.ceab,cetuximab,28,1120.7,5.21478382147838,X-1119
X.1119.ceab,cetuximab,31,1399.9,6.51278475127848,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,0,245,1,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,3,362,1.47560975609756,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,7,365.6,1.49024390243902,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,10,401.2,1.6349593495935,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,15,567,2.30894308943089,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,18,679.3,2.76544715447154,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,21,733.6,2.98617886178862,X-1119
X.1119.ceab.enib,cetuximab + encorafenib,28,1108.8,4.51138211382114,X-1119
X.1119.CG97,CGM097,0,212.1,1,X-1119
X.1119.CG97,CGM097,2,238.3,1.12294697325199,X-1119
X.1119.CG97,CGM097,6,284,1.33740028155795,X-1119
X.1119.CG97,CGM097,10,256.4,1.20788362271234,X-1119
X.1119.CG97,CGM097,15,421.3,1.98169873298921,X-1119
X.1119.CG97,CGM097,20,388.6,1.82824964805256,X-1119
X.1119.CG97,CGM097,23,454.8,2.13890192397935,X-1119
X.1119.CG97,CGM097,27,467.4,2.19802909432191,X-1119
X.1119.CK20,CKX620,0,197.1,1,X-1119
X.1119.CK20,CKX620,2,192.9,0.978798586572438,X-1119
X.1119.CK20,CKX620,6,215.8,1.09439676930843,X-1119
X.1119.CK20,CKX620,10,272.7,1.38162544169611,X-1119
X.1119.CK20,CKX620,15,330.6,1.67390206966179,X-1119
X.1119.CK20,CKX620,20,323.5,1.63806158505805,X-1119
X.1119.CK20,CKX620,23,287.3,1.45532559313478,X-1119
X.1119.CK20,CKX620,27,286.8,1.45280161534579,X-1119
X.1119.CK20,CKX620,30,283.4,1.43563856638062,X-1119
X.1119.CK20,CKX620,35,368.1,1.86320040383645,X-1119
X.1119.CK20,CKX620,38,332.9,1.68551236749117,X-1119
X.1119.CK20,CKX620,41,354.6,1.79505300353357,X-1119
X.1119.CK20,CKX620,44,266.1,1.34830893488137,X-1119
X.1119.CK20,CKX620,48,338.2,1.71226653205452,X-1119
X.1119.CK20,CKX620,51,338.3,1.71277132761232,X-1119
X.1119.CK20,CKX620,56,386.5,1.95608278647148,X-1119
X.1119.CL57,CLR457,0,233.8,1,X-1119
X.1119.CL57,CLR457,3,223.4,0.955706984667802,X-1119
