id,drug_id,model_id,response_type,value
13314,36,2663,AUC,177.7700
13315,36,2663,survival,20.0000
13316,37,2664,mRECIST,SD
13317,37,2664,best.average.response,7.2507
13318,37,2664,slope,51.1334
13319,37,2664,AUC,249.5308
13320,37,2664,survival,91.0000
13321,38,2665,mRECIST,SD
13322,38,2665,best.average.response,2.6807
13323,38,2665,slope,76.2993
13324,38,2665,AUC,294.7684
13325,38,2665,survival,49.0000
13326,39,2666,mRECIST,SD
13327,39,2666,best.average.response,7.4092
13328,39,2666,slope,84.4130
13329,39,2666,AUC,399.0837
13330,39,2666,survival,43.0000
13331,22,2667,mRECIST,SD
13332,22,2667,best.average.response,9.1682
13333,22,2667,slope,77.9475
13334,22,2667,AUC,310.9314
13335,22,2667,survival,43.0000
13336,23,2668,mRECIST,PD
13337,23,2668,best.average.response,24.3519
13338,23,2668,slope,86.9043
13339,23,2668,AUC,547.1321
13340,23,2668,survival,42.0000
13341,40,2669,mRECIST,SD
13342,40,2669,best.average.response,17.0241
13343,40,2669,slope,82.3309
13344,40,2669,AUC,358.2919
13345,40,2669,survival,43.0000
13346,24,2670,mRECIST,SD
13347,24,2670,best.average.response,6.4512
13348,24,2670,slope,47.2341
13349,24,2670,AUC,253.6280
13350,24,2670,survival,95.0000
13351,5,2671,mRECIST,SD
13352,5,2671,best.average.response,-2.2255
13353,5,2671,slope,49.8418
13354,5,2671,AUC,230.4208
13355,5,2671,survival,91.0000
13356,7,2672,mRECIST,PD
13357,7,2672,best.average.response,35.7412
13358,7,2672,slope,86.3226
13359,7,2672,AUC,510.4134
13360,7,2672,survival,41.0000
13361,26,2673,mRECIST,SD
13362,26,2673,best.average.response,3.7139
13363,26,2673,slope,71.9941
13364,26,2673,AUC,260.7185
13365,26,2673,survival,46.0000
13366,11,2674,mRECIST,SD
13367,11,2674,best.average.response,-17.7323
13368,11,2674,slope,-56.2144
13369,11,2674,AUC,175.5284
13370,11,2674,survival,89.0000
13371,41,2675,mRECIST,PD
13372,41,2675,best.average.response,28.9626
13373,41,2675,slope,86.7834
13374,41,2675,AUC,466.9867
13375,41,2675,survival,30.0000
13376,42,2676,mRECIST,SD
13377,42,2676,best.average.response,18.8058
13378,42,2676,slope,82.5589
13379,42,2676,AUC,383.9589
13380,42,2676,survival,45.0000
13381,16,2677,mRECIST,SD
13382,16,2677,best.average.response,10.9031
13383,16,2677,slope,84.6410
13384,16,2677,AUC,405.6291
13385,16,2677,survival,43.0000
13386,20,2678,mRECIST,SD
13387,20,2678,best.average.response,-1.6764
13388,20,2678,slope,2.3008
13389,20,2678,AUC,187.2286
13390,20,2678,survival,56.0000
13391,36,2679,mRECIST,SD
13392,36,2679,best.average.response,-1.7889
13393,36,2679,slope,12.9470
13394,36,2679,AUC,207.1462
13395,36,2679,survival,53.0000
13396,23,2680,mRECIST,SD
13397,23,2680,best.average.response,10.4466
13398,23,2680,slope,83.4243
13399,23,2680,AUC,294.4794
13400,23,2680,survival,17.0000
13401,5,2681,mRECIST,SD
13402,5,2681,best.average.response,8.8983
13403,5,2681,slope,50.0497
13404,5,2681,AUC,240.1653
13405,5,2681,survival,49.0000
13406,7,2682,mRECIST,SD
13407,7,2682,best.average.response,0.6366
13408,7,2682,slope,48.4688
13409,7,2682,AUC,201.6937
13410,7,2682,survival,32.0000
13411,11,2683,mRECIST,SD
13412,11,2683,best.average.response,-15.0931
13413,11,2683,slope,-39.8795
13414,11,2683,AUC,181.8492
13415,11,2683,survival,66.0000
13416,16,2684,mRECIST,SD
13417,16,2684,best.average.response,1.1413
13418,16,2684,slope,57.3629
13419,16,2684,AUC,227.5280
13420,16,2684,survival,76.0000
13421,18,2685,mRECIST,PD
13422,18,2685,best.average.response,55.5622
13423,18,2685,slope,88.3508
13424,18,2685,AUC,577.7625
13425,18,2685,survival,24.0000
13426,1,2686,mRECIST,PD
13427,1,2686,best.average.response,39.3083
13428,1,2686,slope,87.6442
13429,1,2686,AUC,739.3321
13430,1,2686,survival,42.0000
13431,2,2687,mRECIST,SD
13432,2,2687,best.average.response,8.1176
13433,2,2687,slope,80.9379
13434,2,2687,AUC,340.5887
13435,2,2687,survival,73.0000
13436,20,2688,mRECIST,PD
13437,20,2688,best.average.response,29.8899
13438,20,2688,slope,88.2028
13439,20,2688,AUC,835.1321
13440,20,2688,survival,42.0000
13441,60,2689,mRECIST,SD
13442,60,2689,best.average.response,18.8193
13443,60,2689,slope,81.7377
13444,60,2689,AUC,449.5519
13445,60,2689,survival,66.0000
13446,22,2690,mRECIST,SD
13447,22,2690,best.average.response,21.6772
13448,22,2690,slope,87.5514
13449,22,2690,AUC,796.1565
13450,22,2690,survival,46.0000
13451,5,2691,mRECIST,SD
13452,5,2691,best.average.response,15.3798
13453,5,2691,slope,82.1531
13454,5,2691,AUC,464.9525
13455,5,2691,survival,67.0000
13456,61,2692,mRECIST,SD
13457,61,2692,best.average.response,5.5287
13458,61,2692,slope,82.4204
13459,61,2692,AUC,371.8800
13460,61,2692,survival,64.0000
13461,46,2693,mRECIST,PD
13462,46,2693,best.average.response,20.8238
13463,46,2693,slope,87.7154
13464,46,2693,AUC,639.6585
13465,46,2693,survival,41.0000
13466,26,2694,mRECIST,PD
13467,26,2694,best.average.response,44.2538
13468,26,2694,slope,87.3598
13469,26,2694,AUC,729.0184
13470,26,2694,survival,49.0000
13471,27,2695,mRECIST,PD
13472,27,2695,best.average.response,39.0563
13473,27,2695,slope,86.0337
13474,27,2695,AUC,545.9258
13475,27,2695,survival,60.0000
13476,28,2696,mRECIST,CR
13477,28,2696,best.average.response,-73.1448
13478,28,2696,slope,-81.9652
13479,28,2696,AUC,48.2397
13480,28,2696,survival,88.0000
13481,62,2697,mRECIST,CR
13482,62,2697,best.average.response,-78.8810
13483,62,2697,slope,-86.5133
13484,62,2697,AUC,84.1500
13485,62,2697,survival,23.0000
13486,11,2698,mRECIST,SD
13487,11,2698,best.average.response,22.4731
13488,11,2698,slope,86.3202
13489,11,2698,AUC,588.5861
13490,11,2698,survival,54.0000
13491,53,2699,mRECIST,PR
13492,53,2699,best.average.response,-30.8224
13493,53,2699,slope,-6.7517
13494,53,2699,AUC,193.8742
13495,53,2699,survival,77.0000
13496,56,2700,mRECIST,PD
13497,56,2700,best.average.response,33.4225
13498,56,2700,slope,88.4242
13499,56,2700,AUC,618.7540
13500,56,2700,survival,25.0000
13501,57,2701,mRECIST,PD
13502,57,2701,best.average.response,99.5353
13503,57,2701,slope,88.7858
13504,57,2701,AUC,716.5652
13505,57,2701,survival,23.0000
13506,59,2702,mRECIST,PD
13507,59,2702,best.average.response,41.6517
13508,59,2702,slope,88.6655
13509,59,2702,AUC,702.0087
13510,59,2702,survival,23.0000
13511,16,2703,mRECIST,PD
13512,16,2703,best.average.response,79.5505
13513,16,2703,slope,88.4640
13514,16,2703,AUC,674.1357
13515,16,2703,survival,21.0000
13516,18,2704,mRECIST,SD
13517,18,2704,best.average.response,-8.8096
13518,18,2704,slope,68.2098
13519,18,2704,AUC,223.0300
13520,18,2704,survival,35.0000
13521,1,2705,mRECIST,SD
13522,1,2705,best.average.response,-29.0347
13523,1,2705,slope,32.5865
13524,1,2705,AUC,191.3093
13525,1,2705,survival,100.0000
13526,2,2706,mRECIST,SD
13527,2,2706,best.average.response,-26.7213
13528,2,2706,slope,-7.8410
13529,2,2706,AUC,176.1392
13530,2,2706,survival,117.0000
13531,19,2707,mRECIST,PR
13532,19,2707,best.average.response,-52.5580
13533,19,2707,slope,-76.2755
13534,19,2707,AUC,127.7458
13535,19,2707,survival,106.0000
13536,20,2708,mRECIST,SD
13537,20,2708,best.average.response,-28.6475
13538,20,2708,slope,-37.7146
13539,20,2708,AUC,179.9533
13540,20,2708,survival,110.0000
13541,21,2709,mRECIST,PR
13542,21,2709,best.average.response,-36.4328
13543,21,2709,slope,64.8548
13544,21,2709,AUC,252.7442
13545,21,2709,survival,63.0000
13546,22,2710,mRECIST,PR
13547,22,2710,best.average.response,-37.3316
13548,22,2710,slope,11.0276
13549,22,2710,AUC,139.2850
13550,22,2710,survival,106.0000
13551,23,2711,mRECIST,SD
13552,23,2711,best.average.response,13.6609
13553,23,2711,slope,86.4598
13554,23,2711,AUC,416.6129
13555,23,2711,survival,31.0000
13556,4,2712,mRECIST,SD
13557,4,2712,best.average.response,-8.8651
13558,4,2712,slope,76.5822
13559,4,2712,AUC,302.9800
13560,4,2712,survival,60.0000
13561,24,2713,mRECIST,PR
13562,24,2713,best.average.response,-38.2847
13563,24,2713,slope,-65.7956
13564,24,2713,AUC,136.2342
13565,24,2713,survival,117.0000
13566,5,2714,mRECIST,SD
13567,5,2714,best.average.response,-3.6200
13568,5,2714,slope,74.5982
13569,5,2714,AUC,244.1092
13570,5,2714,survival,74.0000
13571,25,2715,mRECIST,SD
13572,25,2715,best.average.response,-23.3415
13573,25,2715,slope,-74.9301
13574,25,2715,AUC,276.3737
13575,25,2715,survival,19.0000
13576,26,2716,mRECIST,SD
13577,26,2716,best.average.response,-22.8266
13578,26,2716,slope,-55.3068
13579,26,2716,AUC,162.7512
13580,26,2716,survival,42.0000
13581,27,2717,mRECIST,SD
13582,27,2717,best.average.response,-33.7559
13583,27,2717,slope,-59.2859
13584,27,2717,AUC,137.1857
13585,27,2717,survival,56.0000
13586,28,2718,mRECIST,SD
13587,28,2718,best.average.response,-24.6561
13588,28,2718,slope,80.9401
13589,28,2718,AUC,326.3373
13590,28,2718,survival,51.0000
13591,29,2719,mRECIST,SD
13592,29,2719,best.average.response,-16.1485
13593,29,2719,slope,-11.2570
13594,29,2719,AUC,150.8864
13595,29,2719,survival,55.0000
13596,11,2720,mRECIST,SD
13597,11,2720,best.average.response,-24.0184
13598,11,2720,slope,67.3673
13599,11,2720,AUC,260.9217
13600,11,2720,survival,60.0000
13601,30,2721,mRECIST,SD
13602,30,2721,best.average.response,-16.3891
13603,30,2721,slope,32.7888
13604,30,2721,AUC,199.1071
13605,30,2721,survival,87.0000
13606,31,2722,mRECIST,SD
13607,31,2722,best.average.response,-5.9450
13608,31,2722,slope,87.0752
13609,31,2722,AUC,481.9231
13610,31,2722,survival,26.0000
13611,32,2723,mRECIST,SD
13612,32,2723,best.average.response,-6.5008
13613,32,2723,slope,80.5304
13614,32,2723,AUC,297.7490
13615,32,2723,survival,48.0000
13616,33,2724,mRECIST,PD
13617,33,2724,best.average.response,22.1942
13618,33,2724,slope,84.4237
13619,33,2724,AUC,289.5618
13620,33,2724,survival,34.0000
13621,16,2725,mRECIST,SD
13622,16,2725,best.average.response,-0.7347
13623,16,2725,slope,72.8381
13624,16,2725,AUC,365.0614
13625,16,2725,survival,70.0000
13626,18,2726,mRECIST,SD
13627,18,2726,best.average.response,-11.0802
13628,18,2726,slope,78.6384
13629,18,2726,AUC,351.4508
13630,18,2726,survival,73.0000
13631,1,2727,mRECIST,SD
13632,1,2727,best.average.response,4.2473
13633,1,2727,slope,55.8816
13634,1,2727,AUC,276.2111
13635,1,2727,survival,36.0000
13636,2,2728,mRECIST,SD
13637,2,2728,best.average.response,-25.2890
13638,2,2728,slope,74.1338
13639,2,2728,AUC,295.3737
13640,2,2728,survival,78.0000
13641,20,2729,mRECIST,SD
13642,20,2729,best.average.response,-4.6971
13643,20,2729,slope,32.0120
13644,20,2729,AUC,222.0517
13645,20,2729,survival,107.0000
13646,60,2730,mRECIST,PD
13647,60,2730,best.average.response,20.7308
13648,60,2730,slope,83.1342
13649,60,2730,AUC,474.4031
13650,60,2730,survival,48.0000
13651,5,2731,mRECIST,SD
13652,5,2731,best.average.response,4.5373
13653,5,2731,slope,8.8522
13654,5,2731,AUC,276.9550
13655,5,2731,survival,114.0000
13656,61,2732,mRECIST,SD
13657,61,2732,best.average.response,12.8109
13658,61,2732,slope,75.9427
13659,61,2732,AUC,354.9975
13660,61,2732,survival,94.0000
13661,46,2733,mRECIST,PD
13662,46,2733,best.average.response,40.1659
13663,46,2733,slope,88.2305
13664,46,2733,AUC,681.0683
13665,46,2733,survival,30.0000
13666,26,2734,mRECIST,PD
13667,26,2734,best.average.response,20.5575
13668,26,2734,slope,86.9329
13669,26,2734,AUC,631.2417
13670,26,2734,survival,42.0000
13671,27,2735,mRECIST,PD
13672,27,2735,best.average.response,23.8988
13673,27,2735,slope,86.0462
13674,27,2735,AUC,487.0698
13675,27,2735,survival,43.0000
13676,28,2736,mRECIST,PD
13677,28,2736,best.average.response,22.6487
13678,28,2736,slope,86.8678
13679,28,2736,AUC,515.9297
13680,28,2736,survival,32.0000
13681,62,2737,mRECIST,SD
13682,62,2737,best.average.response,-6.4011
13683,62,2737,slope,-64.9173
13684,62,2737,AUC,298.4929
13685,62,2737,survival,133.0000
13686,11,2738,mRECIST,SD
13687,11,2738,best.average.response,5.7982
13688,11,2738,slope,85.8190
13689,11,2738,AUC,626.3534
13690,11,2738,survival,63.0000
13691,53,2739,mRECIST,PR
13692,53,2739,best.average.response,-33.0374
13693,53,2739,slope,-71.2945
13694,53,2739,AUC,157.2967
13695,53,2739,survival,114.0000
13696,56,2740,mRECIST,SD
13697,56,2740,best.average.response,9.2822
13698,56,2740,slope,84.7758
13699,56,2740,AUC,451.1471
13700,56,2740,survival,52.0000
13701,57,2741,mRECIST,SD
13702,57,2741,best.average.response,-2.4370
13703,57,2741,slope,82.7493
13704,57,2741,AUC,329.3826
13705,57,2741,survival,23.0000
13706,32,2742,mRECIST,PD
13707,32,2742,best.average.response,48.2058
13708,32,2742,slope,80.3722
13709,32,2742,AUC,471.9202
13710,32,2742,survival,73.0000
13711,59,2743,mRECIST,SD
13712,59,2743,best.average.response,22.5172
13713,59,2743,slope,83.7708
13714,59,2743,AUC,352.8829
13715,59,2743,survival,35.0000
13716,16,2744,mRECIST,PD
13717,16,2744,best.average.response,91.6386
13718,16,2744,slope,87.3981
13719,16,2744,AUC,894.5875
13720,16,2744,survival,60.0000
13721,18,2745,mRECIST,PD
13722,18,2745,best.average.response,135.4379
13723,18,2745,slope,89.2907
13724,18,2745,AUC,673.2607
13725,18,2745,survival,14.0000
13726,1,2746,mRECIST,PD
13727,1,2746,best.average.response,116.8253
13728,1,2746,slope,89.3128
13729,1,2746,AUC,796.5194
13730,1,2746,survival,18.0000
13731,2,2747,mRECIST,SD
13732,2,2747,best.average.response,-19.8887
13733,2,2747,slope,83.7433
13734,2,2747,AUC,420.8980
13735,2,2747,survival,51.0000
13736,20,2748,mRECIST,PD
13737,20,2748,best.average.response,27.2669
13738,20,2748,slope,87.7262
13739,20,2748,AUC,445.0615
13740,20,2748,survival,26.0000
13741,52,2749,mRECIST,SD
13742,52,2749,best.average.response,-8.5651
13743,52,2749,slope,73.9297
13744,52,2749,AUC,286.3857
13745,52,2749,survival,49.0000
13746,22,2750,mRECIST,PD
13747,22,2750,best.average.response,86.1620
13748,22,2750,slope,88.8455
13749,22,2750,AUC,668.9450
13750,22,2750,survival,20.0000
13751,4,2751,mRECIST,PD
13752,4,2751,best.average.response,76.9019
13753,4,2751,slope,89.1922
13754,4,2751,AUC,819.8179
13755,4,2751,survival,14.0000
13756,5,2752,mRECIST,SD
13757,5,2752,best.average.response,-10.2736
13758,5,2752,slope,79.6549
13759,5,2752,AUC,279.5240
13760,5,2752,survival,48.0000
13761,26,2753,mRECIST,PD
13762,26,2753,best.average.response,80.4024
13763,26,2753,slope,88.7648
13764,26,2753,AUC,780.5962
13765,26,2753,survival,26.0000
13766,49,2754,mRECIST,PD
13767,49,2754,best.average.response,86.1792
13768,49,2754,slope,89.3079
13769,49,2754,AUC,746.7111
13770,49,2754,survival,18.0000
13771,11,2755,mRECIST,PD
13772,11,2755,best.average.response,16.2006
13773,11,2755,slope,87.5746
13774,11,2755,AUC,536.7853
13775,11,2755,survival,34.0000
13776,53,2756,mRECIST,SD
13777,53,2756,best.average.response,-26.4238
13778,53,2756,slope,-44.5098
13779,53,2756,AUC,327.4242
13780,53,2756,survival,148.0000
13781,54,2757,mRECIST,PD
13782,54,2757,best.average.response,83.9933
13783,54,2757,slope,89.2060
13784,54,2757,AUC,529.6036
13785,54,2757,survival,14.0000
13786,55,2758,mRECIST,SD
13787,55,2758,best.average.response,-5.1778
13788,55,2758,slope,82.7817
13789,55,2758,AUC,387.9482
13790,55,2758,survival,63.0000
13791,56,2759,mRECIST,PD
13792,56,2759,best.average.response,156.2788
13793,56,2759,slope,89.4868
13794,56,2759,AUC,857.4607
13795,56,2759,survival,14.0000
13796,57,2760,mRECIST,PD
13797,57,2760,best.average.response,27.4341
13798,57,2760,slope,88.0572
13799,57,2760,AUC,424.7429
13800,57,2760,survival,21.0000
13801,42,2761,mRECIST,PD
13802,42,2761,best.average.response,173.4994
13803,42,2761,slope,89.2852
13804,42,2761,AUC,558.0192
13805,42,2761,survival,13.0000
13806,32,2762,mRECIST,PD
13807,32,2762,best.average.response,19.3964
13808,32,2762,slope,88.7667
13809,32,2762,AUC,601.4725
13810,32,2762,survival,20.0000
13811,33,2763,mRECIST,PD
13812,33,2763,best.average.response,19.0750
13813,33,2763,slope,88.2192
13814,33,2763,AUC,540.4095
13815,33,2763,survival,21.0000
13816,58,2764,mRECIST,PD
13817,58,2764,best.average.response,21.8651
13818,58,2764,slope,87.4866
13819,58,2764,AUC,421.0808
13820,58,2764,survival,26.0000
13821,59,2765,mRECIST,PD
13822,59,2765,best.average.response,198.7782
13823,59,2765,slope,89.6101
13824,59,2765,AUC,887.4385
13825,59,2765,survival,13.0000
13826,16,2766,mRECIST,NA
13827,16,2766,best.average.response,NA
13828,16,2766,slope,89.5367
13829,16,2766,AUC,754.9650
13830,16,2766,survival,10.0000
13831,18,2767,mRECIST,SD
13832,18,2767,best.average.response,-6.3445
13833,18,2767,slope,34.9543
13834,18,2767,AUC,222.4991
13835,18,2767,survival,138.0000
13836,1,2768,mRECIST,SD
13837,1,2768,best.average.response,8.0028
13838,1,2768,slope,76.6786
13839,1,2768,AUC,346.5125
13840,1,2768,survival,28.0000
13841,2,2769,mRECIST,SD
13842,2,2769,best.average.response,1.0161
13843,2,2769,slope,0.4079
13844,2,2769,AUC,230.7205
13845,2,2769,survival,221.0000
13846,20,2770,mRECIST,SD
13847,20,2770,best.average.response,-1.0032
13848,20,2770,slope,64.8544
13849,20,2770,AUC,268.5209
13850,20,2770,survival,98.0000
13851,60,2771,mRECIST,SD
13852,60,2771,best.average.response,14.5077
13853,60,2771,slope,64.1178
13854,60,2771,AUC,319.2536
13855,60,2771,survival,69.0000
13856,22,2772,mRECIST,SD
13857,22,2772,best.average.response,21.5843
13858,22,2772,slope,81.9565
13859,22,2772,AUC,477.4700
13860,22,2772,survival,69.0000
13861,5,2773,mRECIST,SD
13862,5,2773,best.average.response,-2.7497
13863,5,2773,slope,62.3638
13864,5,2773,AUC,266.3073
13865,5,2773,survival,86.0000
13866,61,2774,mRECIST,SD
13867,61,2774,best.average.response,-23.1132
13868,61,2774,slope,-35.4584
13869,61,2774,AUC,160.7527
13870,61,2774,survival,152.0000
13871,46,2775,mRECIST,PD
13872,46,2775,best.average.response,27.9737
13873,46,2775,slope,87.5668
13874,46,2775,AUC,827.8224
13875,46,2775,survival,49.0000
13876,26,2776,mRECIST,SD
13877,26,2776,best.average.response,-6.6934
13878,26,2776,slope,65.8577
13879,26,2776,AUC,253.5714
13880,26,2776,survival,109.0000
13881,27,2777,mRECIST,SD
13882,27,2777,best.average.response,4.1152
13883,27,2777,slope,81.4071
13884,27,2777,AUC,397.1280
13885,27,2777,survival,95.0000
13886,28,2778,mRECIST,SD
13887,28,2778,best.average.response,5.6325
13888,28,2778,slope,84.4331
13889,28,2778,AUC,510.8694
13890,28,2778,survival,49.0000
13891,62,2779,mRECIST,SD
13892,62,2779,best.average.response,-10.3578
13893,62,2779,slope,65.4671
13894,62,2779,AUC,264.3136
13895,62,2779,survival,80.0000
13896,11,2780,mRECIST,SD
13897,11,2780,best.average.response,-6.6682
13898,11,2780,slope,68.2899
13899,11,2780,AUC,271.8821
13900,11,2780,survival,96.0000
13901,53,2781,mRECIST,SD
13902,53,2781,best.average.response,19.2147
13903,53,2781,slope,66.5764
13904,53,2781,AUC,293.1085
13905,53,2781,survival,80.0000
13906,56,2782,mRECIST,SD
13907,56,2782,best.average.response,-1.2060
13908,56,2782,slope,11.1709
13909,56,2782,AUC,299.7573
13910,56,2782,survival,86.0000
13911,57,2783,mRECIST,SD
13912,57,2783,best.average.response,1.9393
13913,57,2783,slope,83.1317
13914,57,2783,AUC,427.6355
13915,57,2783,survival,55.0000
13916,32,2784,mRECIST,SD
13917,32,2784,best.average.response,5.8603
13918,32,2784,slope,84.7240
13919,32,2784,AUC,509.2212
13920,32,2784,survival,73.0000
13921,18,2785,mRECIST,PR
13922,18,2785,best.average.response,-42.5922
13923,18,2785,slope,-59.8366
13924,18,2785,AUC,141.2950
13925,18,2785,survival,116.0000
13926,1,2786,mRECIST,SD
13927,1,2786,best.average.response,23.8405
13928,1,2786,slope,77.1566
13929,1,2786,AUC,346.1061
13930,1,2786,survival,131.0000
13931,2,2787,mRECIST,PD
13932,2,2787,best.average.response,31.6295
13933,2,2787,slope,82.7290
13934,2,2787,AUC,534.8375
13935,2,2787,survival,88.0000
13936,20,2788,mRECIST,SD
13937,20,2788,best.average.response,15.7189
13938,20,2788,slope,85.7245
13939,20,2788,AUC,577.8892
13940,20,2788,survival,67.0000
13941,60,2789,mRECIST,SD
13942,60,2789,best.average.response,-14.7191
13943,60,2789,slope,56.6978
13944,60,2789,AUC,230.1336
13945,60,2789,survival,97.0000
13946,22,2790,mRECIST,PD
13947,22,2790,best.average.response,56.0888
13948,22,2790,slope,87.8316
13949,22,2790,AUC,660.1059
13950,22,2790,survival,34.0000
13951,5,2791,mRECIST,PD
13952,5,2791,best.average.response,62.8822
13953,5,2791,slope,86.4502
13954,5,2791,AUC,667.0157
13955,5,2791,survival,54.0000
13956,61,2792,mRECIST,SD
13957,61,2792,best.average.response,8.6282
13958,61,2792,slope,82.2417
13959,61,2792,AUC,475.8500
13960,61,2792,survival,104.0000
13961,46,2793,mRECIST,SD
13962,46,2793,best.average.response,1.6837
13963,46,2793,slope,87.8727
13964,46,2793,AUC,788.8380
13965,46,2793,survival,50.0000
13966,26,2794,mRECIST,PD
13967,26,2794,best.average.response,60.5983
13968,26,2794,slope,88.5971
13969,26,2794,AUC,871.7424
13970,26,2794,survival,33.0000
13971,27,2795,mRECIST,PD
13972,27,2795,best.average.response,25.8865
13973,27,2795,slope,87.2629
13974,27,2795,AUC,614.8477
13975,27,2795,survival,43.0000
13976,28,2796,mRECIST,SD
13977,28,2796,best.average.response,-13.8296
13978,28,2796,slope,80.5998
13979,28,2796,AUC,352.9630
13980,28,2796,survival,54.0000
13981,62,2797,mRECIST,PD
13982,62,2797,best.average.response,44.6009
13983,62,2797,slope,87.9397
13984,62,2797,AUC,567.8268
13985,62,2797,survival,28.0000
13986,11,2798,mRECIST,PD
13987,11,2798,best.average.response,36.8336
13988,11,2798,slope,81.7300
13989,11,2798,AUC,419.9075
13990,11,2798,survival,88.0000
13991,53,2799,mRECIST,SD
13992,53,2799,best.average.response,-23.0539
13993,53,2799,slope,-54.6579
13994,53,2799,AUC,173.9941
13995,53,2799,survival,63.0000
13996,56,2800,mRECIST,PD
13997,56,2800,best.average.response,21.0491
13998,56,2800,slope,87.6570
13999,56,2800,AUC,620.5264
14000,56,2800,survival,36.0000
14001,57,2801,mRECIST,SD
14002,57,2801,best.average.response,9.5491
14003,57,2801,slope,86.5197
14004,57,2801,AUC,575.1933
14005,57,2801,survival,52.0000
14006,32,2802,mRECIST,CR
14007,32,2802,best.average.response,-82.3548
14008,32,2802,slope,-80.7685
14009,32,2802,AUC,46.7367
14010,32,2802,survival,158.0000
14011,59,2803,mRECIST,PD
14012,59,2803,best.average.response,42.2376
14013,59,2803,slope,88.2891
14014,59,2803,AUC,684.2742
14015,59,2803,survival,33.0000
14016,16,2804,mRECIST,PD
14017,16,2804,best.average.response,60.7143
14018,16,2804,slope,88.7606
14019,16,2804,AUC,880.8032
14020,16,2804,survival,31.0000
14021,20,2805,mRECIST,SD
14022,20,2805,best.average.response,-4.1883
14023,20,2805,slope,65.9455
14024,20,2805,AUC,310.4339
14025,20,2805,survival,108.0000
14026,60,2806,mRECIST,SD
14027,60,2806,best.average.response,-2.5647
14028,60,2806,slope,85.7683
14029,60,2806,AUC,650.0407
14030,60,2806,survival,59.0000
14031,22,2807,mRECIST,PD
14032,22,2807,best.average.response,20.8271
14033,22,2807,slope,85.0460
14034,22,2807,AUC,467.8100
14035,22,2807,survival,71.0000
14036,61,2808,mRECIST,SD
14037,61,2808,best.average.response,5.3034
14038,61,2808,slope,79.7363
14039,61,2808,AUC,431.9144
14040,61,2808,survival,81.0000
14041,27,2809,mRECIST,PD
14042,27,2809,best.average.response,46.0049
14043,27,2809,slope,82.4966
14044,27,2809,AUC,296.1647
14045,27,2809,survival,17.0000
14046,11,2810,mRECIST,SD
14047,11,2810,best.average.response,3.9151
14048,11,2810,slope,71.2712
14049,11,2810,AUC,305.9449
14050,11,2810,survival,108.0000
14051,53,2811,mRECIST,PD
14052,53,2811,best.average.response,50.4170
14053,53,2811,slope,79.1066
14054,53,2811,AUC,475.6092
14055,53,2811,survival,63.0000
14056,16,2812,mRECIST,PD
14057,16,2812,best.average.response,51.5618
14058,16,2812,slope,88.4206
14059,16,2812,AUC,698.1516
14060,16,2812,survival,31.0000
14061,18,2813,mRECIST,NA
14062,18,2813,best.average.response,NA
14063,18,2813,slope,89.4217
14064,18,2813,AUC,834.1182
14065,18,2813,survival,11.0000
14066,1,2814,mRECIST,PD
14067,1,2814,best.average.response,24.8023
14068,1,2814,slope,85.7988
14069,1,2814,AUC,501.4700
14070,1,2814,survival,45.0000
14071,2,2815,mRECIST,SD
14072,2,2815,best.average.response,10.9936
14073,2,2815,slope,81.0931
14074,2,2815,AUC,426.6420
14075,2,2815,survival,67.0000
14076,20,2816,mRECIST,SD
14077,20,2816,best.average.response,15.8177
14078,20,2816,slope,85.6567
14079,20,2816,AUC,583.1809
14080,20,2816,survival,34.0000
14081,52,2817,mRECIST,SD
14082,52,2817,best.average.response,-11.0438
14083,52,2817,slope,40.1422
14084,52,2817,AUC,219.2339
14085,52,2817,survival,94.0000
14086,22,2818,mRECIST,PD
14087,22,2818,best.average.response,16.3508
14088,22,2818,slope,85.5700
14089,22,2818,AUC,356.5240
14090,22,2818,survival,25.0000
14091,4,2819,mRECIST,PD
14092,4,2819,best.average.response,34.4436
14093,4,2819,slope,87.6213
14094,4,2819,AUC,507.3111
14095,4,2819,survival,27.0000
14096,5,2820,mRECIST,SD
14097,5,2820,best.average.response,-7.0545
14098,5,2820,slope,7.9231
14099,5,2820,AUC,222.1425
14100,5,2820,survival,98.0000
14101,26,2821,mRECIST,PD
14102,26,2821,best.average.response,24.2277
14103,26,2821,slope,85.9725
14104,26,2821,AUC,471.0348
14105,26,2821,survival,33.0000
14106,11,2822,mRECIST,PD
14107,11,2822,best.average.response,75.7863
14108,11,2822,slope,87.4015
14109,11,2822,AUC,498.5229
14110,11,2822,survival,24.0000
14111,53,2823,mRECIST,SD
14112,53,2823,best.average.response,16.7690
14113,53,2823,slope,73.0531
14114,53,2823,AUC,250.3765
14115,53,2823,survival,17.0000
14116,54,2824,mRECIST,PD
14117,54,2824,best.average.response,67.8598
14118,54,2824,slope,88.6098
14119,54,2824,AUC,641.2575
14120,54,2824,survival,20.0000
14121,56,2825,mRECIST,PD
14122,56,2825,best.average.response,76.5546
14123,56,2825,slope,88.9235
14124,56,2825,AUC,735.5833
14125,56,2825,survival,18.0000
14126,57,2826,mRECIST,PD
14127,57,2826,best.average.response,77.5736
14128,57,2826,slope,88.9533
14129,57,2826,AUC,792.0225
14130,57,2826,survival,20.0000
14131,42,2827,mRECIST,PD
