model_id,model
1314,X.034.HS90
1315,X.034.IN80
1316,X.034.IN80.trab
1317,X.034.LE11
1318,X.034.LE11.evus
1319,X.034.LJ16
1320,X.034.LJ16.trab
1321,X.034.LL71
1322,X.034.trab
1323,X.035.BG98
1324,X.035.biib
1325,X.035.BK20
1326,X.035.BY19
1327,X.035.BY19.HS90
1328,X.035.BY19.LJ16
1329,X.035.evus
1330,X.035.fiab
1331,X.035.HD01
1332,X.035.HS90
1333,X.035.IN80.trab
1334,X.035.LE11
1335,X.035.LE11.evus
1336,X.035.LJ16
1337,X.035.LJ16.trab
1338,X.035.LL71
1339,X.035.trab
1340,X.037.BG98
1341,X.037.biib
1342,X.037.BK20
1343,X.037.BY19
1344,X.037.BY19.HS90
1345,X.037.CL57
1346,X.037.evus
1347,X.037.fiab
1348,X.037.HD01
1349,X.037.HS90
1350,X.037.IN80
1351,X.037.IN80.trab
1352,X.037.LE11
1353,X.037.LE11.evus
1354,X.037.LJ16
1355,X.037.LJ16.trab
1356,X.037.LL71
1357,X.037.trab
1358,X.037.uned
1359,X.038.BG98
1360,X.038.biib
1361,X.038.BK20
1362,X.038.BY19
1363,X.038.BY19.HS90
1364,X.038.BY19.LJ16
1365,X.038.CL57
1366,X.038.evus
1367,X.038.fiab
1368,X.038.HD01
1369,X.038.HS90
1370,X.038.IN80
1371,X.038.IN80.trab
1372,X.038.LE11
1373,X.038.LE11.evus
1374,X.038.LJ16
1375,X.038.LJ16.trab
1376,X.038.LL71
1377,X.038.trab
1378,X.038.uned
1379,X.039.BY19
1380,X.039.BY19.HS90
1381,X.039.BY19.LJ16
1382,X.039.evus
1383,X.039.HS90
1384,X.039.LE11
1385,X.039.LE11.evus
1386,X.039.LJ16
1387,X.039.uned
1388,X.050.BY19
1389,X.050.BY19.HS90
1390,X.050.BY19.LJ16
1391,X.050.evus
1392,X.050.HS90
1393,X.050.LE11
1394,X.050.LE11.evus
1395,X.050.LJ16
1396,X.050.uned
1397,X.056.BG98
1398,X.056.biib
1399,X.056.BK20
1400,X.056.BY19
1401,X.056.BY19.HS90
1402,X.056.BY19.LJ16
1403,X.056.CL57
1404,X.056.evus
1405,X.056.fiab
1406,X.056.HD01
1407,X.056.HS90
1408,X.056.IN80
1409,X.056.IN80.trab
1410,X.056.LE11
1411,X.056.LE11.evus
1412,X.056.LJ16
1413,X.056.LJ16.trab
1414,X.056.LL71
1415,X.056.trab
1416,X.056.uned
1417,X.057.BG98
1418,X.057.biib
1419,X.057.BK20
1420,X.057.BY19
1421,X.057.BY19.HS90
1422,X.057.BY19.LJ16
1423,X.057.CL57
1424,X.057.evus
1425,X.057.fiab
1426,X.057.HD01
1427,X.057.HS90
1428,X.057.IN80
1429,X.057.IN80.trab
1430,X.057.LE11
1431,X.057.LE11.evus
1432,X.057.LJ16
1433,X.057.LJ16.trab
1434,X.057.LL71
1435,X.057.trab
1436,X.064.BG98
1437,X.064.biib
1438,X.064.BK20
1439,X.064.BY19
1440,X.064.BY19.HS90
1441,X.064.BY19.LJ16
1442,X.064.CL57
1443,X.064.evus
1444,X.064.fiab
1445,X.064.HD01
1446,X.064.HS90
1447,X.064.IN80
1448,X.064.IN80.trab
1449,X.064.LE11
1450,X.064.LE11.evus
1451,X.064.LJ16
1452,X.064.LJ16.trab
1453,X.064.LL71
1454,X.064.trab
1455,X.065.BG98
1456,X.065.biib
1457,X.065.BK20
1458,X.065.BY19
1459,X.065.BY19.HS90
1460,X.065.BY19.LJ16
1461,X.065.CL57
1462,X.065.evus
1463,X.065.fiab
1464,X.065.HD01
1465,X.065.HS90
1466,X.065.IN80
1467,X.065.IN80.trab
1468,X.065.LE11
1469,X.065.LE11.evus
1470,X.065.LJ16
1471,X.065.LJ16.trab
1472,X.065.LL71
1473,X.065.trab
1474,X.065.uned
1475,X.067.BG98
1476,X.067.biib
1477,X.067.BK20
1478,X.067.BY19
1479,X.067.BY19.HS90
1480,X.067.BY19.LJ16
1481,X.067.CL57
1482,X.067.evus
1483,X.067.fiab
1484,X.067.HD01
1485,X.067.HS90
1486,X.067.IN80
1487,X.067.IN80.trab
1488,X.067.LE11
1489,X.067.LE11.evus
1490,X.067.LJ16
1491,X.067.LJ16.trab
1492,X.067.LL71
1493,X.067.trab
1494,X.074.BY19
1495,X.074.BY19.HS90
1496,X.074.BY19.LJ16
1497,X.074.evus
1498,X.074.HS90
1499,X.074.LE11
1500,X.074.LE11.evus
1501,X.074.LJ16
1502,X.074.uned
1503,X.075.BG98
1504,X.075.biib
1505,X.075.BK20
1506,X.075.BY19
1507,X.075.BY19.HS90
1508,X.075.BY19.LJ16
1509,X.075.CL57
1510,X.075.evus
1511,X.075.fiab
1512,X.075.HD01
1513,X.075.HS90
1514,X.075.IN80
1515,X.075.IN80.trab
1516,X.075.LE11
1517,X.075.LE11.evus
1518,X.075.LJ16
1519,X.075.LJ16.trab
1520,X.075.LL71
1521,X.075.trab
1522,X.077.BG98
1523,X.077.biib
1524,X.077.BK20
1525,X.077.BY19
1526,X.077.BY19.HS90
1527,X.077.BY19.LJ16
1528,X.077.CL57
1529,X.077.evus
1530,X.077.fiab
1531,X.077.HD01
1532,X.077.HS90
1533,X.077.IN80
1534,X.077.IN80.trab
1535,X.077.LE11
1536,X.077.LE11.evus
1537,X.077.LJ16
1538,X.077.LJ16.trab
1539,X.077.trab
1540,X.077.uned
1541,X.078.BY19
1542,X.078.BY19.HS90
1543,X.078.BY19.LJ16
1544,X.078.evus
1545,X.078.HS90
1546,X.078.LE11
1547,X.078.LE11.evus
1548,X.078.LJ16
1549,X.078.uned
1550,X.084.BG98
1551,X.084.biib
1552,X.084.BK20
1553,X.084.BY19
1554,X.084.BY19.HS90
1555,X.084.BY19.LJ16
1556,X.084.CL57
1557,X.084.evus
1558,X.084.fiab
1559,X.084.HD01
1560,X.084.HS90
1561,X.084.IN80
1562,X.084.IN80.trab
1563,X.084.LE11
1564,X.084.LE11.evus
1565,X.084.LJ16
1566,X.084.LJ16.trab
1567,X.084.LL71
1568,X.084.trab
1569,X.089.BG98
1570,X.089.biib
1571,X.089.BK20
1572,X.089.BY19
1573,X.089.BY19.HS90
1574,X.089.evus
1575,X.089.fiab
1576,X.089.HD01
1577,X.089.HS90
1578,X.089.LE11
1579,X.089.LE11.evus
1580,X.089.LJ16
1581,X.089.LJ16.trab
1582,X.089.LL71
1583,X.089.trab
1584,X.090.BG98
1585,X.090.biib
1586,X.090.BK20
1587,X.090.BY19
1588,X.090.BY19.HS90
1589,X.090.BY19.LJ16
1590,X.090.CL57
1591,X.090.evus
1592,X.090.fiab
1593,X.090.HD01
1594,X.090.HS90
1595,X.090.IN80
1596,X.090.IN80.trab
1597,X.090.LE11
1598,X.090.LE11.evus
1599,X.090.LJ16
1600,X.090.LJ16.trab
1601,X.090.LL71
1602,X.090.trab
1603,X.091.BG98
1604,X.091.biib
1605,X.091.BK20
1606,X.091.BY19
1607,X.091.BY19.HS90
1608,X.091.BY19.LJ16
1609,X.091.CL57
1610,X.091.evus
1611,X.091.fiab
1612,X.091.HD01
1613,X.091.HS90
1614,X.091.IN80
1615,X.091.IN80.trab
1616,X.091.LE11
1617,X.091.LE11.evus
1618,X.091.LJ16
1619,X.091.LJ16.trab
1620,X.091.LL71
1621,X.091.trab
1622,X.091.uned
1623,X.0933.5FFU
1624,X.0933.biib
1625,X.0933.BK20
1626,X.0933.BK20.LJ49
1627,X.0933.BY19
1628,X.0933.BY19.biib
1629,X.0933.BY19.ceab
1630,X.0933.BY19.ceab.enib
1631,X.0933.BY19.enib
1632,X.0933.BY19.LJ16
1633,X.0933.ceab
1634,X.0933.ceab.enib
1635,X.0933.CG97
1636,X.0933.CK20
1637,X.0933.CL57
1638,X.0933.enib
1639,X.0933.HD01
1640,X.0933.LE11
1641,X.0933.LF27.biib
1642,X.0933.LJ49
1643,X.0933.LK36
1644,X.0933.uned
1645,X.096.BG98
1646,X.096.biib
1647,X.096.BY19
1648,X.096.BY19.HS90
1649,X.096.BY19.LJ16
1650,X.096.CL57
1651,X.096.evus
1652,X.096.fiab
1653,X.096.HD01
1654,X.096.HS90
1655,X.096.IN80
1656,X.096.IN80.trab
1657,X.096.LE11
1658,X.096.LE11.evus
1659,X.096.LJ16
1660,X.096.LJ16.trab
1661,X.096.LL71
1662,X.096.trab
1663,X.096.uned
1664,X.097.BG98
1665,X.097.biib
1666,X.097.BK20
1667,X.097.BY19
1668,X.097.BY19.HS90
1669,X.097.BY19.LJ16
1670,X.097.CL57
1671,X.097.evus
1672,X.097.fiab
1673,X.097.HD01
1674,X.097.HS90
1675,X.097.IN80
1676,X.097.IN80.trab
1677,X.097.LE11
1678,X.097.LE11.evus
1679,X.097.LJ16
1680,X.097.LJ16.trab
1681,X.097.LL71
1682,X.097.trab
1683,X.0988.LF27.biib
1684,X.098.BG98
1685,X.098.biib
1686,X.098.BK20
1687,X.098.BY19
1688,X.098.BY19.HS90
1689,X.098.BY19.LJ16
1690,X.098.CL57
1691,X.098.evus
1692,X.098.fiab
1693,X.098.HD01
1694,X.098.HS90
1695,X.098.IN80
1696,X.098.IN80.trab
1697,X.098.LE11
1698,X.098.LE11.evus
1699,X.098.LJ16
1700,X.098.LJ16.trab
1701,X.098.LL71
1702,X.098.trab
1703,X.098.uned
1704,X.0991.abne
1705,X.0991.biib
1706,X.0991.bipk
1707,X.0991.BK20.biib
1708,X.0991.BK20.LD25
1709,X.0991.BY19
1710,X.0991.BY19.LJ16
1711,X.0991.CL57
1712,X.0991.fiab
1713,X.0991.fiab.biib
1714,X.0991.gepk
1715,X.0991.HD01
1716,X.0991.IN24
1717,X.0991.IN24.biib
1718,X.0991.LE11
1719,X.0991.LK36
1720,X.0991.trib
1721,X.0991.uned
1722,X.0992.LF27.biib
1723,X.099.BG98
1724,X.099.biib
1725,X.099.BY19.HS90
1726,X.099.BY19.LJ16
1727,X.099.CL57
1728,X.099.fiab
1729,X.099.HD01
1730,X.099.HS90
1731,X.099.IN80
1732,X.099.IN80.trab
1733,X.099.LE11
1734,X.099.LE11.evus
1735,X.099.LJ16
1736,X.099.LJ16.trab
1737,X.099.LL71
1738,X.099.trab
1739,X.1004.BG98
1740,X.1004.biib
1741,X.1004.BK20
1742,X.1004.BY19
1743,X.1004.BY19.LE11
1744,X.1004.BY19.LJ16
1745,X.1004.CG97
1746,X.1004.CL57
1747,X.1004.HD01
1748,X.1004.IN24
1749,X.1004.LE11
1750,X.1004.LE11.evus
1751,X.1004.LF02
1752,X.1004.LF27.evus
1753,X.1004.LJ16
1754,X.1004.LJ16.trab
1755,X.1004.LK36
1756,X.1004.LL71
1757,X.1004.pael
1758,X.1004.taen
1759,X.1004.trab
1760,X.1004.uned
1761,X.1008.BG98
1762,X.1008.biib
1763,X.1008.BK20
1764,X.1008.BY19
1765,X.1008.BY19.LE11
1766,X.1008.BY19.LJ16
1767,X.1008.CG97
1768,X.1008.CL57
1769,X.1008.HD01
1770,X.1008.IN24
1771,X.1008.LE11
1772,X.1008.LE11.evus
1773,X.1008.LF02
1774,X.1008.LF27.evus
1775,X.1008.LJ16
1776,X.1008.LJ16.trab
1777,X.1008.LK36
1778,X.1008.LL71
1779,X.1008.pael
1780,X.1008.taen
1781,X.1008.trab
1782,X.1008.uned
1783,X.101.BY19
1784,X.101.BY19.HS90
1785,X.101.BY19.LJ16
1786,X.101.evus
1787,X.101.HS90
1788,X.101.LE11
1789,X.101.LE11.evus
1790,X.101.LJ16
1791,X.101.uned
1792,X.1027.5FFU
1793,X.1027.biib
1794,X.1027.BK20
1795,X.1027.BK20.LJ49
1796,X.1027.BY19
1797,X.1027.BY19.biib
1798,X.1027.BY19.ceab
1799,X.1027.BY19.ceab.enib
1800,X.1027.BY19.enib
1801,X.1027.BY19.LJ16
1802,X.1027.ceab
1803,X.1027.ceab.enib
1804,X.1027.CG97
1805,X.1027.CK20
1806,X.1027.CL57
1807,X.1027.enib
1808,X.1027.HD01
1809,X.1027.LE11
1810,X.1027.LJ49
1811,X.1027.LK36
1812,X.1027.uned
1813,X.102.BG98
1814,X.102.BK20
1815,X.102.BY19
1816,X.102.BY19.HS90
1817,X.102.BY19.LJ16
1818,X.102.CL57
1819,X.102.HS90
1820,X.102.IN80
1821,X.102.IN80.trab
1822,X.102.LE11
1823,X.102.LJ16
1824,X.102.LJ16.trab
1825,X.102.LL71
1826,X.1055.5FFU
1827,X.1055.biib
1828,X.1055.BK20
1829,X.1055.BK20.LJ49
1830,X.1055.BY19
1831,X.1055.BY19.biib
1832,X.1055.BY19.ceab
1833,X.1055.BY19.ceab.enib
1834,X.1055.BY19.enib
1835,X.1055.BY19.LJ16
1836,X.1055.ceab
1837,X.1055.ceab.enib
1838,X.1055.CG97
1839,X.1055.CK20
1840,X.1055.CL57
1841,X.1055.enib
1842,X.1055.HD01
1843,X.1055.LE11
1844,X.1055.LF27.biib
1845,X.1055.LJ49
1846,X.1055.LK36
1847,X.1055.uned
1848,X.105.BY19
1849,X.105.BY19.HS90
1850,X.105.BY19.LJ16
1851,X.105.evus
1852,X.105.HS90
1853,X.105.LE11
1854,X.105.LE11.evus
1855,X.105.LJ16
1856,X.105.uned
1857,X.1119.5FFU
1858,X.1119.biib
1859,X.1119.BK20
1860,X.1119.BK20.LJ49
1861,X.1119.BY19
1862,X.1119.BY19.biib
1863,X.1119.BY19.ceab
1864,X.1119.BY19.ceab.enib
1865,X.1119.BY19.enib
1866,X.1119.BY19.LJ16
1867,X.1119.ceab
1868,X.1119.ceab.enib
1869,X.1119.CG97
1870,X.1119.CK20
1871,X.1119.CL57
1872,X.1119.enib
1873,X.1119.HD01
1874,X.1119.LE11
1875,X.1119.LF27.biib
1876,X.1119.LJ49
1877,X.1119.LK36
1878,X.1119.uned
1879,X.114.biib
1880,X.114.BK20
1881,X.114.BY19
1882,X.114.BY19.HS90
1883,X.114.BY19.LJ16
1884,X.114.CL57
1885,X.114.evus
1886,X.114.HD01
1887,X.114.HS90
1888,X.114.IN80
1889,X.114.IN80.trab
1890,X.114.LE11
1891,X.114.LE11.evus
1892,X.114.LJ16
1893,X.114.LJ16.trab
1894,X.114.LL71
1895,X.114.uned
1896,X.1156.BG98
1897,X.1156.biib
1898,X.1156.BK20
1899,X.1156.BK20.biib
1900,X.1156.BY19
1901,X.1156.BY19.LG47
1902,X.1156.BY19.LJ16
1903,X.1156.ceab
1904,X.1156.CG97
1905,X.1156.CK20
1906,X.1156.CL57
1907,X.1156.erib
1908,X.1156.HD01
1909,X.1156.HS90
1910,X.1156.IN80
1911,X.1156.LC61.pael
1912,X.1156.LE11
1913,X.1156.LF27.biib
1914,X.1156.LG47
1915,X.1156.LL71
1916,X.1156.pael
1917,X.1156.uned
1918,X.1167.5FFU
1919,X.1167.biib
1920,X.1167.BK20
1921,X.1167.BK20.LJ49
1922,X.1167.BY19
1923,X.1167.BY19.biib
1924,X.1167.BY19.ceab
1925,X.1167.BY19.ceab.enib
1926,X.1167.BY19.enib
1927,X.1167.BY19.LJ16
1928,X.1167.ceab
1929,X.1167.ceab.enib
1930,X.1167.CG97
1931,X.1167.CK20
1932,X.1167.CL57
1933,X.1167.enib
1934,X.1167.HD01
1935,X.1167.LE11
1936,X.1167.LF27.biib
1937,X.1167.LJ49
1938,X.1167.LK36
1939,X.1167.uned
1940,X.1172.BG98
1941,X.1172.biib
1942,X.1172.BK20
1943,X.1172.BK20.biib
1944,X.1172.BY19
1945,X.1172.BY19.LG47
1946,X.1172.BY19.LJ16
1947,X.1172.ceab
1948,X.1172.CG97
1949,X.1172.CK20
1950,X.1172.CL57
1951,X.1172.erib
1952,X.1172.HD01
1953,X.1172.HS90
1954,X.1172.IN80
1955,X.1172.LC61.pael
1956,X.1172.LE11
1957,X.1172.LF27.biib
1958,X.1172.LG47
1959,X.1172.LL71
1960,X.1172.pael
1961,X.1172.uned
1962,X.1173.5FFU
1963,X.1173.biib
1964,X.1173.BK20
1965,X.1173.BK20.LJ49
1966,X.1173.BY19
1967,X.1173.BY19.biib
1968,X.1173.BY19.ceab
1969,X.1173.BY19.ceab.enib
1970,X.1173.BY19.enib
1971,X.1173.BY19.LJ16
1972,X.1173.ceab
1973,X.1173.ceab.enib
1974,X.1173.CG97
1975,X.1173.CK20
1976,X.1173.CL57
1977,X.1173.enib
1978,X.1173.HD01
1979,X.1173.LE11
1980,X.1173.LJ49
1981,X.1173.LK36
1982,X.1173.uned
1983,X.1189.BG98
1984,X.1189.biib
1985,X.1189.BK20
1986,X.1189.BK20.biib
1987,X.1189.BY19
1988,X.1189.BY19.LG47
1989,X.1189.BY19.LJ16
1990,X.1189.ceab
1991,X.1189.CG97
1992,X.1189.CK20
1993,X.1189.CL57
1994,X.1189.erib
1995,X.1189.HD01
1996,X.1189.HS90
1997,X.1189.IN80
1998,X.1189.LC61.pael
1999,X.1189.LE11
2000,X.1189.LG47
2001,X.1189.LL71
2002,X.1189.pael
2003,X.1189.uned
2004,X.118.BG98
2005,X.118.biib
2006,X.118.BK20
2007,X.118.BY19
2008,X.118.BY19.HS90
2009,X.118.BY19.LJ16
2010,X.118.CL57
2011,X.118.evus
2012,X.118.fiab
2013,X.118.HD01
2014,X.118.HS90
2015,X.118.IN80
2016,X.118.IN80.trab
2017,X.118.LE11
2018,X.118.LE11.evus
2019,X.118.LJ16
2020,X.118.LJ16.trab
2021,X.118.LL71
2022,X.118.trab
2023,X.1199.abne
2024,X.1199.biib
2025,X.1199.bipk
2026,X.1199.BK20
2027,X.1199.BK20.biib
2028,X.1199.BK20.LD25
2029,X.1199.BY19
2030,X.1199.BY19.LJ16
2031,X.1199.CL57
2032,X.1199.fiab
2033,X.1199.fiab.biib
2034,X.1199.gepk
2035,X.1199.IN24
2036,X.1199.IN24.biib
2037,X.1199.LE11
2038,X.1199.LK36
2039,X.1199.trib
2040,X.1199.uned
2041,X.1199.WN74
2042,X.119.BG98
2043,X.119.biib
2044,X.119.BK20
2045,X.119.BY19
2046,X.119.BY19.HS90
2047,X.119.BY19.LJ16
2048,X.119.CL57
2049,X.119.evus
2050,X.119.fiab
2051,X.119.HD01
2052,X.119.HS90
2053,X.119.IN80
2054,X.119.IN80.trab
2055,X.119.LE11
2056,X.119.LE11.evus
2057,X.119.LJ16
2058,X.119.LJ16.trab
2059,X.119.LL71
2060,X.119.trab
2061,X.1210.LF27.biib
2062,X.1228.BG98
2063,X.1228.biib
2064,X.1228.BK20
2065,X.1228.BK20.biib
2066,X.1228.BY19
2067,X.1228.BY19.LG47
2068,X.1228.BY19.LJ16
2069,X.1228.ceab
2070,X.1228.CG97
2071,X.1228.CK20
2072,X.1228.CL57
2073,X.1228.erib
2074,X.1228.HD01
2075,X.1228.HS90
2076,X.1228.IN80
2077,X.1228.LC61.pael
2078,X.1228.LE11
2079,X.1228.LF27.biib
2080,X.1228.LG47
2081,X.1228.LL71
2082,X.1228.pael
2083,X.1228.uned
2084,X.1234.LF27.biib
2085,X.1256.LF27.biib
2086,X.1270.5FFU
2087,X.1270.biib
2088,X.1270.BK20
2089,X.1270.BK20.LJ49
2090,X.1270.BY19
2091,X.1270.BY19.biib
2092,X.1270.BY19.ceab
2093,X.1270.BY19.ceab.enib
2094,X.1270.BY19.enib
2095,X.1270.BY19.LJ16
2096,X.1270.ceab
2097,X.1270.ceab.enib
2098,X.1270.CG97
2099,X.1270.CK20
2100,X.1270.CL57
2101,X.1270.enib
2102,X.1270.HD01
2103,X.1270.LE11
2104,X.1270.LJ49
2105,X.1270.LK36
2106,X.1270.uned
2107,X.127.BG98
2108,X.127.biib
2109,X.127.BK20
2110,X.127.BY19
2111,X.127.BY19.HS90
2112,X.127.BY19.LJ16
2113,X.127.CL57
2114,X.127.evus
2115,X.127.fiab
2116,X.127.HD01
2117,X.127.HS90
2118,X.127.IN80
2119,X.127.IN80.trab
2120,X.127.LE11
2121,X.127.LE11.evus
2122,X.127.LJ16
2123,X.127.LJ16.trab
2124,X.127.LL71
2125,X.127.trab
2126,X.1286.BG98
2127,X.1286.biib
2128,X.1286.BK20
2129,X.1286.BY19
2130,X.1286.BY19.LE11
2131,X.1286.BY19.LJ16
2132,X.1286.CG97
2133,X.1286.CL57
2134,X.1286.HD01
2135,X.1286.IN24
2136,X.1286.LE11
2137,X.1286.LE11.evus
2138,X.1286.LF02
2139,X.1286.LF27.evus
2140,X.1286.LJ16
2141,X.1286.LJ16.trab
2142,X.1286.LK36
2143,X.1286.LL71
2144,X.1286.pael
2145,X.1286.taen
2146,X.1286.trab
2147,X.1286.uned
2148,X.1289.abne
2149,X.1289.bipk
2150,X.1289.BK20
2151,X.1289.BY19
2152,X.1289.BY19.LJ16
2153,X.1289.CL57
2154,X.1289.fiab
2155,X.1289.fiab.biib
2156,X.1289.gepk
2157,X.1289.HD01
2158,X.1289.IN24
2159,X.1289.LE11
2160,X.1289.LK36
2161,X.1289.trib
2162,X.1289.uned
2163,X.1289.WN74
2164,X.128.BG98
2165,X.128.biib
2166,X.128.BK20
2167,X.128.BY19
2168,X.128.BY19.HS90
2169,X.128.BY19.LJ16
2170,X.128.CL57
2171,X.128.evus
2172,X.128.fiab
2173,X.128.HD01
2174,X.128.HS90
2175,X.128.IN80
2176,X.128.IN80.trab
2177,X.128.LE11
2178,X.128.LE11.evus
2179,X.128.LJ16
2180,X.128.LJ16.trab
2181,X.128.LL71
2182,X.128.trab
2183,X.1290.5FFU
2184,X.1290.biib
2185,X.1290.BK20
2186,X.1290.BK20.LJ49
2187,X.1290.BY19
2188,X.1290.BY19.biib
2189,X.1290.BY19.ceab
2190,X.1290.BY19.ceab.enib
2191,X.1290.BY19.enib
2192,X.1290.BY19.LJ16
2193,X.1290.ceab
2194,X.1290.ceab.enib
2195,X.1290.CG97
2196,X.1290.CK20
2197,X.1290.CL57
2198,X.1290.enib
2199,X.1290.HD01
2200,X.1290.LE11
2201,X.1290.LF27.biib
2202,X.1290.LJ49
2203,X.1290.LK36
2204,X.1290.uned
2205,X.1298.BG98
2206,X.1298.biib
2207,X.1298.BK20
2208,X.1298.BY19
2209,X.1298.BY19.LE11
2210,X.1298.BY19.LJ16
2211,X.1298.CG97
2212,X.1298.CL57
2213,X.1298.HD01
2214,X.1298.IN24
2215,X.1298.LE11
2216,X.1298.LE11.evus
2217,X.1298.LF02
2218,X.1298.LF27.evus
2219,X.1298.LJ16
2220,X.1298.LJ16.trab
2221,X.1298.LK36
2222,X.1298.LL71
2223,X.1298.pael
2224,X.1298.taen
2225,X.1298.trab
2226,X.1298.uned
2227,X.129.BG98
2228,X.129.biib
2229,X.129.BK20
2230,X.129.BY19
2231,X.129.BY19.HS90
2232,X.129.BY19.LJ16
2233,X.129.CL57
2234,X.129.evus
2235,X.129.fiab
2236,X.129.HD01
2237,X.129.HS90
2238,X.129.IN80
2239,X.129.IN80.trab
2240,X.129.LE11
2241,X.129.LE11.evus
2242,X.129.LJ16
2243,X.129.LJ16.trab
2244,X.129.LL71
2245,X.129.trab
2246,X.129.uned
2247,X.1303.5FFU
2248,X.1303.biib
2249,X.1303.BK20
2250,X.1303.BY19
2251,X.1303.BY19.biib
2252,X.1303.BY19.ceab
2253,X.1303.BY19.ceab.enib
2254,X.1303.BY19.LJ16
2255,X.1303.ceab
2256,X.1303.ceab.enib
2257,X.1303.CG97
2258,X.1303.CK20
2259,X.1303.CL57
2260,X.1303.enib
2261,X.1303.HD01
2262,X.1303.LE11
2263,X.1303.LF27.biib
2264,X.1303.LJ49
2265,X.1303.LK36
2266,X.1303.uned
2267,X.1310.LF27.biib
2268,X.1317.biib
2269,X.1317.bipk
2270,X.1317.BK20.biib
2271,X.1317.BK20.LD25
2272,X.1317.fiab
2273,X.1317.gepk
2274,X.1317.IN24.biib
2275,X.1317.LE11
2276,X.1317.uned
2277,X.131.BG98
2278,X.131.biib
2279,X.131.BK20
2280,X.131.BY19
2281,X.131.BY19.HS90
2282,X.131.BY19.LJ16
2283,X.131.CL57
2284,X.131.evus
2285,X.131.fiab
2286,X.131.HD01
2287,X.131.HS90
2288,X.131.IN80
2289,X.131.IN80.trab
2290,X.131.LE11
2291,X.131.LE11.evus
2292,X.131.LJ16
2293,X.131.LJ16.trab
2294,X.131.LL71
2295,X.131.trab
2296,X.1323.BG98
2297,X.1323.biib
2298,X.1323.BK20
2299,X.1323.BK20.biib
2300,X.1323.BY19
2301,X.1323.BY19.LG47
2302,X.1323.BY19.LJ16
2303,X.1323.ceab
2304,X.1323.CG97
2305,X.1323.CK20
2306,X.1323.CL57
2307,X.1323.erib
2308,X.1323.HD01
2309,X.1323.HS90
2310,X.1323.IN80
2311,X.1323.LC61.pael
2312,X.1323.LE11
2313,X.1323.LF27.biib
2314,X.1323.LG47
2315,X.1323.LL71
2316,X.1323.pael
2317,X.1323.uned
2318,X.1329.5FFU
2319,X.1329.biib
2320,X.1329.BK20
2321,X.1329.BK20.LJ49
2322,X.1329.BY19
2323,X.1329.BY19.biib
2324,X.1329.BY19.ceab
2325,X.1329.BY19.ceab.enib
2326,X.1329.BY19.enib
2327,X.1329.BY19.LJ16
2328,X.1329.ceab
2329,X.1329.ceab.enib
2330,X.1329.CG97
2331,X.1329.CK20
2332,X.1329.CL57
2333,X.1329.enib
2334,X.1329.HD01
2335,X.1329.LE11
2336,X.1329.LF27.biib
2337,X.1329.LJ49
2338,X.1329.LK36
2339,X.1329.uned
2340,X.1333.LF27.biib
2341,X.1349.LF27.evus
2342,X.135.BY19
2343,X.135.BY19.HS90
2344,X.135.BY19.LJ16
2345,X.135.evus
2346,X.135.HS90
2347,X.135.LE11
2348,X.135.LE11.evus
2349,X.135.LJ16
2350,X.135.uned
2351,X.1362.abne
2352,X.1362.biib
2353,X.1362.bipk
2354,X.1362.BK20
2355,X.1362.BK20.biib
2356,X.1362.BK20.LD25
2357,X.1362.BY19
2358,X.1362.BY19.LJ16
2359,X.1362.CL57
2360,X.1362.fiab
2361,X.1362.fiab.biib
2362,X.1362.gepk
2363,X.1362.HD01
2364,X.1362.IN24
2365,X.1362.IN24.biib
2366,X.1362.LE11
2367,X.1362.LK36
2368,X.1362.trib
2369,X.1362.uned
2370,X.1362.WN74
2371,X.136.BY19
2372,X.136.BY19.HS90
2373,X.136.BY19.LJ16
2374,X.136.evus
2375,X.136.HS90
2376,X.136.LE11
2377,X.136.LE11.evus
2378,X.136.LJ16
2379,X.136.uned
2380,X.1371.BG98
2381,X.1371.biib
2382,X.1371.BK20
2383,X.1371.BY19
2384,X.1371.BY19.LE11
2385,X.1371.BY19.LJ16
2386,X.1371.CG97
2387,X.1371.CL57
2388,X.1371.HD01
2389,X.1371.IN24
2390,X.1371.LE11
2391,X.1371.LF02
2392,X.1371.LF27.evus
2393,X.1371.LJ16
2394,X.1371.LJ16.trab
2395,X.1371.LK36
2396,X.1371.LL71
2397,X.1371.pael
2398,X.1371.taen
2399,X.1371.trab
2400,X.1371.uned
2401,X.137.BY19
2402,X.137.BY19.HS90
2403,X.137.BY19.LJ16
2404,X.137.evus
2405,X.137.HS90
2406,X.137.LE11
2407,X.137.LE11.evus
2408,X.137.LJ16
2409,X.137.uned
2410,X.1383.BG98
2411,X.1383.biib
2412,X.1383.BK20
2413,X.1383.BY19
2414,X.1383.BY19.LE11
2415,X.1383.BY19.LJ16
2416,X.1383.CG97
2417,X.1383.CL57
2418,X.1383.HD01
2419,X.1383.IN24
2420,X.1383.LE11
2421,X.1383.LE11.evus
2422,X.1383.LF02
2423,X.1383.LF27.evus
2424,X.1383.LJ16
2425,X.1383.LJ16.trab
2426,X.1383.LK36
2427,X.1383.LL71
2428,X.1383.pael
2429,X.1383.taen
2430,X.1383.trab
2431,X.1383.uned
2432,X.138.BG98
2433,X.138.biib
2434,X.138.BK20
2435,X.138.BY19
2436,X.138.BY19.HS90
2437,X.138.BY19.LJ16
2438,X.138.CL57
