id,model_id,sequencing_uid,mDataType
2231,3445,120,RNASeq
2232,3446,120,RNASeq
2233,3447,120,RNASeq
2234,3448,121,RNASeq
2235,3449,121,RNASeq
2236,3450,121,RNASeq
2237,3451,121,RNASeq
2238,3452,121,RNASeq
2239,3453,121,RNASeq
2240,3454,121,RNASeq
2241,3455,121,RNASeq
2242,3456,121,RNASeq
2243,3457,121,RNASeq
2244,3458,121,RNASeq
2245,3459,121,RNASeq
2246,3460,121,RNASeq
2247,3461,121,RNASeq
2248,3462,121,RNASeq
2249,3463,121,RNASeq
2250,3464,121,RNASeq
2251,3465,121,RNASeq
2252,3466,121,RNASeq
2253,3467,121,RNASeq
2254,3468,122,RNASeq
2255,3469,122,RNASeq
2256,3470,122,RNASeq
2257,3471,122,RNASeq
2258,3472,122,RNASeq
2259,3473,122,RNASeq
2260,3474,122,RNASeq
2261,3475,122,RNASeq
2262,3476,122,RNASeq
2263,3477,122,RNASeq
2264,3478,122,RNASeq
2265,3479,122,RNASeq
2266,3480,122,RNASeq
2267,3481,122,RNASeq
2268,3482,122,RNASeq
2269,3483,122,RNASeq
2270,3484,122,RNASeq
2271,3485,122,RNASeq
2272,3486,122,RNASeq
2273,3487,122,RNASeq
2274,3488,122,RNASeq
2275,3489,123,RNASeq
2276,3490,123,RNASeq
2277,3491,123,RNASeq
2278,3492,123,RNASeq
2279,3493,123,RNASeq
2280,3494,123,RNASeq
2281,3495,123,RNASeq
2282,3496,123,RNASeq
2283,3497,123,RNASeq
2284,3498,123,RNASeq
2285,3499,123,RNASeq
2286,3500,123,RNASeq
2287,3501,123,RNASeq
2288,3502,123,RNASeq
2289,3503,123,RNASeq
2290,3504,123,RNASeq
2291,3505,123,RNASeq
2292,3506,123,RNASeq
2293,3507,123,RNASeq
2294,3508,123,RNASeq
2295,3509,123,RNASeq
2296,3510,123,RNASeq
2297,3511,124,RNASeq
2298,3512,125,RNASeq
2299,3513,125,RNASeq
2300,3514,125,RNASeq
2301,3515,125,RNASeq
2302,3516,125,RNASeq
2303,3517,125,RNASeq
2304,3518,125,RNASeq
2305,3519,125,RNASeq
2306,3520,125,RNASeq
2307,3521,125,RNASeq
2308,3522,125,RNASeq
2309,3523,125,RNASeq
2310,3524,125,RNASeq
2311,3525,125,RNASeq
2312,3526,125,RNASeq
2313,3527,125,RNASeq
2314,3528,125,RNASeq
2315,3529,125,RNASeq
2316,3530,125,RNASeq
2317,3531,125,RNASeq
2318,3532,125,RNASeq
2319,3533,125,RNASeq
2320,3534,126,RNASeq
2321,3535,126,RNASeq
2322,3536,126,RNASeq
2323,3537,126,RNASeq
2324,3538,126,RNASeq
2325,3539,126,RNASeq
2326,3540,126,RNASeq
2327,3541,126,RNASeq
2328,3542,126,RNASeq
2329,3543,126,RNASeq
2330,3544,126,RNASeq
2331,3545,126,RNASeq
2332,3546,126,RNASeq
2333,3547,126,RNASeq
2334,3548,126,RNASeq
2335,3549,127,RNASeq
2336,3550,127,RNASeq
2337,3551,127,RNASeq
2338,3552,127,RNASeq
2339,3553,127,RNASeq
2340,3554,127,RNASeq
2341,3555,127,RNASeq
2342,3556,127,RNASeq
2343,3557,127,RNASeq
2344,3558,127,RNASeq
2345,3559,127,RNASeq
2346,3560,127,RNASeq
2347,3561,127,RNASeq
2348,3562,127,RNASeq
2349,3563,127,RNASeq
2350,3564,128,RNASeq
2351,3565,128,RNASeq
2352,3566,128,RNASeq
2353,3567,128,RNASeq
2354,3568,128,RNASeq
2355,3569,128,RNASeq
2356,3570,128,RNASeq
2357,3571,128,RNASeq
2358,3572,128,RNASeq
2359,3573,128,RNASeq
2360,3574,128,RNASeq
2361,3575,128,RNASeq
2362,3576,128,RNASeq
2363,3577,128,RNASeq
2364,3578,128,RNASeq
2365,3579,129,RNASeq
2366,3580,129,RNASeq
2367,3581,129,RNASeq
2368,3582,129,RNASeq
2369,3583,130,RNASeq
2370,3584,130,RNASeq
2371,3585,130,RNASeq
2372,3586,130,RNASeq
2373,3587,130,RNASeq
2374,3588,130,RNASeq
2375,3589,130,RNASeq
2376,3590,130,RNASeq
2377,3591,130,RNASeq
2378,3592,130,RNASeq
2379,3593,130,RNASeq
2380,3594,130,RNASeq
2381,3595,130,RNASeq
2382,3596,130,RNASeq
2383,3597,130,RNASeq
2384,3598,131,RNASeq
2385,3599,132,RNASeq
2386,3600,132,RNASeq
2387,3601,132,RNASeq
2388,3602,132,RNASeq
2389,3603,132,RNASeq
2390,3604,132,RNASeq
2391,3605,132,RNASeq
2392,3606,132,RNASeq
2393,3607,132,RNASeq
2394,3608,132,RNASeq
2395,3609,132,RNASeq
2396,3610,132,RNASeq
2397,3611,132,RNASeq
2398,3612,132,RNASeq
2399,3613,132,RNASeq
2400,3614,132,RNASeq
2401,3615,132,RNASeq
2402,3616,132,RNASeq
2403,3617,132,RNASeq
2404,3618,132,RNASeq
2405,3619,132,RNASeq
2406,3620,133,RNASeq
2407,3621,133,RNASeq
2408,3622,133,RNASeq
2409,3623,133,RNASeq
2410,3624,133,RNASeq
2411,3625,133,RNASeq
2412,3626,133,RNASeq
2413,3627,133,RNASeq
2414,3628,133,RNASeq
2415,3629,133,RNASeq
2416,3630,133,RNASeq
2417,3631,133,RNASeq
2418,3632,133,RNASeq
2419,3633,133,RNASeq
2420,3634,133,RNASeq
2421,3635,134,RNASeq
2422,3636,134,RNASeq
2423,3637,134,RNASeq
2424,3638,134,RNASeq
2425,3639,134,RNASeq
2426,3640,134,RNASeq
2427,3641,134,RNASeq
2428,3642,134,RNASeq
2429,3643,134,RNASeq
2430,3644,134,RNASeq
2431,3645,134,RNASeq
2432,3646,134,RNASeq
2433,3647,134,RNASeq
2434,3648,134,RNASeq
2435,3649,134,RNASeq
2436,3650,134,RNASeq
2437,3651,134,RNASeq
2438,3652,135,RNASeq
2439,3653,135,RNASeq
2440,3654,135,RNASeq
2441,3655,135,RNASeq
2442,3656,135,RNASeq
2443,3657,135,RNASeq
2444,3658,135,RNASeq
2445,3659,135,RNASeq
2446,3660,135,RNASeq
2447,3661,135,RNASeq
2448,3662,135,RNASeq
2449,3663,135,RNASeq
2450,3664,135,RNASeq
2451,3665,136,RNASeq
2452,3666,136,RNASeq
2453,3667,136,RNASeq
2454,3668,136,RNASeq
2455,3669,136,RNASeq
2456,3670,136,RNASeq
2457,3671,136,RNASeq
2458,3672,136,RNASeq
2459,3673,136,RNASeq
2460,3674,136,RNASeq
2461,3675,136,RNASeq
2462,3676,136,RNASeq
2463,3677,136,RNASeq
2464,3678,136,RNASeq
2465,3679,136,RNASeq
2466,3680,136,RNASeq
2467,3681,136,RNASeq
2468,3682,136,RNASeq
2469,3683,136,RNASeq
2470,3684,136,RNASeq
2471,3685,136,RNASeq
2472,3686,136,RNASeq
2473,3687,137,RNASeq
2474,3688,137,RNASeq
2475,3689,137,RNASeq
2476,3690,137,RNASeq
2477,3691,137,RNASeq
2478,3692,137,RNASeq
2479,3693,137,RNASeq
2480,3694,137,RNASeq
2481,3695,137,RNASeq
2482,3696,137,RNASeq
2483,3697,137,RNASeq
2484,3698,137,RNASeq
2485,3699,137,RNASeq
2486,3700,137,RNASeq
2487,3701,137,RNASeq
2488,3702,137,RNASeq
2489,3703,137,RNASeq
2490,3704,137,RNASeq
2491,3705,137,RNASeq
2492,3706,138,RNASeq
2493,3707,138,RNASeq
2494,3708,138,RNASeq
2495,3709,138,RNASeq
2496,3710,138,RNASeq
2497,3711,138,RNASeq
2498,3712,138,RNASeq
2499,3713,138,RNASeq
2500,3714,138,RNASeq
2501,3715,138,RNASeq
2502,3716,138,RNASeq
2503,3717,138,RNASeq
2504,3718,138,RNASeq
2505,3719,138,RNASeq
2506,3720,138,RNASeq
2507,3721,138,RNASeq
2508,3722,138,RNASeq
2509,3723,138,RNASeq
2510,3724,138,RNASeq
2511,3725,139,RNASeq
2512,3726,139,RNASeq
2513,3727,139,RNASeq
2514,3728,139,RNASeq
2515,3729,139,RNASeq
2516,3730,139,RNASeq
2517,3731,139,RNASeq
2518,3732,139,RNASeq
2519,3733,139,RNASeq
2520,3734,139,RNASeq
2521,3735,139,RNASeq
2522,3736,139,RNASeq
2523,3737,139,RNASeq
2524,3738,139,RNASeq
2525,3739,139,RNASeq
2526,3740,139,RNASeq
2527,3741,139,RNASeq
2528,3742,139,RNASeq
2529,3743,139,RNASeq
2530,3744,139,RNASeq
2531,3745,139,RNASeq
2532,3746,139,RNASeq
2533,3747,140,RNASeq
2534,3748,140,RNASeq
2535,3749,140,RNASeq
2536,3750,140,RNASeq
2537,3751,140,RNASeq
2538,3752,140,RNASeq
2539,3753,140,RNASeq
2540,3754,140,RNASeq
2541,3755,140,RNASeq
2542,3756,140,RNASeq
2543,3757,140,RNASeq
2544,3758,140,RNASeq
2545,3759,140,RNASeq
2546,3760,140,RNASeq
2547,3761,140,RNASeq
2548,3762,140,RNASeq
2549,3763,140,RNASeq
2550,3764,140,RNASeq
2551,3765,141,RNASeq
2552,3766,141,RNASeq
2553,3767,141,RNASeq
2554,3768,141,RNASeq
2555,3769,141,RNASeq
2556,3770,141,RNASeq
2557,3771,141,RNASeq
2558,3772,141,RNASeq
2559,3773,141,RNASeq
2560,3774,141,RNASeq
2561,3775,141,RNASeq
2562,3776,141,RNASeq
2563,3777,141,RNASeq
2564,3778,141,RNASeq
2565,3779,141,RNASeq
2566,3780,141,RNASeq
2567,3781,141,RNASeq
2568,3782,142,RNASeq
2569,3783,142,RNASeq
2570,3784,142,RNASeq
2571,3785,142,RNASeq
2572,3786,142,RNASeq
2573,3787,142,RNASeq
2574,3788,142,RNASeq
2575,3789,142,RNASeq
2576,3790,142,RNASeq
2577,3791,142,RNASeq
2578,3792,142,RNASeq
2579,3793,142,RNASeq
2580,3794,142,RNASeq
2581,3795,142,RNASeq
2582,3796,142,RNASeq
2583,3797,142,RNASeq
2584,3798,142,RNASeq
2585,3799,142,RNASeq
2586,3800,142,RNASeq
2587,3801,142,RNASeq
2588,3802,142,RNASeq
2589,3803,142,RNASeq
2590,3804,143,RNASeq
2591,3805,143,RNASeq
2592,3806,143,RNASeq
2593,3807,143,RNASeq
2594,3808,143,RNASeq
2595,3809,143,RNASeq
2596,3810,143,RNASeq
2597,3811,143,RNASeq
2598,3812,143,RNASeq
2599,3813,143,RNASeq
2600,3814,143,RNASeq
2601,3815,143,RNASeq
2602,3816,143,RNASeq
2603,3817,143,RNASeq
2604,3818,143,RNASeq
2605,3819,144,RNASeq
2606,3820,144,RNASeq
2607,3821,144,RNASeq
2608,3822,144,RNASeq
2609,3823,144,RNASeq
2610,3824,144,RNASeq
2611,3825,144,RNASeq
2612,3826,144,RNASeq
2613,3827,144,RNASeq
2614,3828,144,RNASeq
2615,3829,144,RNASeq
2616,3830,144,RNASeq
2617,3831,144,RNASeq
2618,3832,144,RNASeq
2619,3833,144,RNASeq
2620,3834,144,RNASeq
2621,3835,144,RNASeq
2622,3836,144,RNASeq
2623,3837,144,RNASeq
2624,3838,145,RNASeq
2625,3839,145,RNASeq
2626,3840,145,RNASeq
2627,3841,145,RNASeq
2628,3842,145,RNASeq
2629,3843,145,RNASeq
2630,3844,145,RNASeq
2631,3845,145,RNASeq
2632,3846,145,RNASeq
2633,3847,145,RNASeq
2634,3848,145,RNASeq
2635,3849,145,RNASeq
2636,3850,145,RNASeq
2637,3851,145,RNASeq
2638,3852,145,RNASeq
2639,3853,145,RNASeq
2640,3854,145,RNASeq
2641,3855,145,RNASeq
2642,3856,145,RNASeq
2643,3857,145,RNASeq
2644,3858,146,RNASeq
2645,3859,146,RNASeq
2646,3860,146,RNASeq
2647,3861,146,RNASeq
2648,3862,146,RNASeq
2649,3863,146,RNASeq
2650,3864,146,RNASeq
2651,3865,146,RNASeq
2652,3866,146,RNASeq
2653,3867,146,RNASeq
2654,3868,146,RNASeq
2655,3869,146,RNASeq
2656,3870,146,RNASeq
2657,3871,146,RNASeq
2658,3872,146,RNASeq
2659,3873,146,RNASeq
2660,3874,146,RNASeq
2661,3875,146,RNASeq
2662,3876,146,RNASeq
2663,3877,146,RNASeq
2664,3878,147,RNASeq
2665,3879,147,RNASeq
2666,3880,147,RNASeq
2667,3881,147,RNASeq
2668,3882,147,RNASeq
2669,3883,147,RNASeq
2670,3884,147,RNASeq
2671,3885,147,RNASeq
2672,3886,147,RNASeq
2673,3887,147,RNASeq
2674,3888,147,RNASeq
2675,3889,147,RNASeq
2676,3890,147,RNASeq
2677,3891,147,RNASeq
2678,3892,147,RNASeq
2679,3893,147,RNASeq
2680,3894,148,RNASeq
2681,3895,148,RNASeq
2682,3896,148,RNASeq
2683,3897,148,RNASeq
2684,3898,148,RNASeq
2685,3899,148,RNASeq
2686,3900,148,RNASeq
2687,3901,148,RNASeq
2688,3902,148,RNASeq
2689,3903,148,RNASeq
2690,3904,148,RNASeq
2691,3905,148,RNASeq
2692,3906,148,RNASeq
2693,3907,148,RNASeq
2694,3908,148,RNASeq
2695,3909,148,RNASeq
2696,3910,148,RNASeq
2697,3911,148,RNASeq
2698,3912,149,RNASeq
2699,3913,149,RNASeq
2700,3914,149,RNASeq
2701,3915,149,RNASeq
2702,3916,149,RNASeq
2703,3917,149,RNASeq
2704,3918,149,RNASeq
2705,3919,149,RNASeq
2706,3920,149,RNASeq
2707,3921,149,RNASeq
2708,3922,149,RNASeq
2709,3923,149,RNASeq
2710,3924,149,RNASeq
2711,3925,149,RNASeq
2712,3926,149,RNASeq
2713,3927,149,RNASeq
2714,3928,149,RNASeq
2715,3929,149,RNASeq
2716,3930,149,RNASeq
2717,3931,149,RNASeq
2718,3932,149,RNASeq
2719,3933,149,RNASeq
2720,3934,150,RNASeq
2721,3935,150,RNASeq
2722,3936,150,RNASeq
2723,3937,150,RNASeq
2724,3938,150,RNASeq
2725,3939,150,RNASeq
2726,3940,150,RNASeq
2727,3941,150,RNASeq
2728,3942,150,RNASeq
2729,3943,150,RNASeq
2730,3944,150,RNASeq
2731,3945,150,RNASeq
2732,3946,150,RNASeq
2733,3947,150,RNASeq
2734,3948,150,RNASeq
2735,3949,150,RNASeq
2736,3950,150,RNASeq
2737,3951,150,RNASeq
2738,3952,150,RNASeq
2739,3953,150,RNASeq
2740,3954,151,RNASeq
2741,3955,151,RNASeq
2742,3956,151,RNASeq
2743,3957,151,RNASeq
2744,3958,151,RNASeq
2745,3959,151,RNASeq
2746,3960,151,RNASeq
2747,3961,151,RNASeq
2748,3962,151,RNASeq
2749,3963,151,RNASeq
2750,3964,151,RNASeq
2751,3965,151,RNASeq
2752,3966,151,RNASeq
2753,3967,151,RNASeq
2754,3968,151,RNASeq
2755,3969,151,RNASeq
2756,3970,152,RNASeq
2757,3971,152,RNASeq
2758,3972,152,RNASeq
2759,3973,152,RNASeq
2760,3974,152,RNASeq
2761,3975,152,RNASeq
2762,3976,152,RNASeq
2763,3977,152,RNASeq
2764,3978,152,RNASeq
2765,3979,152,RNASeq
2766,3980,152,RNASeq
2767,3981,152,RNASeq
2768,3982,152,RNASeq
2769,3983,152,RNASeq
2770,3984,152,RNASeq
2771,3985,152,RNASeq
2772,3986,152,RNASeq
2773,3987,152,RNASeq
2774,3988,152,RNASeq
2775,3989,153,RNASeq
2776,3990,153,RNASeq
2777,3991,153,RNASeq
2778,3992,153,RNASeq
2779,3993,153,RNASeq
2780,3994,153,RNASeq
2781,3995,153,RNASeq
2782,3996,153,RNASeq
2783,3997,153,RNASeq
2784,3998,153,RNASeq
2785,3999,153,RNASeq
2786,4000,153,RNASeq
2787,4001,153,RNASeq
2788,4002,153,RNASeq
2789,4003,153,RNASeq
2790,4004,153,RNASeq
2791,4005,153,RNASeq
2792,4006,153,RNASeq
2793,4007,153,RNASeq
2794,4008,153,RNASeq
2795,4009,154,RNASeq
2796,4010,154,RNASeq
2797,4011,154,RNASeq
2798,4012,154,RNASeq
2799,4013,154,RNASeq
2800,4014,154,RNASeq
2801,4015,154,RNASeq
2802,4016,154,RNASeq
2803,4017,154,RNASeq
2804,4018,154,RNASeq
2805,4019,154,RNASeq
2806,4020,154,RNASeq
2807,4021,154,RNASeq
2808,4022,154,RNASeq
2809,4023,154,RNASeq
2810,4024,154,RNASeq
2811,4025,154,RNASeq
2812,4026,154,RNASeq
2813,4027,155,RNASeq
2814,4028,155,RNASeq
2815,4029,155,RNASeq
2816,4030,155,RNASeq
2817,4031,155,RNASeq
2818,4032,155,RNASeq
2819,4033,155,RNASeq
2820,4034,155,RNASeq
2821,4035,155,RNASeq
2822,4036,155,RNASeq
2823,4037,155,RNASeq
2824,4038,155,RNASeq
2825,4039,155,RNASeq
2826,4040,155,RNASeq
2827,4041,155,RNASeq
2828,4042,155,RNASeq
2829,4043,155,RNASeq
2830,4044,156,RNASeq
2831,4045,156,RNASeq
2832,4046,156,RNASeq
2833,4047,156,RNASeq
2834,4048,156,RNASeq
2835,4049,156,RNASeq
2836,4050,156,RNASeq
2837,4051,156,RNASeq
2838,4052,156,RNASeq
2839,4053,156,RNASeq
2840,4054,156,RNASeq
2841,4055,156,RNASeq
2842,4056,156,RNASeq
2843,4057,156,RNASeq
2844,4058,156,RNASeq
2845,4059,156,RNASeq
2846,4060,156,RNASeq
2847,4061,156,RNASeq
2848,4062,156,RNASeq
2849,4063,156,RNASeq
2850,4064,156,RNASeq
2851,4065,156,RNASeq
2852,4066,157,RNASeq
2853,4067,157,RNASeq
2854,4068,157,RNASeq
2855,4069,157,RNASeq
2856,4070,157,RNASeq
2857,4071,157,RNASeq
2858,4072,157,RNASeq
2859,4073,157,RNASeq
2860,4074,157,RNASeq
2861,4075,157,RNASeq
2862,4076,157,RNASeq
2863,4077,157,RNASeq
2864,4078,157,RNASeq
2865,4079,157,RNASeq
2866,4080,157,RNASeq
2867,4081,157,RNASeq
2868,4082,157,RNASeq
2869,4083,157,RNASeq
2870,4084,158,RNASeq
2871,4085,158,RNASeq
2872,4086,158,RNASeq
2873,4087,158,RNASeq
2874,4088,158,RNASeq
2875,4089,158,RNASeq
2876,4090,158,RNASeq
2877,4091,158,RNASeq
2878,4092,158,RNASeq
2879,4093,158,RNASeq
2880,4094,158,RNASeq
2881,4095,158,RNASeq
2882,4096,158,RNASeq
2883,4097,158,RNASeq
2884,4098,158,RNASeq
2885,4099,158,RNASeq
2886,4100,158,RNASeq
2887,4101,158,RNASeq
2888,4102,158,RNASeq
2889,4103,158,RNASeq
2890,4104,159,RNASeq
2891,4105,159,RNASeq
2892,4106,159,RNASeq
2893,4107,159,RNASeq
2894,4108,159,RNASeq
2895,4109,159,RNASeq
2896,4110,159,RNASeq
2897,4111,159,RNASeq
2898,4112,159,RNASeq
2899,4113,159,RNASeq
2900,4114,159,RNASeq
2901,4115,159,RNASeq
2902,4116,159,RNASeq
2903,4117,159,RNASeq
2904,4118,159,RNASeq
2905,4139,160,RNASeq
2906,4140,160,RNASeq
2907,4141,160,RNASeq
2908,4142,160,RNASeq
2909,4143,160,RNASeq
2910,4144,160,RNASeq
2911,4145,160,RNASeq
2912,4146,160,RNASeq
2913,4147,160,RNASeq
2914,4148,160,RNASeq
2915,4149,160,RNASeq
2916,4150,160,RNASeq
2917,4151,160,RNASeq
2918,4152,160,RNASeq
2919,4153,160,RNASeq
2920,4154,160,RNASeq
2921,4155,161,RNASeq
2922,4156,161,RNASeq
2923,4157,161,RNASeq
2924,4158,161,RNASeq
2925,4159,161,RNASeq
2926,4160,161,RNASeq
2927,4161,161,RNASeq
2928,4162,161,RNASeq
2929,4163,161,RNASeq
2930,4164,161,RNASeq
2931,4165,161,RNASeq
2932,4166,161,RNASeq
2933,4167,161,RNASeq
2934,4168,161,RNASeq
2935,4169,162,RNASeq
2936,4170,162,RNASeq
2937,4171,162,RNASeq
2938,4172,162,RNASeq
2939,4173,162,RNASeq
2940,4174,162,RNASeq
2941,4175,162,RNASeq
2942,4176,162,RNASeq
2943,4177,162,RNASeq
2944,4178,162,RNASeq
2945,4179,162,RNASeq
2946,4180,162,RNASeq
2947,4181,162,RNASeq
2948,4182,162,RNASeq
2949,4183,162,RNASeq
2950,4184,163,RNASeq
2951,4185,163,RNASeq
2952,4186,163,RNASeq
2953,4187,163,RNASeq
2954,4188,163,RNASeq
2955,4189,163,RNASeq
2956,4190,163,RNASeq
2957,4191,163,RNASeq
2958,4192,163,RNASeq
2959,4193,163,RNASeq
2960,4194,163,RNASeq
2961,4195,163,RNASeq
2962,4196,163,RNASeq
2963,4197,163,RNASeq
2964,4198,163,RNASeq
2965,4199,163,RNASeq
2966,4200,163,RNASeq
2967,4201,163,RNASeq
2968,4202,163,RNASeq
2969,4203,163,RNASeq
2970,4204,163,RNASeq
2971,4205,163,RNASeq
2972,4206,164,RNASeq
2973,4207,164,RNASeq
2974,4208,164,RNASeq
2975,4209,164,RNASeq
2976,4210,164,RNASeq
2977,4211,164,RNASeq
2978,4212,164,RNASeq
2979,4213,164,RNASeq
2980,4214,164,RNASeq
2981,4215,164,RNASeq
2982,4216,164,RNASeq
2983,4217,164,RNASeq
2984,4218,164,RNASeq
2985,4219,164,RNASeq
2986,4220,164,RNASeq
2987,4221,164,RNASeq
2988,4222,165,RNASeq
2989,4223,165,RNASeq
2990,4224,165,RNASeq
2991,4225,165,RNASeq
2992,4226,165,RNASeq
2993,4227,165,RNASeq
2994,4228,165,RNASeq
2995,4229,165,RNASeq
2996,4230,165,RNASeq
2997,4231,165,RNASeq
2998,4232,165,RNASeq
2999,4233,165,RNASeq
3000,4234,165,RNASeq
3001,4235,165,RNASeq
3002,4236,165,RNASeq
3003,4237,165,RNASeq
3004,4238,165,RNASeq
3005,4239,165,RNASeq
3006,4240,165,RNASeq
3007,4241,165,RNASeq
3008,4242,166,RNASeq
3009,4243,166,RNASeq
3010,4244,166,RNASeq
3011,4245,166,RNASeq
3012,4246,166,RNASeq
3013,4247,166,RNASeq
3014,4248,166,RNASeq
3015,4249,166,RNASeq
3016,4250,166,RNASeq
3017,4251,166,RNASeq
3018,4252,166,RNASeq
3019,4253,166,RNASeq
3020,4254,166,RNASeq
3021,4255,166,RNASeq
3022,4256,166,RNASeq
3023,4257,167,RNASeq
3024,4258,167,RNASeq
3025,4259,167,RNASeq
3026,4260,167,RNASeq
3027,4261,167,RNASeq
3028,4262,167,RNASeq
3029,4263,167,RNASeq
3030,4264,167,RNASeq
3031,4265,167,RNASeq
3032,4266,167,RNASeq
3033,4267,167,RNASeq
3034,4268,167,RNASeq
3035,4269,167,RNASeq
3036,4270,167,RNASeq
3037,4271,167,RNASeq
3038,4272,167,RNASeq
3039,4273,167,RNASeq
3040,4274,167,RNASeq
3041,4275,167,RNASeq
3042,4276,167,RNASeq
3043,4277,168,RNASeq
3044,4278,168,RNASeq
3045,4279,168,RNASeq
3046,4280,168,RNASeq
3047,4281,168,RNASeq
3048,4282,168,RNASeq
3049,4283,168,RNASeq
3050,4284,168,RNASeq
3051,4285,168,RNASeq
3052,4286,168,RNASeq
3053,4287,168,RNASeq
3054,4288,168,RNASeq
3055,4289,168,RNASeq
3056,4290,168,RNASeq
3057,4291,168,RNASeq
3058,4292,168,RNASeq
3059,4293,168,RNASeq
3060,4294,168,RNASeq
3061,4295,168,RNASeq
3062,4296,168,RNASeq
3063,4297,168,RNASeq
3064,4298,168,RNASeq
3065,4299,169,RNASeq
3066,4300,169,RNASeq
3067,4301,169,RNASeq
3068,4302,169,RNASeq
3069,4303,169,RNASeq
3070,4304,169,RNASeq
3071,4305,169,RNASeq
3072,4306,169,RNASeq
3073,4307,169,RNASeq
3074,4308,169,RNASeq
3075,4309,169,RNASeq
3076,4310,169,RNASeq
3077,4311,169,RNASeq
3078,4312,169,RNASeq
3079,4313,169,RNASeq
3080,4314,169,RNASeq
3081,4315,169,RNASeq
3082,4316,169,RNASeq
3083,4317,169,RNASeq
3084,4318,169,RNASeq
3085,4319,169,RNASeq
3086,4320,170,RNASeq
3087,4321,170,RNASeq
3088,4322,170,RNASeq
3089,4323,170,RNASeq
3090,4324,170,RNASeq
3091,4325,170,RNASeq
3092,4326,170,RNASeq
3093,4327,170,RNASeq
3094,4328,170,RNASeq
3095,4329,170,RNASeq
3096,4330,170,RNASeq
3097,4331,170,RNASeq
3098,4332,170,RNASeq
3099,4333,170,RNASeq
3100,4334,170,RNASeq
3101,4335,171,RNASeq
3102,4336,171,RNASeq
3103,4337,171,RNASeq
3104,4338,171,RNASeq
3105,4339,171,RNASeq
3106,4340,171,RNASeq
3107,4341,171,RNASeq
3108,4342,171,RNASeq
3109,4343,171,RNASeq
3110,4344,171,RNASeq
3111,4345,171,RNASeq
3112,4346,171,RNASeq
3113,4347,171,RNASeq
3114,4348,171,RNASeq
3115,4349,171,RNASeq
3116,4350,171,RNASeq
3117,4351,171,RNASeq
3118,4352,172,RNASeq
3119,4353,172,RNASeq
3120,4354,172,RNASeq
3121,4355,172,RNASeq
3122,4356,172,RNASeq
3123,4357,172,RNASeq
3124,4358,172,RNASeq
3125,4359,172,RNASeq
3126,4360,172,RNASeq
3127,4361,172,RNASeq
3128,4362,172,RNASeq
3129,4363,172,RNASeq
3130,4364,172,RNASeq
3131,4365,172,RNASeq
3132,4366,172,RNASeq
3133,4367,172,RNASeq
3134,4368,172,RNASeq
3135,4369,172,RNASeq
3136,4370,172,RNASeq
3137,4371,172,RNASeq
3138,4372,172,RNASeq
3139,4373,172,RNASeq
3140,4374,173,RNASeq
3141,4375,173,RNASeq
3142,4376,173,RNASeq
3143,4377,173,RNASeq
3144,4378,173,RNASeq
3145,4379,173,RNASeq
3146,4380,173,RNASeq
3147,4381,173,RNASeq
3148,4382,173,RNASeq
3149,4383,173,RNASeq
3150,4384,173,RNASeq
3151,4385,173,RNASeq
3152,4386,173,RNASeq
3153,4387,173,RNASeq
3154,4388,173,RNASeq
3155,4389,173,RNASeq
3156,4390,173,RNASeq
3157,4391,173,RNASeq
3158,4392,173,RNASeq
3159,4393,174,RNASeq
3160,4394,174,RNASeq
3161,4395,174,RNASeq
3162,4396,174,RNASeq
3163,4397,174,RNASeq
3164,4398,174,RNASeq
3165,4399,174,RNASeq
3166,4400,174,RNASeq
3167,4401,174,RNASeq
3168,4402,174,RNASeq
3169,4403,174,RNASeq
3170,4404,174,RNASeq
3171,4405,174,RNASeq
3172,4406,174,RNASeq
3173,4407,174,RNASeq
3174,4408,174,RNASeq
3175,4409,174,RNASeq
3176,4410,174,RNASeq
3177,4411,174,RNASeq
3178,4412,174,RNASeq
3179,4413,174,RNASeq
3180,4414,175,RNASeq
3181,4415,175,RNASeq
3182,4416,175,RNASeq
3183,4417,175,RNASeq
3184,4418,175,RNASeq
3185,4419,175,RNASeq
3186,4420,175,RNASeq
3187,4421,175,RNASeq
3188,4422,175,RNASeq
3189,4423,175,RNASeq
3190,4424,175,RNASeq
3191,4425,175,RNASeq
3192,4426,175,RNASeq
3193,4427,175,RNASeq
3194,4428,175,RNASeq
3195,4429,175,RNASeq
3196,4430,175,RNASeq
3197,4431,176,RNASeq
3198,4432,176,RNASeq
3199,4433,176,RNASeq
3200,4434,176,RNASeq
3201,4435,176,RNASeq
3202,4436,176,RNASeq
3203,4437,176,RNASeq
3204,4438,176,RNASeq
3205,4439,176,RNASeq
3206,4440,176,RNASeq
3207,4441,176,RNASeq
3208,4442,176,RNASeq
3209,4443,176,RNASeq
3210,4444,176,RNASeq
3211,4445,176,RNASeq
3212,4446,176,RNASeq
3213,4447,177,RNASeq
3214,4448,178,RNASeq
3215,4449,178,RNASeq
3216,4450,178,RNASeq
3217,4451,178,RNASeq
3218,4452,178,RNASeq
3219,4453,178,RNASeq
3220,4454,178,RNASeq
3221,4455,178,RNASeq
3222,4456,178,RNASeq
3223,4457,178,RNASeq
3224,4458,178,RNASeq
3225,4459,178,RNASeq
3226,4460,178,RNASeq
3227,4461,178,RNASeq
3228,4462,178,RNASeq
